metesdescriptionlineid	metesdescription	metesdescriptionline	thencepoint	northsouth	degree	eastwest	foot	topoint	curveleftright	curveradiusfoot	curvetangent	manualxchange	manualychange	metesdescriptionlinenotes	curveinternalangle
190	1411	2	In a northwesterly direction along the center line of said Paper Mill Road 	N	50.7833333333333	W	200	Point in the center line of Buck Road		\N	0	\N	\N	[course not given in Ord., taken from charter and changed from SE to NW]	\N
191	1411	3	Along the center line of said Buck Road	N	43.25	E	375.5	Stone in the center of said Buck Road		\N	0	\N	\N		\N
192	1411	4	Still along the center line of said Buck Road	N	41.25	E	1491.7	Point in the center of said Buck Road and on a line (extended) of land of Estate of John Pitcairn and land now or late of George Markley		\N	0	\N	\N		\N
193	1411	5	Partly by said Markley's land and partly by lands now or late of Thomas Jackson's Estate	S	51.8333333333333	E	3021.58	Iron situate in the middle of a creek		\N	0	\N	\N		\N
194	1411	6	By land now or late of Arthur Davis or Philmont County Club, and along the several courses of the middle of said creek Southwesterly	S	\N	W	500	Corner of land now or late of George S. Lott		\N	0	-368.639819165879	-121.840016345902	-1	\N
195	1411	7	By said Lott's land	N	53.0833333333333	W	320	Stone		\N	0	\N	\N		\N
196	1411	8	By the same	S	41.5333333333333	W	58.6	Stone		\N	0	\N	\N		\N
197	1411	9	Still by said Lott's land and along the bed of Old Mill Pond	N	80.3333333333333	W	568.2	Stone		\N	0	\N	\N		\N
198	1411	10	By land now or late of James Bryan	N	47.5	W	110.7	Stone		\N	0	\N	\N		\N
199	1411	11	By said Bryan's land	S	36.5	W	1225.4	Stone in the middle of said Paper Mill Road		\N	0	\N	\N		\N
200	1411	12	Along the center line of said Paper Mill Road	S	50.6833333333333	E	107.49	Point in the center line of said road in the line of land (extended) now or late of George McDowell, deceased		\N	0	\N	\N		\N
201	1411	13	Along the same	S	32.9833333333333	W	1351.94	Stone in line of land now or formerly of Henry Wyncoop		\N	0	\N	\N		\N
202	1411	14	Along the same	N	50.5	W	2069.3	Place of beginning		\N	0	\N	\N		\N
203	1412	1	Extending by land of M. Newton Branin	N	51.7	E	299.1	Angle		\N	0	\N	\N		\N
204	1412	2	Still by the same lands now or formerly of E.M. Burling and Horace Bellows	N	43.2333333333333	E	830.34	Corner on the southerly side of a public road known as Alden Road, leading to Fetters Mill Road		\N	0	\N	\N		\N
205	1412	3	Along the said side of said road	S	71.7833333333333	W	1485.37	Corner in the middle of the aforesaid Fetters Mill Road		\N	0	\N	\N		\N
206	1412	4	Along the same	N	59.7166666666667	W	568.48	Angle		\N	0	\N	\N		\N
207	1412	5	Still along the same	N	77.1666666666667	W	40.88	Point near the West rail of the Philadelphia, Newtown, and New York Railroad, said corner being at a distance of 107.65 feet East from the Eastern abutment of the bridge over Pennypack Creek measured on the said line		\N	0	\N	\N		\N
208	1412	6	By land now or formerly of John Eckstein Beatty and passing along the Pennypack Creek	S	70.5	W	395	Point in said creek		\N	0	\N	\N		\N
209	1412	7	Still by the same	S	2.35	E	41.25	Corner on the southeasterly bank of said creek		\N	0	\N	\N		\N
210	1412	8	Along the said side of the Creek	S	2.3	W	248.7	Angle		\N	0	\N	\N		\N
211	1412	9	Still by the same	S	13.1333333333333	W	303.8	Corner in the line of land now or formerly of Anna Walton, et al.		\N	0	\N	\N		\N
212	1412	10	By said Walton's land crossing the Philadelphia, Newtown and New York Railroad	S	35.5833333333333	E	783.23	Corner stone in line of Shock's land		\N	0	\N	\N		\N
213	1412	11	By the same	N	56.6166666666667	E	878.9	Angle		\N	0	\N	\N		\N
214	1412	12	Still by the same	N	46.8666666666667	E	306.13	Point in said Fetters Mill Road		\N	0	\N	\N		\N
215	1412	13	Along the same	S	54.6166666666667	E	228.83			\N	0	\N	\N		\N
216	1501	1	Along said center line of said road	N	34.6666666666667	W	765.8	Point in said center line		\N	0	\N	\N		\N
217	1501	2	Still along the same	N	56.55	W	35	Point in said center line being a corner of land of Raymond G. Cranch		\N	0	\N	\N		\N
218	1501	3	By the same	N	47.45	E	293.5	Stone being a corner of land of Frank Greenwalt		\N	0	\N	\N		\N
219	1501	4	By said Greenwalt's land the four following courses and distances	S	46.2166666666667	E	245	Stone		\N	0	\N	\N		\N
220	1501	5	2	S	45.1333333333333	E	328.5	Stone		\N	0	\N	\N		\N
221	1501	6	3	S	54.7666666666667	W	234	Stone		\N	0	\N	\N		\N
222	1501	7	4	S	48.4833333333333	E	271.7	Stone, being a corner of land of Harry Worthington		\N	0	\N	\N		\N
223	1501	8	By the same	S	52.7833333333333	W	214.1	Place of beginning		\N	0	\N	\N		\N
224	1743	1	Along the center line of said last mentioned road, along the present boundaries of the said Borough of Bryn Athyn, crossing the right of way of the Philadelphia, Newtown and New York Railroad	S	63.6666666666667	W	652	Point in the center line of the Pennypack Creek		\N	0	\N	\N		\N
225	1743	2		S	57.4	W	219	Point in Shelmire's Mill Road		\N	0	\N	\N		\N
226	1743	3	In the bed of said road, the eight following courses and distances	N	29.5333333333333	W	882.14			\N	0	\N	\N		\N
227	1743	4	2	N	33.45	W	132.83			\N	0	\N	\N		\N
228	1743	5	3	S	51.9166666666667	W	14.97			\N	0	\N	\N		\N
229	1743	6	4	N	55.6166666666667	W	180			\N	0	\N	\N		\N
230	1743	7	5	N	3.52222222222222	W	116.71			\N	0	\N	\N		\N
231	1743	8	6	N	23.2833333333333	E	243.2			\N	0	\N	\N		\N
232	1743	9	7	N	35.7333333333333	E	121.44			\N	0	\N	\N		\N
233	1743	10	8	N	52.3333333333333	E	302.02	Crossing Pennypack Creek, to a point in the westerly right of way line of the aforementioned Railroad		\N	0	\N	\N		\N
234	1743	11	Along said right of way line	N	17.4666666666667	W	805	Corner of lands of Raymond, Theodore and Harold F. Pitcairn and Joseph T. Pearson		\N	0	\N	\N		\N
235	1743	12	Along the boundary line of lands of said Pitcairns' and said Pearson, the two following courses and distances	S	30.8	W	102.54			\N	0	\N	\N		\N
236	1743	13		S	84.3166666666667	W	158	Point in the center line of Shelmire's Mill Road		\N	0	\N	\N		\N
237	1743	14	Along center line of said Road	N	10.3166666666667	W	130.78			\N	0	\N	\N		\N
238	1743	15	Still along the same	N	23.8833333333333	W	266.37	Point		\N	0	\N	\N		\N
239	1743	16	Along boundary line of lands of said Pearson and Raymond Pitcairn, the three following courses and distances	S	57.9	W	185.54			\N	0	\N	\N		\N
240	1743	17	2	S	57.7666666666667	W	503.3			\N	0	\N	\N		\N
241	1743	18	3	S	57.7833333333333	W	781.99	Point in the center line of Huntingdon Road		\N	0	\N	\N		\N
242	1743	19	Along the center line of Huntingdon Road	N	28.3333333333333	W	1164	Point		\N	0	\N	\N		\N
243	1743	20	Along line dividing lands of Raymond Pitcairn and Rabenold	N	38.4333333333333	E	1582.93	Point		\N	0	\N	\N		\N
244	1743	21	Along land of Theodore Pitcairn and partly along the center line of a public road	N	46.2277777777778	W	1347.4	Point at a right angle in said public road		\N	0	\N	\N		\N
245	1743	22	Along land of Theodore Pitcairn, the following twenty-four courses and distances	N	47.1888888888889	W	356.4	Point		\N	0	\N	\N		\N
246	1743	23	2	S	38.8916666666667	W	753.99	Point		\N	0	\N	\N		\N
247	1743	24	3	N	54.9555555555556	W	688.02	Point		\N	0	\N	\N		\N
248	1743	25	4	N	8.10555555555556	W	340.92	Point		\N	0	\N	\N		\N
249	1743	26	5	N	21.1083333333333	W	431.8	Point		\N	0	\N	\N		\N
250	1743	27	6	S	38.4388888888889	W	340	Point		\N	0	\N	\N		\N
251	1743	28	7	N	51.3611111111111	W	63.28	Point		\N	0	\N	\N		\N
252	1743	29	8	S	38.3888888888889	W	735.43	Point		\N	0	\N	\N		\N
253	1743	30	9	N	33.4777777777778	W	590.38	Point		\N	0	\N	\N		\N
254	1743	31	10	N	10.1277777777778	W	388.57	Point		\N	0	\N	\N		\N
255	1743	32	11	N	5.87777777777778	W	90.75	Point		\N	0	\N	\N		\N
256	1743	33	12	N	83.3194444444444	E	658.7	Point		\N	0	\N	\N		\N
257	1743	34	13	N	79.1888888888889	E	385.27	Point near the South Bank of Pennypack Creek		\N	0	\N	\N		\N
258	1743	35	14	N	61.6888888888889	E	385.27	Point near the South Bank of Pennypack Creek		\N	0	\N	\N		\N
259	1743	36	15	S	12.8111111111111	E	3.3	Point		\N	0	\N	\N		\N
260	1743	37	16 - Crossing the Pennypack Creek	N	47.7527777777778	E	213.63	Point near the North bank thereof		\N	0	\N	\N		\N
261	1743	38	17	N	3.97222222222222	E	104.94	Point		\N	0	\N	\N		\N
262	1743	39	18 - Along the South bank of Old Mill Race (now Dry)	N	59.2777777777778	E	49.5	Point		\N	0	\N	\N		\N
263	1743	40	19 - Still along South bank of Old Mill Race	N	54.5277777777778	E	40	Point		\N	0	\N	\N		\N
264	1743	41	20 - Still along the same	S	81.6777777777778	E	113.95	Point		\N	0	\N	\N		\N
265	1743	42	21 - Still along the same	S	88.0472222222222	E	28.24	Point		\N	0	\N	\N		\N
266	1743	43	22 - Still along the same	N	82.7694444444444	E	66	Point		\N	0	\N	\N		\N
267	1743	44	23 - Still along the same	N	67.8027777777778	E	478.5	Point		\N	0	\N	\N		\N
268	1743	45	24 - Leaving bank of Old Mill Race, and crossing Pennypack Creek	S	51.8972222222222	E	1456.77	Point in the center line of Mason Road		\N	0	\N	\N		\N
269	1743	46	Along the said center line of said Mason Road	N	38.525	E	2179.7	Point of intersection with the center line of Byberry Road		\N	0	\N	\N		\N
270	1743	47	Along said center line of said Byberry Road	S	52.525	E	1453.36	Point of intersection with the Northwest right of way line of the Philadelphia, Newtown and New York Railroad		\N	0	\N	\N		\N
271	1743	48	Along the said Northwest right of way line of the Philadelphia, Newtown and New York Railroad, the following four courses and distances	S	39.275	W	214.17	Point of curve		\N	0	\N	\N		\N
272	1743	50	3	S	4.375	W	796	Point of curve		\N	0	\N	\N		\N
273	1743	51	4 - Southwesterly direction	S	\N	W	419.95	Point, in the center line of a public road sometimes called Shelmire's Mill Road	right	1116.28	0	\N	\N		\N
274	1743	52	Along the said center line of said public road	N	54.6833333333333	E	508.23	Point		\N	0	\N	\N		\N
275	1743	53	Along Hunsicker's land	S	52.5333333333333	E	1870.2	Point		\N	0	\N	\N		\N
276	1743	54		S	37.55	W	553.8	Point		\N	0	\N	\N		\N
277	1743	55		N	51.35	W	690.7	Point		\N	0	\N	\N		\N
278	1743	56		S	36.3333333333333	W	701	Point		\N	0	\N	\N		\N
279	1743	57	Along land of Clarke King	S	51.5	E	1728.9	Point in the center line of a public road leading from Paper Mill Road to Byberry Road		\N	0	\N	\N		\N
280	1743	58	Along said center line of said public road, and along boundary line of existing borough	S	31.6333333333333	W	921.85	Angle point in same		\N	0	\N	\N		\N
281	1743	59	Still along the same	S	47.7833333333333	W	109.14	Angle point in same		\N	0	\N	\N		\N
282	1743	60	Still along the same	S	50	W	787.05	Angle point in same		\N	0	\N	\N		\N
283	1743	61	Still along the same	S	52	W	219.12	Point and place of beginning		\N	0	\N	\N		\N
284	1743	49	2- Southwesterly and southerly direction	S	\N		890.95	Point of tangency	left	1462.69	-1	\N	\N		\N
285	1879	3	Said Lott's ground	S	77.75	W	108.2	Stone		\N	0	\N	\N		\N
286	1879	1	Ground of Casper W. Fetter	N	43	E	1226			\N	0	\N	\N		\N
287	1879	2		S	42.25	E	113.5	Walnut Tree, a corner of ground of George Lott		\N	0	\N	\N		\N
288	1879	4		S	32.55	E	260.9			\N	0	\N	\N		\N
289	1879	5	Ground of Casper W. Fetter about to be conveyed to Howard I. Branson	S	43.8833333333333	W	1079.4	Middle line of Mill Road		\N	0	\N	\N		\N
290	1879	6	By the same and by ground of ------ Bergin	N	43.6166666666667	W	285.8	First mentioned point and place of beginning		\N	0	\N	\N		\N
291	1961	1	Along the boundary line of the Borough of Bryn Athyn and Lower Moreland Township	N	38.8305555555556	E	1078.68	Stone in line of land now or late of George W. and Jennie A. Tipping		\N	0	\N	\N		\N
292	1961	2	By said Tippings land the three following courses and distances	S	38.3416666666667	E	59.83	Stone		\N	0	\N	\N		\N
293	1961	3	2	S	73.1638888888889	E	263.84	Stone		\N	0	\N	\N		\N
294	1961	4	3	S	39.6888888888889	W	1177.15	Point in the center line of Paper Mill Road		\N	0	\N	\N		\N
295	1961	5	Along the center line of said Road	N	48.6166666666667	W	285.73	Point and place of beginning		\N	0	\N	\N		\N
296	2091	1	Along the center line of Buck Road	S	41.3686111111111	W	2086.74	Point, a corner of land of West Chelten Corporation		\N	0	\N	\N		\N
297	2091	2	Same and along the boundary line of the Borough of Bryn Athyn	N	48.2827777777778	W	910.85	Corner		\N	0	\N	\N		\N
298	2091	3	Still by the same	N	49.3530555555556	W	526.21	Corner		\N	0	\N	\N		\N
299	2091	4	Partly by land of West Chelten Corporation and partly by land of Harold F. Pitcairn	N	40.8902777777778	E	2070.61	Point in the center line of Byberry Road		\N	0	\N	\N		\N
300	2091	5	Along the same	S	49.2166666666667	E	540.41	Point		\N	0	\N	\N		\N
301	2091	6	Still along the center line of said Road	S	49.3369444444444	E	914.1	Point and place of beginning		\N	0	\N	\N		\N
302	1295	11		S	54.75	W	340.2	Stone		\N	0	\N	\N		\N
303	1295	14		S	54.8333333333333	W	904.6	Stone		\N	0	\N	\N		\N
304	1295	1	Over the County Line and by and along the middle line of "G" [= Hasbrook] Street, the following courses and distances	N	37.2833333333333	E	581.19			\N	0	\N	\N		\N
305	1295	2		N	37.5666666666667	E	545.45			\N	0	\N	\N		\N
306	1295	3		N	38.55	E	1729.41			\N	0	\N	\N		\N
307	1295	4		N	38.45	E	981.58			\N	0	\N	\N		\N
308	1295	5		N	38.8333333333333	E	806.2			\N	0	\N	\N		\N
309	1295	6		N	40.6666666666667	E	705.56	Stone marking the intersection of the middle line of said "G" [= Hasbrook] street with land of the Philadelphia Newtown and New York Railroad Company, being the Southerly right of way line of said Company		\N	0	\N	\N		\N
310	1295	7	By and along said land and right of way line the following courses and distances	S	61.8166666666667	W	87.8	Stone in the Northwesterly side of "G" [= Hasbrook] street, a corner of land of Josiah Hellerman		\N	0	\N	\N		\N
311	1295	8	Along said right of way line and by land of said Josiah Hellerman, et al.	S	62.1333333333333	W	142.55	Stone		\N	0	\N	\N		\N
312	1295	9		S	54.7166666666667	W	275	Stone		\N	0	\N	\N		\N
313	1295	10		S	50.2833333333333	W	385.09	Stone		\N	0	\N	\N		\N
314	1295	12		S	60.3166666666667	W	207.14	Stone		\N	0	\N	\N		\N
315	1295	13		S	54.6166666666667	W	175.45	Stone		\N	0	\N	\N		\N
316	1295	15		S	47.7166666666667	W	119.86	Stone		\N	0	\N	\N		\N
317	1295	16	By the same	S	47.8333333333333	E	25.51	Stone a corner also of land of Thomas Brooks, Jr.		\N	0	\N	\N		\N
318	1295	17	By and along the line dividing said land of said Railroad and of Thomas Brooks, Jr the following courses and distances	S	54.4	W	1142.66	Stone		\N	0	\N	\N		\N
319	1295	18		S	56.1333333333333	W	119.81	Stone		\N	0	\N	\N		\N
320	1295	19		S	45.0666666666667	W	164.31	Stone		\N	0	\N	\N		\N
321	1295	20		S	52.7666666666667	W	301.65	Stone		\N	0	\N	\N		\N
322	1295	21		S	37.3333333333333	W	88.94	Stone		\N	0	\N	\N		\N
323	1295	22		S	49.3833333333333	E	97.51	Stone		\N	0	\N	\N		\N
324	1295	23		S	38.85	W	364.41	Stone		\N	0	\N	\N		\N
325	1295	24		S	50.65	E	38.21	Stone		\N	0	\N	\N		\N
326	1295	25	By and along land now or lately owned by the Crescentville Land Company, the following courses and distances	S	38.8166666666667	W	437.11	Stone		\N	0	\N	\N		\N
327	1295	26		S	51.2833333333333	E	50.16	Stone		\N	0	\N	\N		\N
328	1295	27		S	38.8	W	155.61	Stone in the middle line of Cheltenham Avenue, also the County Line dividing the said Counties of Philadelphia and Montgomery		\N	0	\N	\N		\N
329	1295	28	By and along said line and the middle of said Avenue	S	51.2	E	993.26	Place of beginning		\N	0	\N	\N		\N
330	840	1	Said lands	N	46.0833333333333	W	2720	Stone in the middle of a road leading from Collegeville to Phoenixville		\N	0	\N	\N		\N
331	840	2	Along the middle of said road by lands of Wm K Cassel and John Gotwals	S	44.8833333333333	W	596.4	Spike in said road		\N	0	\N	\N		\N
332	840	3	Lands of A.R. Anderson, Emanuel Longaker's Estate, John Gotwals, Ann Prizer, Wm. Prizer, John Harley and David Buckwalter	N	45.6333333333333	W	5498	Stake, a corner of lands of Chas. Tyson, David Buckwalter, and Emanuel Longaker's Estate		\N	0	\N	\N		\N
333	840	4	Division line of lands of Chas. Tyson and David Buckwalter	N	44.6833333333333	E	1014	Stone in the middle of a public road		\N	0	\N	\N		\N
334	840	5	Along the middle line of said public road by lands of David Buckwalter and A.D. Wagner	S	45.6166666666667	E	763.7	Spike in said road		\N	0	\N	\N		\N
335	840	6	Lands of A.D. Wagner, E. Keller, Jonathan Nyce, D.H. Grubb, and A.D. Reiff	N	41.5333333333333	E	3370	Stake on the Northeasterly side of the Reading and Perkiomen Turnpike Road		\N	0	\N	\N		\N
