metesdescriptiongisid	metesdescription	governmentshape
24849	7124	32217
24850	6501	28808
24851	7124	28808
24852	6284	28808
24853	1654	32216
24854	7268	30451
24855	7269	30450
24856	7124	32218
24857	7254	32218
24858	7124	32219
24859	7254	32220
24860	7124	32220
24861	7270	32220
24862	7270	396
24864	1537	15227
24865	1791	15226
24866	2096	15242
24867	7124	32221
24868	3893	32221
24869	1793	32223
24870	5985	32222
24871	2162	15229
24872	7247	32183
24873	7124	32224
24874	7124	32225
24875	7124	32181
24876	7124	1946
24877	5987	32181
24878	7248	32224
24879	7248	32183
24884	7124	32227
24885	7124	32228
24886	7124	32229
24887	7124	32226
24888	4070	32226
24889	7124	32230
24890	7124	32231
24891	7124	32232
24892	7124	32233
24894	1572	32232
24895	1254	32230
24896	1177	32228
24897	1178	32229
24898	7124	32234
24899	1597	32234
24900	7124	32235
24901	7124	32236
24902	2977	32227
24903	7124	32237
24904	4069	32237
24905	7124	32238
24906	1571	32233
24907	1599	32235
24908	1598	32238
24909	1598	4487
24910	7124	32239
24911	7124	32240
24912	7124	32241
24913	7124	32242
24914	7124	32243
24915	2975	32240
24916	2976	3700
24917	2974	32239
24918	2973	32243
24919	2972	32242
24920	2971	32241
24923	7124	32246
24924	7124	800
24925	7124	14552
24926	2970	800
24927	2968	800
24928	2969	800
24929	2969	32246
24931	7271	1665
24932	7124	1665
24933	7272	32193
24934	7272	32190
24935	7124	32247
24936	7273	32180
24937	771	5895
24938	7124	32248
24939	7124	32249
24940	7276	32248
24941	7276	32249
24942	7277	32249
24943	7284	5261
24944	7284	32249
24945	7284	32250
24946	7124	32250
24947	7276	32250
24948	7277	32250
24949	7276	32251
24950	7284	32251
24951	7277	32251
24952	7124	32251
24953	7283	32250
24954	7282	32249
24955	7285	32250
24956	7286	32249
24957	7287	32249
24958	7124	32252
24959	7284	32252
24960	7276	32253
24961	7124	32253
24962	7283	32253
24963	7277	32253
24964	7284	32253
24965	7285	32253
24966	7276	32254
24967	7124	32254
24968	7284	32254
24969	7277	32254
24970	7281	32254
24971	7281	32253
24972	7281	32252
24973	7281	32249
24974	7124	32255
24977	7124	32257
24978	5922	32257
24981	7124	32259
24984	7124	32258
24986	515	32259
25016	5918	3548
25017	7124	32256
25018	5696	5148
25019	5696	14398
25020	7288	1898
25021	7289	32262
25022	7290	5356
25023	6166	32264
25024	6410	32264
25025	3861	32264
25028	6410	32266
25029	6166	32266
25030	6410	32267
25031	6166	32267
25032	6410	2376
25033	6166	2376
25034	3862	6702
25035	4016	32264
25038	5185	4705
25039	7294	2887
25044	5208	165
25045	6410	32270
25046	6166	32270
25047	7298	11984
25048	6166	11852
25049	6410	11852
25052	6410	32271
25053	6166	32271
25054	7296	32270
25055	7297	11864
25056	7297	11862
25057	7297	2649
25058	7297	11865
25059	7297	11861
25060	7297	32271
25061	7297	11852
25062	7297	11850
25063	3287	32272
25064	3288	1800
25065	3289	32273
25066	3289	32274
25067	3290	32274
25068	6513	31829
25069	6513	1348
25070	7124	32275
25071	132	3923
25072	2693	243
25073	7301	32275
25074	7124	32276
25075	7124	32277
25076	2693	32277
25077	7124	32278
25078	7300	32277
25079	7300	32276
25080	7300	2281
25081	7124	32279
25082	7124	32280
25083	7124	32281
25084	7124	32282
25085	2261	32282
25086	7124	32283
25087	5140	32283
25088	5140	32280
25089	7302	32280
25090	7303	32281
25091	7304	5374
25092	7124	32284
25093	7124	12792
25094	7305	32279
25095	7124	32285
25097	7124	32287
25098	7306	32287
25100	7124	32289
25101	7124	32286
25103	7310	5252
25104	7307	5252
25107	7310	32289
25108	7308	32286
25109	7307	32286
25110	7310	32286
25111	3048	5252
25112	7307	32290
25113	7310	32290
25114	7124	32290
25115	1082	32290
25116	3875	4292
25117	6280	32291
25118	6499	32291
25119	7124	32291
25120	7313	515
25121	7314	32291
25122	7315	4981
25123	1198	32292
25124	7323	32294
25125	7323	32295
25126	7323	32296
25127	7323	29907
25128	7326	30642
25129	7326	737
25130	1354	32297
25131	1385	32298
25132	7124	32300
25133	858	609
25134	858	4414
25135	858	32298
25136	858	32299
25137	858	32300
25138	1393	1281
25139	15	32301
25141	7124	32304
25142	7124	32305
25143	7124	32306
25144	7124	32307
25146	7124	14333
25147	5651	14345
25148	5651	14346
25149	5651	3489
25150	5651	4913
25151	5651	14337
25152	5651	14342
25153	5651	14336
25154	5651	14340
25155	5651	14341
25156	5651	14333
25157	5651	529
25158	5651	32308
25159	7124	32308
25160	7124	32309
25161	7124	32310
25162	7124	32311
25163	5650	32311
25164	5651	32312
25165	7124	32312
25166	7124	32313
25167	5651	32313
25168	7124	32314
25169	7124	32315
25170	7124	32316
25171	7124	32317
25172	7124	32318
25173	7124	32319
25174	302	32318
25175	302	14450
25176	302	14452
25177	302	14451
25178	302	32320
25179	7124	32320
25180	302	32321
25181	7124	32321
25182	267	32321
25183	7124	32322
25184	7124	30309
25185	7329	32322
25186	7330	1286
25187	7331	1632
25188	5699	50
25189	7328	1624
25190	7124	32323
25191	7124	32324
25192	7124	32325
25193	7124	32326
25194	7332	32323
25195	7332	32326
25196	7332	32307
25197	939	32324
25198	939	32325
25199	6775	3489
25200	6775	14337
25201	6775	529
25202	6775	14342
25203	7333	5358
25204	7124	32327
25205	7335	258
25206	7336	5072
25207	460	31260
25208	460	30339
25209	460	1624
25210	460	5358
25211	460	32323
25212	7124	32328
25213	7124	32329
25214	7124	32330
25215	7124	32331
25216	5740	32329
25217	5740	32330
25218	7124	32332
25219	7339	32332
25220	7340	32319
25221	7339	14447
25222	7339	1674
25223	7124	32333
25224	5690	32333
25225	5689	14399
25227	7341	15159
25228	7341	32333
25229	5698	14400
25230	5659	1674
25231	5659	14447
25232	5659	14450
25233	5659	14451
25234	5659	14452
25235	5659	15159
25236	5659	32318
25237	5659	32319
25238	5659	32320
25239	5659	32321
25240	5659	32332
25241	5659	32333
25242	1372	1674
25243	1372	14447
25244	1372	14450
25245	1372	14451
25246	1372	14452
25247	1372	15159
25248	1372	32318
25249	1372	32319
25250	1372	32320
25251	1372	32321
25252	1372	32332
25253	1372	32333
25256	7124	32334
25257	1250	32334
25258	7124	2904
25259	7124	32335
25261	7124	32337
25263	7124	32338
25264	7124	32336
25265	6833	32336
25266	7343	32335
25267	215	32340
25275	7124	32342
25276	6408	32342
25277	6501	32342
25278	2265	32342
25279	6282	32342
25280	6410	32342
25281	6284	32342
25282	6282	5815
25283	7124	5815
25284	6501	5815
25285	6410	5815
25286	6284	5815
25287	6408	5815
25288	2265	5815
25289	7344	5815
25290	6410	32343
25291	6284	32343
25292	6282	32343
25293	7124	32343
25294	6501	32343
25295	6408	32343
25301	7124	32345
25302	6502	32345
25303	6410	32345
25304	6408	32345
25305	6165	32345
25306	6165	3225
25307	6502	3225
25308	6408	3225
25309	7124	3225
25310	6410	3225
25311	7346	32345
25312	7347	3225
25313	6284	32346
25314	6282	32346
25315	7124	32346
25316	6410	32346
25317	6501	32346
25318	6408	32346
25319	7348	12143
25320	6501	32347
25321	6410	32347
25322	6284	32347
25323	6282	32347
25324	7124	32347
25325	6408	32347
25326	7349	32347
25327	7350	32346
25328	6501	32348
25329	6410	32348
25330	6284	32348
25331	7124	32348
25332	6282	32348
25333	6408	32348
25335	814	32348
25336	6282	32349
25337	6501	32349
25338	6284	32349
25339	6408	32349
25340	814	32349
25341	7124	32349
25342	6410	32349
25343	6410	32350
25344	6166	32350
25345	6410	32351
25346	6166	32351
25347	6410	32352
25348	6166	32352
25349	6410	32353
25350	6166	32353
25351	6410	32354
25352	6166	32354
25353	1282	32353
25354	93	32352
25355	7351	32351
25356	6410	32355
25357	6166	32355
25358	7355	32355
25359	6410	32356
25360	6166	32356
25361	6410	32357
25362	6166	32357
25363	5678	32357
25368	7352	32356
25369	7352	14438
25370	6166	32359
25371	6410	32359
25372	7354	32359
25373	6410	32360
25374	6166	32360
25376	7354	32356
25378	6166	5531
25379	6410	5531
25380	7353	5531
25381	7353	32359
25382	7353	32356
25383	7353	32355
25384	6410	32361
25385	5678	32361
25386	6166	32361
25388	69	7629
25389	839	4735
25390	839	7629
25391	3081	5567
25392	7356	1635
25393	7357	2829
25394	1899	31452
25399	7359	32367
25400	7358	32367
25401	7358	14264
25402	7359	14264
25403	7360	14264
25404	7358	32369
25405	7359	32369
25406	7359	32370
25407	7358	32370
25408	7360	32369
25409	7360	32367
25410	7363	32364
25412	802	14266
25413	7365	32363
25414	7366	32372
25415	3914	32371
25416	1223	5440
25417	373	1307
25418	211	32373
25419	6853	32375
25420	6852	2712
25421	6852	32375
25423	7124	32377
25424	7124	32378
25425	5971	32378
25429	7124	32379
25430	7124	32380
25432	5968	32378
25436	5969	32377
25437	5969	5792
25440	5969	32382
25441	7124	32382
25442	5968	32383
25443	7124	32383
25444	5968	32384
25445	7124	32384
25446	5970	32384
25447	5969	32385
25448	7124	32385
25449	5968	32386
25450	7124	32386
25453	5973	32383
25454	5973	32384
25458	7124	32388
25459	5968	32388
25460	7124	32376
25461	5968	32376
25462	5970	32376
25463	5970	32389
25464	7124	32389
25465	5968	32389
25466	5975	32384
25469	5973	5675
25470	5968	5675
25471	7124	5675
25472	7124	32390
25473	5969	32390
25474	5972	32383
25475	5972	32389
25476	5972	32388
25477	5972	32390
25478	7124	32391
25479	6502	32391
25480	6165	32391
25486	7124	32393
25487	6502	32393
25488	6165	32393
25489	6502	32394
25490	7124	32394
25491	6165	32394
25492	7124	32392
25493	6165	32392
25494	6502	32392
25495	7369	32392
25496	7368	32392
25497	7369	5193
25498	7124	32395
25499	6165	32395
25500	6502	32395
25504	7124	32397
25505	6502	32397
25506	6165	32397
25507	7124	32398
25508	6502	32398
25509	6165	32398
25510	1979	32395
25511	7124	32399
25512	6502	32399
25513	6165	32399
25514	6165	32396
25515	7124	32396
25516	6502	32396
25520	7372	32399
25524	7373	32397
25528	6502	32403
25529	7124	32403
25530	6165	32403
25531	6165	32404
25532	7124	32404
25533	6502	32404
25534	6502	32405
25535	7124	32405
25536	6165	32405
25537	1979	32405
25538	6165	32402
25539	7124	32402
25540	6502	32402
25541	7374	32402
25542	7374	32041
25544	7374	32395
25545	7374	32398
25546	7374	32397
25547	7374	32399
25548	7371	32402
25549	7371	32397
25550	7371	32399
25551	7371	32395
25552	7371	32041
25553	7371	32398
25554	6165	32406
25555	7124	32406
25556	6502	32406
25557	6163	32407
25558	7124	32407
25559	6504	32407
25560	7376	4894
25561	7376	28806
25562	7375	32404
25563	7375	4643
25564	7375	4894
25565	7375	28806
25566	7375	32407
25567	7375	32406
25568	7375	32398
25569	7375	32041
25570	7375	32402
25571	7375	32403
25572	7375	28807
25573	7124	32400
25574	6502	32400
25575	6165	32400
25576	6165	32401
25577	7374	32401
25578	7124	32401
25579	6502	32401
25580	6504	32408
25581	6163	32408
25582	7124	32408
25583	7124	32409
25584	6163	32409
25585	6504	32409
25586	7377	32408
25587	7124	32410
25588	6163	32410
25589	6504	32410
25590	183	32410
25591	7124	32411
25592	6165	32411
25593	6502	32411
25594	6165	32412
25595	7124	32412
25596	7369	32412
25597	6502	32412
25598	7124	32413
25599	6165	32413
25600	6502	32413
25601	6165	32414
25602	7369	32414
25603	7124	32414
25604	7368	32414
25605	6502	32414
25606	7379	1606
25607	7381	1606
25608	7381	32416
25609	7380	32416
25610	7378	32415
25611	7378	15176
25612	7378	15174
25613	7378	15175
25614	7378	2845
25615	7378	32416
25616	7378	1606
25617	7382	3594
25618	7382	3056
25619	7124	32417
25622	7124	32418
25624	7384	30293
25625	7382	30293
25626	7124	32419
25627	1580	3056
25628	1580	3594
25629	6872	30412
25630	6872	32420
25631	7386	32420
25632	7385	30412
25633	7124	32421
25655	7124	32431
25656	7124	2925
25658	7124	32429
25659	7124	32423
25660	7124	32428
25661	313	32428
25662	313	32423
25663	342	32431
25664	342	32428
25665	342	32421
25666	342	32429
25667	5959	4479
25668	420	4226
25669	420	15205
25670	420	4479
25671	44	4004
25672	7124	32432
25673	7124	32433
25674	7124	32434
25675	7124	4888
25676	143	32434
25677	345	4888
25678	345	651
25679	345	32432
25680	345	1921
25681	345	32433
25682	7124	32435
25683	7124	32436
25684	606	32435
25685	6509	32436
25686	6508	4111
25687	7124	32437
25688	7124	2647
25689	150	32437
25690	7124	32438
25691	6280	32438
25692	6499	32438
25693	6499	32439
25694	7124	32439
25695	6280	32439
25696	7393	32438
25697	6280	32440
25698	7124	32440
25699	6499	32440
25700	7124	32441
25701	6499	32441
25702	6280	32441
25703	7124	32442
25704	6499	32442
25705	6280	32442
25706	7390	32441
25707	7391	32439
25708	7392	32440
25709	7124	32443
25710	6280	32443
25711	6499	32443
25712	5500	32442
25713	5500	12451
25714	5500	12447
25716	5499	32438
25717	5500	32438
25718	5500	32439
25719	5499	32439
25721	5500	32441
25722	5499	32441
25723	5499	32440
25724	5500	32440
25727	7389	32438
25728	7389	32440
25729	7389	32439
25730	7389	32441
25733	1761	12451
25734	1892	12445
25735	2543	5663
25736	3795	12453
25740	7389	32445
25741	6280	32445
25742	7124	32445
25743	5499	32445
25744	6499	32445
25745	5500	32445
25746	7389	5702
25747	6280	5702
25748	5499	5702
25749	7124	5702
25750	6499	5702
25751	5500	5702
25752	5339	32443
25753	5339	12450
25754	5339	12456
25755	5339	12451
25756	5339	12457
25757	5339	12446
25758	5339	32445
25759	5339	32442
25760	5339	12454
25761	5339	12453
25762	5339	5663
25763	5339	12445
25764	5339	32438
25765	5339	32440
25766	5339	32439
25767	5339	32441
25768	7124	32446
25769	6501	32446
25770	6284	32446
25771	6282	32446
25772	2790	3940
25773	2084	3076
25774	2867	12947
25775	6284	32447
25776	6501	32447
25777	7124	32447
25778	6282	32447
25780	2577	12949
25781	2084	12953
25782	2262	12948
25783	2454	32447
25784	7124	32448
25785	6501	32448
25786	5503	32448
25787	6282	32448
25788	6284	32448
25789	7124	32449
25790	6500	32449
25791	6283	32449
25792	6500	32450
25793	7124	32450
25794	6283	32450
25795	6590	32450
25796	6590	30202
25797	6590	30204
25798	7394	30202
25799	4113	3558
25800	4113	30177
25801	4113	30203
25802	4113	32449
25803	4113	30178
25804	4113	30202
25805	4113	30201
25806	4113	30204
25807	4113	32450
25808	7124	32451
25809	6165	32451
25810	6502	32451
25811	7124	32452
25812	6502	32452
25813	6165	32452
25817	6502	32454
25818	6165	32454
25819	7124	32454
25820	6165	32453
25821	7124	32453
25822	6502	32453
25823	6502	32455
25824	7124	32455
25825	6165	32455
25826	662	1447
25827	662	32451
25828	662	32452
25829	662	3983
25830	662	786
25839	6502	32458
25840	6353	32458
25841	6165	32458
25842	7124	32458
25843	6353	29517
25844	6165	29517
25845	6502	29517
25846	7124	29517
25847	6347	32458
25849	6351	29517
25850	6351	4782
25851	7124	32456
25852	6502	32456
25853	6165	32456
25854	6353	32456
25855	6350	32456
25856	6165	32459
25857	7124	32459
25858	6502	32459
25859	6502	5649
25860	7124	5649
25861	6165	5649
25862	5602	14146
25863	5604	14146
25864	5604	14190
25865	5604	14189
25866	5604	14150
25867	5602	14187
25868	5604	14187
25869	5604	14148
25870	5604	14149
25871	4004	4607
25872	1133	4149
25873	7006	32461
25874	1208	32462
25875	6559	32463
25876	6559	32464
25877	6549	2606
25878	6552	32464
25879	6550	32463
25881	6553	904
25882	6546	32472
25883	6543	32469
25884	6544	32471
25885	6545	32466
25886	6547	30061
25888	7396	1804
25890	7396	32469
25891	7396	30061
25892	7396	32471
25893	7396	32472
25894	7396	32466
25895	6551	32468
25896	6551	32467
25897	7397	14147
25898	7397	32460
25899	3819	5353
25900	7395	5353
25901	7395	14188
25902	604	32473
25903	5604	32473
25904	7395	32474
25905	3819	32474
25906	7398	32474
25907	7398	32473
25908	6877	5311
25909	196	32477
25910	2622	3720
25911	2621	1374
25912	6166	32478
25913	6410	32478
25914	437	32478
25915	3785	1342
25916	6410	32479
25917	6168	32479
25918	6505	32479
25919	7124	32479
25920	6407	32479
25921	738	32479
25922	738	5173
25923	738	5342
25924	957	32479
25925	7124	32480
25926	6407	32480
25927	6410	32480
25928	6505	32480
25930	6168	32480
25932	7124	32481
25933	6505	32481
25934	6168	32481
25935	6410	32481
25937	6407	32481
25938	6537	30044
25939	6166	32482
25940	6410	32482
25941	6410	32483
25942	6166	32483
25943	6166	3857
25944	6410	3857
25945	6410	29534
25946	6166	29534
25947	862	29534
25948	721	32483
25950	1606	6673
25951	1606	32486
25952	1606	32488
25953	399	29536
25954	399	29537
25955	528	29532
25956	6166	32490
25957	6410	32490
25958	3347	367
25959	3569	32490
25960	3673	2136
25961	6410	32491
25962	6166	32491
25963	6410	32492
25964	6166	32492
25965	7408	3196
25966	7408	32491
25967	5720	32491
25968	7408	4661
25969	7408	32492
25970	5720	32492
25971	5719	32491
25972	5719	32492
25973	2139	14256
25974	2138	3533
25981	2433	4636
25982	2352	31324
25992	7409	32498
25993	6410	32498
25994	6166	32498
25995	6410	32494
25996	6166	32494
25997	7410	32494
25998	6820	32499
25999	6410	32499
26000	6166	32499
26001	6166	32500
26002	6410	32500
26003	7409	32500
26004	6166	32501
26005	7409	32501
26006	6410	32501
26007	7410	32500
26008	7410	32499
26010	6410	32502
26011	6166	32502
26016	6166	32505
26017	6410	32505
26018	6410	32506
26019	6166	32506
26020	6410	32507
26021	6166	32507
26022	6410	1109
26023	6166	1109
26024	6166	32503
26025	6410	32503
26026	3887	1109
26027	3887	1621
26028	3888	1621
26029	3887	32506
26030	3887	32505
26031	6410	32508
26032	6166	32508
26033	6410	32509
26034	6166	32509
26035	6410	32510
26036	6166	32510
26037	6166	32511
26038	6410	32511
26039	6410	32512
26040	6166	32512
26041	6166	32513
26042	6410	32513
26043	6410	32514
26044	6166	32514
26045	6410	32515
26046	6166	32515
26047	354	32507
26048	6816	31318
26049	6817	31319
26050	6815	4139
26051	6814	31320
26052	6410	32516
26053	6166	32516
26054	6166	32517
26055	6410	32517
26056	3337	2476
26057	3336	32516
26058	6166	32518
26059	6410	32518
26060	5736	32518
26061	6166	32519
26062	6410	32519
26065	6166	32521
26066	6410	32521
26067	6166	12697
26068	6410	12697
26069	3407	32517
26070	6166	32522
26071	6410	32522
26072	6166	32523
26073	6410	32523
26074	7412	12697
26075	7414	32522
26076	7415	32521
26077	381	3608
26078	6410	32524
26079	6166	32524
26080	6410	12683
26081	6166	12683
26082	6813	32524
26083	6166	32525
26084	6410	32525
26085	6166	14255
26086	6410	14255
26093	6410	32529
26094	6166	32529
26095	7413	32519
26096	910	3806
26097	5568	30158
26098	5568	791
26099	5568	3806
26100	7124	32530
26101	6498	32530
26102	6498	30446
26103	7124	30446
26104	6498	32531
26105	7124	32531
26106	7124	32532
26107	6498	32532
26108	5538	13090
26109	5539	1029
26110	5543	32530
26117	352	669
26124	7124	32534
26125	6498	32534
26126	7124	32537
26127	6498	32537
26128	6498	32538
26129	7124	32538
26130	440	32537
26131	440	32538
26132	501	5905
26133	501	30156
26134	5567	13109
26135	7124	32539
26136	6498	32539
26137	5561	2039
26138	7124	32540
26139	6498	32540
26140	504	32539
26141	5578	32540
26142	6499	32541
26143	6631	32541
26144	6281	32541
26145	7124	32541
26146	7124	3913
26147	6631	3913
26148	6499	3913
26149	6281	3913
26150	7124	32542
26151	6499	32542
26152	6281	32542
26153	6631	32542
26154	5533	3913
26156	7124	1310
26157	3389	1310
26158	6498	1310
26159	3389	32542
26166	5535	2240
26168	7124	32545
26169	6498	32545
26170	3389	32545
26171	7430	1310
26172	6498	32546
26173	7124	32546
26174	6498	358
26175	7124	358
26176	6498	32547
26177	7124	32547
26178	7432	32547
26179	7434	2001
26180	6506	32548
26181	7124	32548
26182	6286	32548
26183	7124	32549
26184	6506	32549
26185	6286	32549
26186	96	32549
26187	7124	32550
26188	6506	32550
26189	6286	32550
26190	6286	32551
26191	7124	32551
26192	6506	32551
26193	6506	32552
26194	6286	32552
26195	7124	32552
26196	7435	32550
26197	6506	32553
26198	7124	32553
26199	6286	32553
26200	2116	32553
26201	6506	32554
26202	7124	32554
26203	6286	32554
26204	6506	5347
26205	7124	5347
26206	6286	5347
26207	2172	32554
26208	6506	32555
26209	7124	32555
26210	6286	32555
26211	2339	5347
26212	7124	32556
26213	6286	32556
26214	6506	32556
26215	2115	32556
26216	7124	32557
26217	6506	32557
26218	6286	32557
26219	2013	32557
26220	7124	32558
26221	6506	32558
26222	6286	32558
26223	1914	32558
26224	6506	32559
26225	7124	32559
26226	6286	32559
26227	6286	32560
26228	7124	32560
26229	6506	32560
26230	7436	4408
26231	1003	32560
26232	427	705
26233	1675	32582
26238	2823	13167
26239	3020	13169
26240	7441	2775
26241	6506	32605
26242	6286	32605
26243	7124	32605
26250	7124	32607
26251	6286	32607
26252	6506	32607
26256	7124	32609
26257	6506	32609
26258	6286	32609
26259	6506	32606
26260	7124	32606
26261	6286	32606
26262	6506	32610
26263	7124	32610
26264	6286	32610
26265	7208	32610
26266	7209	32607
26267	6506	32611
26268	7124	32611
26269	6286	32611
26270	6506	32612
26271	7124	32612
26272	6286	32612
26273	7124	32613
26274	6506	32613
26275	6286	32613
26276	7206	32606
26277	7206	32613
26278	6286	32614
26279	7124	32614
26280	6506	32614
26281	7124	32615
26282	6506	32615
26283	6286	32615
26284	7443	32615
26285	7212	13170
26286	7124	32616
26287	6506	32616
26288	6286	32616
26289	7439	32614
26290	7440	32616
26291	6506	32617
26292	7124	32617
26293	6286	32617
26294	7437	32617
26301	6286	32620
26302	7124	32620
26303	6506	32620
26304	7124	32619
26305	6506	32619
26306	6286	32619
26307	7124	32621
26308	6506	32621
26309	6286	32621
26310	7210	32611
26311	7211	32619
26312	7211	32621
26313	6286	32622
26314	7124	32622
26315	6506	32622
26316	449	32620
26317	449	32605
26319	449	32617
26320	7438	32622
26321	5581	32620
26322	5581	32621
26323	5581	32605
26324	5581	32622
26325	5581	32619
26326	5581	32614
26327	5581	32615
26328	5581	32616
26329	5581	32612
26330	5581	32613
26331	5581	13170
26332	5581	32611
26333	5581	32606
26334	5581	32609
26335	5581	32610
26336	5581	32607
26337	5581	32617
26338	3864	1093
26341	6166	32623
26342	6410	32623
26343	5296	32623
26344	7446	4095
26345	7446	29850
26346	6429	32624
26347	6410	32624
26348	6166	32624
26349	3181	32624
26350	3754	4472
26351	3753	32624
26352	3754	32624
26353	7447	2898
26354	400	4295
26356	6878	31387
26357	2494	32628
26360	7448	32627
26361	1235	32629
26362	382	32629
26363	1235	32631
26364	431	32631
26365	1235	32632
26366	1235	32633
26368	7451	32632
26369	7451	3514
26370	343	11777
26371	343	11783
26372	343	1699
26373	343	2611
26374	7452	11783
26375	1235	32635
26377	1235	32637
26378	1235	32638
26379	1235	32634
26380	7450	32638
26381	7450	32637
26382	7453	32638
26383	7453	32637
26384	7453	32635
26385	7453	32633
26386	7453	3872
26387	7453	32634
26388	5729	5318
26389	5089	2349
26390	5089	7627
26391	5101	7617
26392	5101	7623
26393	5101	7624
26394	5100	7622
26395	5100	7611
26396	7455	12954
26397	1447	12954
26398	1515	12955
26399	1446	32639
26400	7454	32642
26401	828	32646
26402	766	32644
26403	7456	32643
26404	7457	32650
26405	7458	32645
26406	7460	32652
26407	1148	32647
26409	1325	32641
26410	1324	32648
26411	7459	32651
26412	1640	32584
26413	1640	3914
26414	1640	1223
26415	1640	32583
26417	1148	32649
26418	2039	15253
26419	1675	12954
26420	1675	32583
26421	1675	1223
26422	1673	32651
26423	1673	32639
26424	1673	12954
26425	1673	32650
26426	1673	32645
26427	1673	32644
26428	1673	12955
26429	1673	32643
26430	1673	32646
26431	1673	32647
26432	1673	32648
26433	1673	32642
26434	1673	32649
26435	1673	32641
26436	1096	32604
26437	1096	32646
26438	1096	32642
26439	1673	32654
26440	1148	32654
26441	1096	32654
26442	1096	32647
26443	1096	32641
26444	7461	32601
26445	7462	32602
26446	5705	14491
26447	5705	2264
26448	5705	3861
26449	4	14491
26450	4	28413
26451	3912	5666
26452	3912	5577
26453	3912	28949
26454	275	32657
26455	490	1789
26456	489	32656
26457	7467	32662
26458	7466	32660
26459	7466	32661
26460	7466	4590
26461	7466	32662
26462	673	32664
26463	673	32575
26464	7469	32594
26465	7468	32666
26466	7470	32577
26467	7470	32572
26468	887	32603
26469	973	32665
26470	7472	32671
26471	7473	32672
26472	7471	32565
26473	1044	32673
26474	1023	4618
26475	1045	32598
26476	1046	32682
26477	1047	32680
26479	7474	32667
26488	138	32692
26492	138	5042
26493	1869	5042
26494	138	32697
26495	138	32686
26496	138	32695
26498	138	1616
26499	1060	1616
26500	138	32698
26501	138	3841
26502	3388	32695
26508	3387	32692
26509	3388	32692
26512	3388	1616
26513	3387	1616
26514	3388	5042
26515	3387	5042
26516	3387	32686
26517	3388	32686
26518	3388	32697
26519	3387	32697
26520	3388	32698
26521	3387	32698
26522	1060	32698
26523	2071	32686
26524	2071	32697
26525	2071	32698
26526	2143	32692
26527	3388	32699
26528	3387	32699
26529	1869	32699
26530	1060	32700
26531	3388	32700
26532	3387	32700
26533	3388	32696
26537	2072	895
26538	3388	895
26539	3387	895
26540	6222	32701
26541	23	32701
26542	6598	1034
26543	7476	32702
26544	7477	32563
26547	1641	29963
26552	1676	32587
26553	973	32710
26554	1677	32709
26555	1677	32679
26557	1679	32596
26558	2087	32653
26559	2580	5810
26560	7478	32659
26561	3896	2154
26562	3822	32714
26563	7479	32659
26564	7480	2969
26565	7481	29143
26566	7481	5672
26567	7481	29127
26568	7481	313
26569	7482	32716
26570	77	11663
26571	77	11665
26572	167	312
26573	167	792
26574	167	11666
26575	167	11663
26576	167	11665
26577	167	11664
26578	337	1498
26579	1490	32717
26580	1490	30474
26581	7484	14217
26582	7485	14218
26583	7486	14219
26584	7487	4739
26585	7483	4822
26586	7483	11649
26587	7488	4822
26588	7488	11649
26589	62	32718
26590	62	32719
26598	7489	32722
26599	7489	2443
26600	7489	4313
26601	7489	32718
26602	7489	32719
26603	3491	2162
26604	1174	1451
26605	7124	32723
26606	6163	32723
26607	6504	32723
26608	7491	2735
26609	7124	1016
26610	6504	1016
26611	6163	1016
26612	6504	5160
26613	7124	5160
26614	6163	5160
26615	1301	32723
26616	6904	31393
26617	6904	32728
26618	6904	3079
26619	6905	31392
26620	6905	32729
26621	6905	32724
26622	6905	32728
26623	7492	32727
26624	7492	31393
26625	7493	4167
26626	7493	30735
26627	2950	32731
26629	7124	30406
26630	7124	32733
26632	7124	32735
26634	7124	32737
26635	7124	32738
26638	7124	32732
26639	7124	32739
26640	3051	32733
26641	2636	32732
26642	7124	32740
26643	7124	32741
26644	2635	32739
26645	2637	32741
26646	3390	29500
26647	3780	32740
26648	1457	32738
26649	1457	32735
26650	1457	32737
26651	7494	32735
26652	7494	32737
26653	7124	32742
26654	1457	32742
26655	7124	32743
26656	1457	32743
26657	7496	32742
26658	7497	32743
26659	7498	32742
26660	7124	32744
26661	7494	32744
26662	1457	32744
26663	7494	32745
26664	7124	32745
26665	1457	32745
26666	7494	32746
26667	7124	32746
26668	1457	32746
26669	7498	32735
26670	7498	32737
26671	7495	32738
26672	7513	14652
26673	7510	32751
26674	7512	32750
26675	7516	32754
26676	7519	32753
26677	7523	32755
26678	5655	14394
26681	7520	32757
26682	7521	32758
26683	7522	32759
26684	7524	14396
26685	7517	32762
26686	7518	32763
26687	7514	32752
26688	103	14395
26689	7515	30438
26690	7525	32760
26691	7526	32684
26692	7527	2546
26693	1315	4524
26694	306	1894
26695	306	1643
26696	4025	32767
26697	4025	32766
26698	1706	32765
26699	1706	32764
26700	1707	32770
26701	3671	3038
26702	3670	32772
26704	1708	32768
26706	1747	32771
26707	1748	3181
26708	1709	32775
26711	2665	32780
26712	2592	32774
26713	2592	4682
26716	3791	32776
26719	1708	32778
26720	3792	32779
26721	2227	30109
26722	1708	32782
26723	2592	32782
26724	3668	32776
26725	3668	32786
26726	3667	32785
26727	3665	32784
26728	3665	32779
