metesdescriptiongisid	metesdescription	governmentshape
2095	1705	3473
2096	1704	3473
2097	1567	3473
2098	1039	3474
2099	2920	3477
2102	138	3481
2103	3677	3483
2104	1604	3503
2105	244	3504
2106	2740	3487
2109	4076	3494
2110	249	3498
2111	675	3509
2112	537	3509
2113	254	3510
2114	84	3510
2115	1	3510
2116	3014	3511
2117	340	3512
2118	1365	3513
2120	2238	3516
2121	2237	3516
2122	2759	3519
2123	2479	3520
2124	4153	3523
2125	2070	3525
2126	243	3526
2127	1065	3531
2128	2589	3534
2130	2535	3538
2131	1041	3541
2132	3840	3542
2133	249	3545
2134	2090	3549
2135	1294	3549
2136	1085	3551
2137	1414	3552
2138	1404	3553
2139	3418	3554
2140	246	3555
2141	156	3556
2142	1268	3559
2148	1957	3567
2149	1956	3567
2150	1007	3570
2151	2616	3571
2152	172	3573
2153	1588	3576
2155	2858	3580
2157	3032	3583
2158	2799	3586
2159	631	3588
2160	1164	3589
2161	2777	3593
2163	246	3599
2164	2998	3600
2165	2142	3605
2168	3952	3613
2169	2470	3614
2172	1459	3627
2173	3838	3629
2175	3879	3634
2176	978	3636
2177	187	3637
2178	3291	3638
2179	2468	3638
2180	2715	3639
2181	2151	3640
2184	1249	3642
2185	100	3643
2186	665	3647
2187	2658	3648
2188	340	3649
2191	2412	3657
2192	2344	3657
2193	541	3658
2194	4094	3659
2195	1190	3660
2196	1919	3665
2197	3424	3669
2199	2050	3674
2200	3382	3676
2204	1218	3678
2206	1566	3682
2207	104	3682
2208	749	3684
2210	1487	3689
2211	2455	3690
2212	1500	3690
2213	1456	3691
2214	514	3691
2215	625	3694
2216	3099	3699
2219	2853	3703
2220	1547	3704
2221	1468	3704
2222	1460	3731
2223	3111	3709
2224	4185	3710
2225	4184	3710
2226	4183	3710
2227	1825	3712
2228	3505	3713
2229	1425	3714
2230	3164	3715
2231	514	3717
2232	2152	3721
2233	3990	3724
2234	4137	3725
2235	1535	3726
2236	808	3728
2237	3291	3729
2238	1191	3729
2239	1190	3729
2240	2992	3738
2241	2407	3740
2242	2799	3741
2243	2033	3742
2244	2076	3743
2246	1705	3745
2247	1704	3745
2248	90	3745
2249	2640	3747
2250	1448	3748
2251	1745	3749
2252	3478	3752
2253	2090	3753
2254	1411	3753
2255	2110	3755
2256	3618	3756
2257	3291	3758
2258	2683	3758
2259	1190	3758
2260	1834	3759
2261	3672	3761
2262	2778	3763
2263	3659	3764
2264	2147	3765
2265	514	3765
2266	3138	3766
2267	2473	3768
2268	2199	3772
2269	2571	3774
2270	514	3774
2271	1775	3777
2272	4183	3778
2273	3473	3781
2274	19	3781
2275	256	3783
2276	607	3784
2277	3658	3788
2278	3657	3788
2279	2118	3789
2280	3201	3790
2281	246	3791
2282	1089	3792
2283	3734	3793
2284	960	3797
2286	1570	3799
2287	1814	3803
2288	2011	3804
2289	262	3807
2290	2413	3808
2291	246	3809
2292	3836	3810
2293	3436	3812
2294	1517	3813
2295	2731	3814
2296	3115	3815
2297	2321	3816
2298	2217	3816
2300	3461	3822
2301	3203	3824
2302	4080	3826
2303	3046	3826
2304	3301	3828
2305	2685	3829
2306	2562	3830
2307	902	3831
2308	760	3831
2309	3235	3834
2315	1729	3840
2316	1728	3840
2317	19	3840
2321	3291	3843
2322	2934	3843
2323	3998	3845
2324	3996	3845
2325	560	3845
2326	4186	3846
2327	4182	3846
2328	2196	3846
2329	3696	3847
2330	2824	3847
2331	3145	3851
2332	3881	3853
2333	1075	3856
2334	2439	3858
2335	256	3859
2336	249	3862
2337	110	3862
2338	1396	3863
2339	1850	3864
2340	4139	3865
2341	4138	3865
2344	2389	3867
2345	2743	3868
2346	698	3870
2347	691	3871
2348	2647	3873
2349	698	3876
2350	3075	3877
2357	1381	3880
2358	2803	3881
2359	1197	3882
2360	70	3882
2361	2922	3883
2362	246	3884
2365	2605	3890
2366	3028	3892
2367	245	3893
2368	297	3894
2369	2781	3896
2370	268	3898
2371	3452	3900
2372	251	3901
2374	182	3901
2375	81	3901
2376	1	3901
2377	2689	3902
2378	4159	3904
2380	2767	3906
2381	2540	3907
2382	2685	3908
2383	3930	3909
2384	2212	3909
2385	2898	3910
2386	856	3911
2387	537	3911
2388	3223	3915
2389	1349	3916
2390	2302	3917
2391	3148	3920
2392	246	3921
2393	4225	3922
2394	413	3924
2395	392	3933
2396	2868	3934
2397	1955	3934
2398	3072	3935
2399	1345	3937
2400	1252	3937
2401	1251	3937
2403	436	3941
2404	1609	3944
2405	1607	3944
2406	2507	3986
2407	259	3948
2408	2608	3949
2409	790	3950
2410	2832	3954
2411	1802	3955
2412	3358	3956
2413	2090	3957
2414	1961	3957
2415	1486	3958
2416	250	3959
2417	161	3959
2418	109	3959
2419	1540	3960
2420	4150	3962
2421	1441	3964
2422	1069	3964
2423	1488	3969
2424	19	3970
2425	3033	3972
2426	3590	3973
2432	3079	3978
2433	1296	3980
2434	394	3981
2435	2612	3985
2436	3232	3988
2437	4211	3990
2438	3718	3991
2439	2086	3993
2441	3274	4012
2442	2503	3997
2443	1356	3998
2444	246	3999
2445	1250	4000
2446	1025	4001
2447	1705	4003
2448	1704	4003
2449	1628	4003
2450	250	4008
2451	110	4008
2452	2846	4010
2454	2990	4015
2455	537	4017
2456	2695	4018
2457	859	4020
2458	3194	4021
2459	3797	4022
2460	3027	4022
2461	172	4024
2462	1603	4025
2463	1643	4027
2464	2418	4029
2465	2842	4030
2466	2610	4032
2467	4151	4034
2468	726	4035
2469	1458	4038
2470	3565	4040
2471	2053	4045
2472	1345	4046
2473	727	4046
2474	2504	4048
2475	668	4049
2476	1033	4051
2477	623	4051
2478	3117	4052
2480	3229	4054
2481	2320	4056
2482	3003	4057
2483	3692	4061
2484	3757	4062
2485	2662	4071
2486	1705	4071
2487	1704	4071
2488	2960	4072
2489	264	4075
2490	3425	4121
2491	1274	4077
2492	2253	4080
2493	1239	4080
2494	1680	4081
2495	2253	4085
2496	1156	4085
2497	250	4400
2498	108	4400
2499	3984	4088
2500	3983	4088
2501	2379	4088
2502	357	4090
2503	2356	4091
2504	4007	4094
2505	3100	4099
2506	2557	4102
2507	104	4106
2508	3984	4107
2509	3983	4107
2510	2380	4107
2511	2379	4107
2512	2378	4107
2513	2377	4107
2514	1105	4107
2515	1547	4114
2516	1468	4114
2517	2809	4116
2518	2322	4117
2519	2218	4117
2520	1179	4118
2521	1484	4119
2522	2090	4123
2523	1412	4123
2524	3431	4125
2525	3526	4127
2526	2090	4129
2527	1879	4129
2528	3717	4131
2529	1492	4132
2530	2362	4137
2531	3708	4147
2532	3324	4150
2533	2958	4151
2534	2530	4152
2535	262	4154
2536	2735	4156
2537	2734	4156
2538	410	4157
2539	1927	4160
2540	2349	4161
2541	831	4162
2542	2948	4163
2543	2947	4163
2544	1084	4169
2545	1530	4173
2546	1529	4173
2547	1307	4175
2548	1565	4176
2549	1563	4176
2550	2708	4200
2551	763	4179
2552	3485	4181
2553	3535	4182
2556	760	4184
2560	2357	4186
2561	1051	4187
2564	4192	4192
2565	1753	4193
2566	2150	4203
2567	1042	4196
2568	4031	4197
2569	3116	4207
2571	246	4208
2572	1672	4210
2574	1803	4214
2575	311	4215
2576	3494	4220
2577	1807	4221
2578	1806	4221
2579	317	4222
2580	2642	4225
2581	2010	4228
2582	2491	4229
2583	514	4229
2584	1430	4230
2585	256	4233
2586	2546	4401
2587	1441	4236
2588	1087	4236
2589	971	4238
2590	287	4238
2591	1433	4240
2592	2833	4241
2593	3984	4242
2594	2321	4243
2595	2271	4243
2596	3544	4244
2597	514	4244
2598	251	4246
2600	161	4246
2601	152	4246
2602	107	4246
2603	1209	4248
2604	3291	4252
2605	30	4252
2606	2583	5176
2607	2089	5176
2608	3261	4253
2609	815	4255
2610	618	4256
2614	2327	4260
2615	344	4261
2616	1427	4264
2617	553	4267
2618	246	4268
2619	2305	4269
2620	2075	4269
2621	3496	4270
2622	1830	4270
2623	4196	4274
2624	514	4274
2625	3878	4276
2626	1118	4279
2627	1608	4423
2628	1607	4423
2629	1429	4423
2630	2001	4280
2631	1782	4282
2632	251	4285
2633	161	4285
2634	152	4285
2635	107	4285
2636	3622	4287
2637	4114	4288
2638	3703	4289
2639	1741	4294
2640	1462	4299
2641	1461	4299
2642	1293	4299
2643	2388	4302
2644	2520	4306
2645	651	4308
2646	585	4308
2648	870	4312
2649	3291	4319
2650	2682	4319
2651	1355	4320
2652	3013	4321
2653	3036	4334
2656	104	4323
2657	2062	4325
2658	4098	4327
2659	262	4329
2660	1280	4336
2661	2812	4337
2663	1431	4340
2664	842	4341
2666	1746	4343
2667	1807	4346
2668	653	4346
2669	527	4347
2670	251	4347
2672	161	4347
2673	3857	4348
2674	3345	4352
2675	914	4354
2676	1296	4355
2677	800	4359
2678	945	4360
2680	3224	4362
2681	242	4364
2682	3582	4365
2683	4154	4366
2686	42	4368
2687	677	4369
2688	2101	4371
2689	246	4375
2691	529	4379
2692	527	4380
2693	251	4380
2694	1705	4384
2695	1704	4384
2696	1168	4384
2697	1076	4385
2698	263	4386
2699	749	4388
2700	1296	4394
2701	500	4394
2702	1344	4397
2703	2836	4398
2704	320	4402
2705	1506	4403
2706	714	4405
2707	3079	4406
2708	2270	4407
2709	1428	4422
2710	3778	4409
2711	2517	4412
2712	257	4413
2713	1386	4414
2714	4077	4416
2715	1343	4417
2716	1757	4418
2717	3998	4419
2718	3995	4419
2719	2716	4421
2720	2663	4424
2721	1794	4427
2722	514	4427
2723	533	4428
2724	2180	4430
2725	795	4434
2726	505	4437
2727	3211	4440
2728	825	4441
2729	2917	4442
2730	1269	4446
2731	2639	10436
2732	2588	10436
2733	2587	10436
2734	524	4448
2735	258	4448
2736	3759	4450
2737	3492	4451
2738	755	4452
2739	611	4452
2740	1259	4454
2741	696	4456
2742	2007	4458
2743	2986	4460
2744	262	4461
2745	156	4473
2746	1955	4474
2747	448	4463
2748	2761	4465
2749	3631	4468
2750	2476	4481
2751	3291	4482
2752	1191	4482
2753	4103	4483
2754	1355	4484
2755	2215	4485
2757	3286	4487
2758	1519	4490
2759	484	4493
2760	2985	4494
2761	3224	4499
2762	2553	4502
2763	1738	4503
2765	588	4505
2768	2966	4513
2769	3616	4514
2771	104	4516
2772	2770	4519
2773	1033	4520
2774	623	4520
2775	1304	4521
2776	2216	4528
2777	569	4529
2778	559	4529
2779	527	4530
2780	251	4530
2781	3114	4531
2782	1881	4532
2783	621	4533
2784	2828	4534
2785	2493	4543
2786	4161	4544
2787	1524	4545
2788	3766	4546
2789	3617	4547
2790	3722	4548
2791	184	4551
2792	2100	4558
2800	2301	4562
2801	4086	4563
2802	1913	4569
2803	3395	4571
2804	1601	4595
2805	1600	4595
2806	1581	4595
2807	2253	4603
2808	371	4603
2809	2036	4604
2810	2222	4582
2811	2351	4591
2812	3818	4599
2813	3658	4600
2814	3655	4600
2815	2935	4602
2816	246	4610
2817	3238	4612
2818	3416	4614
2819	2409	4615
2820	252	4616
2821	264	4617
2822	222	4620
2823	2993	4621
2824	246	4622
2825	407	4623
2826	1867	4626
2829	777	4626
2830	92	4632
2831	1686	4633
2832	1389	4635
2834	3902	4639
2835	3296	4640
2838	1552	4647
2841	3246	4732
2842	514	4732
2844	532	4664
2845	2111	4665
2846	246	4668
2847	3688	4670
2848	1566	4672
2850	104	4672
2852	637	4674
2853	251	4684
2854	182	4684
2855	81	4684
2856	1	4684
2857	3695	4676
2858	2685	4677
2859	1994	4678
2860	1993	4678
2861	965	4679
2862	2665	4682
2863	797	4686
2864	760	4686
2865	4156	4689
2866	1395	4689
2867	2487	4690
2868	527	4691
2869	251	4691
2870	161	4691
2871	152	4691
2872	107	4691
2873	243	4692
2874	2061	4693
2875	256	4729
2876	3612	4696
2877	3151	4697
2878	2224	4730
2879	2747	4706
2880	344	4709
2881	2444	4712
2882	3723	4714
2883	2079	4715
2884	514	4715
2887	3415	4717
2888	1357	4718
2893	3423	4724
2894	3121	4740
2895	755	4742
2896	3901	4758
2897	1435	4747
2898	2741	4748
2901	104	4748
2902	3994	4750
2903	3992	4750
2904	527	4751
2905	251	4751
2906	161	4751
2907	152	4751
2908	107	4751
2909	4081	4754
2910	2026	4756
2911	792	4761
2912	615	4762
2913	292	4762
2914	43	4762
2915	676	4764
2916	4155	4767
2917	2111	4769
2918	1479	4769
2921	2098	4774
2922	201	4775
2923	3167	4777
2924	3298	4778
2925	2840	4783
2926	497	4803
2927	1394	4786
2928	838	4788
2929	777	4788
2930	3880	4808
2931	3776	4790
2932	4220	4792
2933	993	4792
2934	986	4795
2941	3040	4801
2942	841	4802
2943	2416	4807
2944	753	4813
2945	2054	4814
2946	42	4815
2948	1155	4818
2949	1154	4818
2950	1388	4819
2951	853	4820
2952	852	4820
2953	3305	4823
2954	2269	4842
2955	4136	4827
2956	1297	4832
2957	576	4832
2959	104	4833
2960	1771	4835
2961	3576	4837
2962	2063	4838
2963	928	4839
2964	2644	4843
2965	4134	4844
2967	3632	4848
2968	1936	4855
2969	1441	4859
2970	1283	4859
2971	252	4862
2972	837	4863
2975	1444	4870
2976	4066	4876
2977	304	4877
2978	3449	4885
2979	2519	4890
2981	3633	4896
2982	2560	4899
2983	680	4907
2984	2453	4915
2985	2	4917
2986	986	4930
2987	4129	5201
2989	2437	4938
2990	2607	4939
2991	3446	4941
2992	2003	4948
2993	735	4961
2994	3300	4965
2995	1359	4975
2996	246	4976
2997	2599	4977
2998	2644	4978
2999	1292	4980
3001	2044	4983
3003	1566	4984
3005	104	4984
3006	3291	4991
3007	2934	4991
3008	1190	4991
3009	947	4992
3010	960	5010
3011	953	5010
3012	2783	5011
3013	378	5013
3014	840	5019
3015	3027	5243
3016	2630	5273
3017	4160	5336
3018	3678	5033
3019	2472	5035
3020	942	5126
3026	2408	5045
3027	3250	5046
3028	3248	5046
3029	4157	5048
3030	1805	5051
3033	104	5056
3034	52	5061
3035	1403	5064
3036	2108	5077
3037	3965	5081
3038	987	5082
3039	1049	5083
3040	1349	5086
3041	1026	5088
3042	728	5089
3043	4132	5095
3044	4131	5095
3045	4130	5095
3046	1608	5095
3047	1607	5095
3048	1759	5096
3049	1085	5105
3050	1568	5110
3051	3907	5114
3053	2164	5116
3054	987	5117
3055	872	5118
3056	3658	5124
3057	3654	5124
3058	701	5134
3059	222	5134
3060	1432	5136
3061	472	5138
3062	3342	5146
3063	410	5150
3064	1098	5151
3065	1659	5152
3066	2100	5156
3067	788	5162
3068	3910	5166
3069	1057	5174
3070	3030	5178
3071	1403	5182
3072	1310	5184
3073	1441	5191
3074	976	5191
3075	3614	5195
3076	2127	5197
3077	2126	5197
3078	1578	5197
3079	734	7393
3080	1459	5211
3081	1341	5208
3082	1339	5208
3083	278	5208
3084	1485	5214
3085	671	5215
3087	3781	5240
3088	1780	5228
3089	3168	5231
3090	2041	5232
3092	246	5242
3093	585	5236
3094	527	5247
3095	251	5247
3096	163	5247
3098	1942	5250
3099	2639	5251
3100	2587	5251
3101	344	5262
3102	2799	5263
3103	2000	5264
3104	798	5265
3105	3445	5266
3106	3704	5267
3107	1729	5272
3108	1728	5272
3109	19	5272
3110	3761	5278
3111	2318	5278
3113	1020	5281
3114	3230	5282
3115	1322	5284
3117	372	5287
3118	4157	5288
3119	2047	5288
3120	3521	5289
3121	261	5290
3122	2060	5291
3123	1700	5295
3124	1579	5297
3126	1131	5298
3128	1145	5301
3129	3285	5304
3130	4176	5307
3131	1523	5314
3132	2166	5316
3133	3294	5317
3134	3559	5319
3135	250	5320
3136	161	5320
3137	152	5320
3138	107	5320
3139	3195	5324
3140	1321	5329
3141	1226	5329
3142	2266	5330
3143	344	5331
3144	1180	5332
3145	104	5332
3146	1032	5335
3147	1367	5338
3150	1196	5342
3151	1135	5344
3155	3244	5359
3156	1577	5360
3157	1305	5361
3158	3802	5362
3159	375	5363
3160	270	5363
3161	3417	5364
3162	3089	5365
3163	3087	5365
3164	2335	5365
3165	2334	5365
3166	362	5365
3167	4175	5370
3169	104	5371
3170	2532	5375
3171	262	5376
3172	3837	5377
3173	1475	5380
3174	1474	5380
3175	2567	5387
3178	2218	5389
3179	1865	5391
3180	843	5393
3182	1629	5402
3183	206	5404
3184	2361	5414
3185	2474	5416
3186	1867	5417
3187	1452	5421
3188	1777	5427
3189	2007	5428
3190	2308	5429
3191	2919	5435
3192	817	5439
3193	2106	5442
3194	1437	5443
3197	3338	5450
3198	3507	5451
3199	3768	5452
3200	2685	5459
3201	2196	5466
3202	3197	5468
3203	1481	5469
3204	760	5473
3205	1383	5474
3207	262	5477
3208	711	5479
3209	3694	5480
3210	877	5483
3211	2	5486
3212	1210	5487
3213	613	5487
3214	3551	5488
3215	514	5488
3216	2940	5494
3217	2939	5494
3218	1476	5495
3219	1475	5495
3220	2283	5497
3221	2524	5502
3222	3877	5504
3223	1485	5511
3224	4148	5513
3225	274	5524
3226	1391	5527
3228	2130	5533
3229	2303	5540
3230	2855	5814
3231	2245	5547
3232	184	5548
3233	963	5909
3234	1382	5550
3235	2525	5552
3236	2193	5557
3239	1948	5562
3240	3991	5569
3241	1832	5570
3242	3488	5573
3243	3487	5573
3244	184	5575
3246	1917	5580
3247	3519	5581
3248	1405	5582
3252	254	5585
3253	82	5585
3254	1	5585
3255	1289	5587
3256	1436	5594
3257	2258	5595
3258	546	5599
3260	1618	5601
3261	2218	5604
3262	1758	5606
3263	4201	5614
3264	2767	5615
3265	2553	5617
3266	1077	5618
3267	1705	5619
3268	1704	5619
3269	1166	5619
3270	1705	5620
3271	1704	5620
3272	1227	5620
3273	1371	5623
3274	1579	5628
3276	1237	5637
3277	539	5637
3278	2949	5641
3279	2347	5643
3280	1073	5647
3281	1083	5652
3282	2984	5657
3283	1988	1599
3285	1275	5662
3290	344	5674
3291	2844	5679
3293	2522	5682
3294	3131	5684
3295	2089	5686
3296	2410	5689
3297	3658	5690
3298	3656	5690
3299	3846	5691
3300	527	5696
3301	251	5696
3302	163	5696
3304	255	5697
3305	26	5697
3306	42	5705
3307	251	5708
3309	161	5708
3310	152	5708
3311	107	5708
3312	1530	5711
3313	1128	5711
3314	256	5713
3315	3147	5715
3316	2957	5718
3317	2714	5721
3318	514	5721
3319	1591	5728
3320	1873	5729
3321	731	5730
3322	3314	5731
3323	3315	5732
3324	246	5733
3325	2045	5734
3327	4181	5735
3329	2685	5742
3330	935	5746
3331	3572	5747
3332	3582	5748
3333	1946	5749
3334	1143	5749
3335	3169	5753
3336	603	5754
3337	1380	5755
3338	2641	5756
3339	931	5757
3340	1403	5758
3341	1722	5767
3343	3706	5768
3344	3773	5769
3345	1690	5780
3346	3323	5781
3347	2008	5788
3348	3477	5798
3349	831	5799
3350	262	5800
3352	3523	5803
3354	249	5819
3355	161	5819
3356	109	5819
3358	246	5825
3359	2169	5826
3360	1736	5829
3361	1650	5829
3362	1649	5829
3364	3729	5842
3365	1573	5848
3368	104	5851
3369	3579	5852
3370	2465	5854
3371	629	5858
3372	1808	5859
3373	1807	5859
3374	1201	5871
3376	1261	5873
3377	3076	5876
3378	1830	5876
3379	1893	5900
3380	3579	5901
3381	1559	5908
3382	1017	5911
3383	609	5913
3384	2026	5914
3385	3009	5917
3386	3443	5919
3387	1937	5920
3388	3312	5923
3389	1000	5924
3391	2268	5928
3392	3137	5931
3393	980	5932
3394	1059	5933
3395	2799	5934
3396	1921	5934
3397	2443	5938
3398	1317	5939
3400	527	5941
3401	251	5941
3402	5052	6323
3403	5056	6305
3404	5054	6307
3405	5055	6308
3406	5053	6306
3407	5059	6196
3408	5058	6083
3409	4728	6201
3410	4672	6013
3411	3475	776
3412	3476	5843
3413	2961	3801
3418	5061	6630
3419	5061	3482
3420	5061	4517
3421	5060	4517
3422	5060	3482
3423	737	4517
3424	737	3482
3425	5062	6632
3426	608	4922
3427	78	1211
3429	116	6633
3430	2869	6634
3431	2869	6633
3432	2870	6633
3433	5064	6637
3434	3960	6638
3435	3961	6640
3436	1989	775
3437	3915	6641
3438	3548	3222
3439	3548	6643
3440	996	3222
3441	996	6642
3442	996	2996
3443	432	4711
3444	1222	4314
3445	1222	2538
3446	5066	3771
3447	5067	2755
3448	475	2149
3449	4068	6645
3450	4068	2149
3451	3321	5806
3453	136	828
3454	136	5246
3455	136	1880
3456	136	909
3457	136	2503
3458	136	4610
3459	136	4668
3461	136	4268
3462	246	5246
3463	246	3244
3470	5068	1164
3471	5069	6686
3472	5070	6684
3473	5071	6687
3474	5071	6685
3475	5072	4195
3476	496	4231
3477	3863	3952
3478	3863	4705
3479	1938	4990
3480	2782	5327
3481	1455	6705
3482	1454	6706
3483	3552	6712
3484	3554	6714
3485	3555	3550
3486	999	6726
3487	5074	6711
3491	1244	6689
3492	1244	6690
3493	1244	6691
3494	1244	6688
3495	5077	6689
3496	5077	6690
3497	5077	6691
3498	5077	6688
3499	5077	6693
3500	5077	7032
3501	5077	6694
3502	5077	6695
3503	5077	7031
3504	5077	7034
3505	5077	7035
3506	5077	7039
3507	5077	7038
3508	5077	7037
3509	5077	2981
3510	5077	7033
3512	5077	7041
3513	5077	7029
3514	5077	7042
3515	5077	7045
3516	5077	7043
3517	5077	7048
3518	5077	7047
3519	5077	7036
3520	1244	7046
3521	1244	7034
3522	1244	7035
3523	1244	7039
3524	1244	7038
3525	1244	7037
3526	1244	7047
3527	1244	7036
3528	5077	7050
3529	3242	7030
3530	3242	6693
3531	3242	6694
3532	3242	6695
3533	3242	3279
3534	5079	6720
3535	5080	7053
3536	2278	7052
3537	2163	7056
3538	2460	7061
3539	2506	7054
3540	2656	7058
3541	2655	7067
3542	2805	7068
3543	3503	6724
3544	2903	7055
3545	3004	7072
3546	3408	7073
3547	3409	7073
3548	3410	7071
3549	3411	7070
3550	3412	7075
3551	3499	7076
3552	3500	6716
3553	3501	7069
3554	3502	7063
3555	3497	6713
3556	3498	7081
3557	3498	7080
3558	3504	7079
3559	3553	7064
3560	3556	6715
3561	3557	6717
3562	3858	6722
3563	2657	6718
3564	5082	6719
3565	5083	7089
3566	5083	7087
3567	5083	7088
3568	5083	7082
3569	5083	7086
3570	5081	6719
3574	481	7084
3575	481	7087
3576	5081	7089
3577	5083	6719
3578	5081	7082
3579	739	3262
3580	4190	7465
3581	4190	7468
3582	4190	7470
3583	4190	7469
3584	4190	7476
3585	4191	7474
3586	3241	5294
3587	5084	7483
3588	5084	7473
3589	5084	7466
3590	5084	7482
3591	76	7481
3592	3047	7479
3593	4189	98
3594	5086	7484
3595	5087	7486
3596	5087	7484
3597	5085	7480
3598	4036	7488
3600	5091	3805
3601	5092	3212
3602	3134	3212
3603	5093	4726
3604	5094	7494
3605	5095	7493
3606	5096	5015
3607	5097	3267
3608	5112	7630
3609	2105	7656
3610	2104	7654
3611	4029	7655
3612	873	7651
3613	1141	2600
3614	2282	7661
3615	1418	7665
3616	3567	1627
3617	3085	7664
3618	5116	7667
3619	1928	7669
3620	4024	7666
3622	5117	7694
3623	5117	2824
3624	5117	7679
3625	5117	7681
3626	5117	7677
3627	5117	7692
3628	5117	7685
3629	5117	7682
3630	5117	7686
3632	890	7676
3648	5117	7676
3649	5117	174
3652	5118	700
3653	468	7704
3655	5119	7701
3656	5119	7697
3657	5119	7704
3658	5119	7707
3660	5119	7706
3661	5119	5206
3662	5119	7699
3663	5119	7700
3664	5120	7704
3665	5119	7703
3666	364	7708
3667	1750	5912
3668	3426	189
3669	3427	2714
3670	307	2084
3671	4038	7709
3672	4039	7709
3673	4037	2084
3674	4039	2084
3675	2670	7713
3676	1671	7714
3677	2756	7628
3678	5121	4245
3679	2542	7716
3680	3771	7718
3681	3771	7716
3682	3771	7715
3684	1095	7727
3685	1509	5238
3686	3884	7720
3687	590	5196
3688	2447	7734
3689	2447	7729
3690	3481	7730
3691	3481	7729
3692	754	7739
3693	754	7737
3694	1043	7740
3695	1213	4130
3696	1246	7741
3697	3190	7743
3698	3191	7742
3699	1999	3140
3700	1842	7748
3701	1818	7747
3702	1816	7746
3703	5123	3681
3704	5123	1120
3707	5123	4520
3709	5124	2299
3710	5124	3681
3711	5124	1120
3712	5124	1903
3713	5124	359
3714	773	359
3715	4970	10286
3716	4719	10322
3717	4994	10323
3718	4171	537
3719	4170	721
3720	1809	10343
3721	1823	5470
3722	1824	10341
3723	3731	10358
3724	1525	10346
3725	1525	10354
3726	1079	10356
3727	1613	10357
3728	4168	10344
