affectedgovernmentpartid	governmentfrom	affectedtypefrom	governmentto	affectedtypeto	governmentformto
19193	5229	11	6621	4	\N
19194	5229	16	5229	16	9
19195	5229	16	5229	16	\N
19196	5229	18	5229	18	\N
19197	5230	13	\N	\N	\N
19198	5230	16	5230	16	111
19199	5230	16	5230	16	\N
19200	5231	11	4466	7	\N
19201	5231	12	5231	12	\N
19202	5231	16	5231	16	\N
19203	5232	3	6710	4	\N
19204	5232	12	5232	12	\N
19205	5232	16	5232	16	\N
19206	5233	16	5233	16	\N
19207	5234	12	5234	12	\N
19208	5234	16	5234	16	111
19209	5234	16	5234	16	\N
19210	5235	10	6977	9	\N
19211	5235	11	5004	4	112
19212	5235	11	5004	7	\N
19213	5235	11	6621	4	7
19214	5235	14	5004	14	\N
19215	5235	16	5235	16	9
19216	5235	16	5235	16	\N
19217	5236	11	3346	4	7
19218	5236	11	3438	4	7
19219	5236	11	5191	7	\N
19220	5236	11	5465	4	112
19221	5236	11	5465	7	\N
19222	5236	11	5635	4	7
19223	5236	16	5236	16	9
19224	5236	16	5236	16	\N
19225	5237	2	6308	2	\N
19226	5237	12	5237	12	\N
19227	5237	16	5237	16	149
19228	5237	16	5237	16	\N
19229	5238	12	5238	12	\N
19230	5238	16	5238	16	\N
19231	5239	2	3500	2	\N
19232	5239	2	3789	2	\N
19233	5239	2	4173	2	\N
19234	5239	2	5085	2	\N
19235	5239	2	5227	2	\N
19236	5239	2	5407	2	\N
19237	5239	11	5085	4	7
19238	5239	11	6574	4	143
19239	5239	16	5239	16	9
19240	5239	16	5239	16	\N
19241	5239	18	5239	18	\N
19242	5240	10	6810	9	111
19243	5240	11	3547	7	\N
19244	5240	11	3674	7	\N
19245	5240	11	3806	4	111
19246	5240	11	3806	7	\N
19247	5240	11	5029	7	\N
19248	5240	11	6293	7	\N
19249	5240	11	6310	4	143
19250	5240	11	6357	4	9
19251	5240	11	6357	7	\N
19252	5240	11	6551	7	\N
19253	5240	11	6621	4	9
19254	5240	11	6621	4	\N
19255	5240	11	6745	4	7
19256	5240	11	6746	4	\N
19257	5240	12	5240	12	\N
19258	5240	14	5599	14	\N
19259	5240	16	5240	16	8
19260	5240	16	5240	16	9
19261	5240	16	5240	16	\N
19262	5241	11	3301	7	\N
19263	5241	11	3427	7	\N
19264	5241	11	5325	7	\N
19265	5241	12	3301	12	\N
19266	5241	12	3427	12	\N
19267	5241	16	5241	16	9
19268	5241	16	5241	16	\N
19269	5241	18	5241	18	\N
19270	5242	2	5858	2	\N
19271	5242	11	5033	4	7
19272	5242	11	5675	7	\N
19273	5242	11	6621	4	7
19274	5242	14	5033	14	\N
19275	5242	16	5242	16	9
19276	5242	16	5242	16	\N
19277	5243	11	6688	4	111
19278	5243	11	6730	4	111
19279	5243	16	5243	16	9
19280	5243	16	5243	16	\N
19281	5244	16	5244	16	\N
19282	5245	11	3832	7	\N
19283	5245	14	6053	14	\N
19284	5245	16	5245	16	3
19285	5245	16	5245	16	4
19286	5245	16	5245	16	5
19287	5245	16	5245	16	96
19288	5245	16	5245	16	108
19289	5245	16	5245	16	\N
19290	5246	11	3643	4	7
19291	5246	11	3953	7	\N
19292	5246	16	5246	16	9
19293	5246	16	5246	16	\N
19294	5247	2	4967	2	\N
19295	5247	14	4704	14	\N
19296	5247	16	5247	16	\N
19297	5248	11	4986	7	\N
19298	5248	16	5248	16	\N
19299	5249	2	5281	2	\N
19300	5249	11	4170	4	7
19301	5249	11	4885	4	7
19302	5249	11	5281	4	7
19303	5249	11	5795	4	7
19304	5249	11	5795	7	\N
19305	5249	11	6252	4	141
19306	5249	11	49008	4	7
19307	5249	11	49009	4	7
19308	5249	11	49010	4	7
19309	5249	11	49011	4	7
19310	5249	11	49042	4	7
19311	5249	14	4170	14	\N
19312	5249	14	5795	14	\N
19313	5249	16	5249	16	9
19314	5249	16	5249	16	\N
19315	5249	18	5249	18	\N
19316	5250	5	3730	7	\N
19317	5250	11	3253	7	\N
19318	5250	16	5250	16	\N
19319	5251	11	4328	7	\N
19320	5251	11	4647	7	\N
19321	5251	19	5251	19	\N
19322	5252	11	5393	7	\N
19323	5252	12	5252	12	\N
19324	5252	16	5252	16	\N
19325	5253	12	5253	12	\N
19326	5253	16	5253	16	\N
19327	5254	12	5254	12	\N
19328	5254	16	5254	16	\N
19329	5255	11	4223	7	\N
19330	5255	11	5455	4	111
19331	5255	11	5455	7	\N
19332	5255	12	5255	12	\N
19333	5255	14	4858	14	\N
19334	5255	16	5255	16	9
19335	5255	16	5255	16	105
19336	5255	16	5255	16	\N
19337	5255	18	5255	18	\N
19338	5256	11	3919	7	\N
19339	5256	11	5254	7	\N
19340	5256	16	5256	16	\N
19341	5257	2	4056	2	\N
19342	5257	12	5256	12	\N
19343	5257	16	5257	16	\N
19344	5258	2	5099	2	\N
19345	5258	11	3577	4	111
19346	5258	11	3577	7	\N
19347	5258	11	4254	7	\N
19348	5258	11	4938	4	7
19349	5258	11	4938	7	\N
19350	5258	11	5099	7	\N
19351	5258	11	6621	4	7
19352	5258	11	6621	4	9
19353	5258	11	6693	4	111
19354	5258	14	5099	14	\N
19355	5258	14	5420	14	\N
19356	5258	16	5258	16	9
19357	5258	16	5258	16	\N
19358	5259	5	3821	7	\N
19359	5259	11	3821	7	\N
19360	5259	16	5259	16	\N
19361	5260	2	4172	2	\N
19362	5260	11	3962	4	1
19363	5260	11	3962	4	143
19364	5260	11	3962	7	\N
19365	5260	11	4172	7	\N
19366	5260	11	4689	4	149
19367	5260	11	4689	7	\N
19368	5260	11	5029	7	\N
19369	5260	11	5125	7	\N
19370	5260	11	5177	7	\N
19371	5260	11	5268	7	\N
19372	5260	11	6621	4	7
19373	5260	11	6621	4	\N
19374	5260	11	6702	4	111
19375	5260	11	54613	4	1
19376	5260	16	5260	16	8
19377	5260	16	5260	16	9
19378	5260	16	5260	16	104
19379	5260	16	5260	16	\N
19380	5261	16	5261	16	97
19381	5262	11	3652	4	7
19382	5262	11	4490	4	7
19383	5262	11	5105	4	7
19384	5262	11	5190	4	7
19385	5262	11	5319	4	143
19387	5262	11	6621	4	\N
19388	5262	14	3565	14	\N
19389	5262	16	5262	16	9
19390	5262	16	5262	16	\N
19391	5263	16	5263	16	\N
19392	5264	16	5264	16	\N
19393	5265	3	6812	4	\N
19394	5265	16	5265	16	97
19395	5265	16	5265	16	165
19396	5265	16	5265	16	\N
19397	5266	2	3443	2	\N
19398	5266	2	3622	2	\N
19399	5266	2	4085	2	\N
19400	5266	2	4927	2	\N
19401	5266	11	4927	13	7
19402	5266	11	5181	7	\N
19403	5266	11	5279	4	111
19404	5266	11	48844	13	7
19405	5266	13	\N	\N	\N
19406	5266	16	5266	16	9
19407	5266	16	5266	16	\N
19408	5266	18	5266	18	\N
19409	5267	11	4013	7	\N
19410	5267	16	5267	16	\N
19411	5268	11	5029	7	\N
19412	5268	16	5268	16	143
19413	5268	16	5268	16	\N
19414	5269	3	6812	4	\N
19415	5269	16	5269	16	\N
19416	5270	16	5270	16	\N
19417	5271	11	3600	4	7
19418	5271	11	4626	4	7
19419	5271	16	5271	16	9
19420	5271	16	5271	16	\N
19421	5272	12	5272	12	\N
19422	5272	16	5272	16	\N
19423	5273	16	5273	16	\N
19424	5274	2	3663	2	\N
19425	5274	2	4272	2	\N
19426	5274	2	5092	2	\N
19427	5274	3	6985	4	\N
19428	5274	11	5759	4	143
19429	5274	11	5759	7	\N
19430	5274	11	5799	4	143
19431	5274	11	5828	7	\N
19432	5274	11	6044	4	143
19433	5274	11	6233	4	7
19434	5274	11	6621	4	\N
19435	5274	16	5274	16	9
19436	5274	16	5274	16	\N
19437	5274	18	5274	18	\N
19438	5274	20	5092	7	\N
19439	5275	11	4786	7	\N
19440	5275	11	5303	4	7
19441	5275	11	5350	4	111
19442	5275	11	5350	4	\N
19443	5275	11	5470	4	7
19444	5275	11	6371	7	\N
19445	5275	11	6450	4	7
19446	5275	11	6621	4	7
19447	5275	11	54607	4	7
19448	5275	16	5275	16	9
19449	5275	16	5275	16	105
19450	5275	16	5275	16	\N
19451	5275	18	5275	18	\N
19452	5276	2	4486	2	\N
19453	5276	11	5543	7	\N
19454	5276	11	5870	7	\N
19455	5276	11	49611	4	7
19456	5276	16	5276	16	9
19457	5276	16	5276	16	\N
19458	5277	16	5277	16	\N
19459	5278	16	5278	16	\N
19460	5279	16	5279	16	\N
19461	5280	2	3595	2	\N
19462	5280	2	3651	2	\N
19463	5280	2	3784	2	\N
19464	5280	11	3651	7	\N
19465	5280	11	4076	4	7
19466	5280	16	5280	16	9
19467	5280	16	5280	16	\N
19468	5281	2	3384	2	\N
19469	5281	2	4349	2	\N
19470	5281	2	4885	2	\N
19471	5281	2	6041	2	\N
19472	5281	11	3955	4	142
19473	5281	11	3955	7	\N
19474	5281	11	4547	7	\N
19475	5281	11	5249	7	\N
19476	5281	11	49041	4	7
19477	5281	14	5067	14	\N
19478	5281	14	5249	14	\N
19479	5281	16	5281	16	9
19480	5281	16	5281	16	\N
19481	5281	18	5281	18	\N
19482	5282	11	5283	7	\N
19483	5282	13	\N	\N	\N
19484	5282	16	5282	16	143
19485	5282	16	5282	16	\N
19486	5282	19	5282	18	\N
19487	5282	19	5282	19	\N
19488	5283	2	5366	2	\N
19489	5283	11	5282	7	\N
19490	5283	11	5282	13	\N
19491	5283	16	5283	16	9
19492	5283	16	5283	16	\N
19493	5283	18	5283	18	\N
19494	5284	16	5284	16	\N
19495	5285	16	5285	16	\N
19496	5286	2	4171	2	\N
19497	5286	2	4512	2	\N
19498	5286	12	5286	12	\N
19499	5286	16	5286	16	\N
19500	5287	2	4394	2	\N
19501	5287	2	5689	2	\N
19502	5287	8	5287	8	\N
19503	5287	11	3739	4	7
19504	5287	11	4752	4	143
19505	5287	11	4752	7	\N
19506	5287	11	5288	4	112
19507	5287	11	5288	7	\N
19508	5287	11	5397	4	7
19509	5287	16	5287	16	9
19510	5287	16	5287	16	\N
19511	5288	11	5287	7	\N
19512	5288	16	5288	16	111
19513	5288	16	5288	16	\N
19514	5289	16	5289	16	\N
19515	5290	2	4236	2	\N
19516	5290	2	4548	2	\N
19517	5290	2	4670	2	\N
19518	5290	2	5789	2	\N
19519	5290	11	5789	7	\N
19520	5290	16	5290	16	9
19521	5290	16	5290	16	\N
19522	5290	18	5290	18	\N
19523	5291	11	5293	7	\N
19524	5291	16	5291	16	143
19525	5291	16	5291	16	\N
19526	5292	2	5047	2	\N
19527	5292	11	3598	4	7
19528	5292	11	3947	4	7
19529	5292	11	4020	4	7
19531	5292	11	5294	4	7
19532	5292	11	6621	4	\N
19533	5292	11	49032	4	7
19534	5292	14	5047	14	\N
19535	5292	16	5292	16	9
19536	5292	16	5292	16	\N
19537	5292	18	5292	18	\N
19538	5293	2	4793	2	\N
19539	5293	2	5103	2	\N
19540	5293	2	5393	2	\N
19541	5293	2	6623	2	\N
19542	5293	11	4107	4	143
19543	5293	11	4107	7	\N
19544	5293	11	4793	4	143
19545	5293	11	5103	4	143
19546	5293	11	5291	4	112
19547	5293	11	5291	7	\N
19548	5293	11	5393	4	7
19549	5293	11	6237	4	7
19550	5293	11	6621	4	7
19551	5293	12	5103	12	\N
19552	5293	12	5293	12	\N
19553	5293	14	6237	14	\N
19554	5293	16	5293	16	9
19555	5293	16	5293	16	\N
19556	5293	18	5293	18	\N
19557	5294	2	3765	2	\N
19558	5294	2	4242	2	\N
19559	5294	11	3840	4	111
19560	5294	11	4416	4	7
19561	5294	16	5294	16	9
19562	5294	16	5294	16	\N
19563	5295	2	3414	2	\N
19564	5295	2	3474	2	\N
19565	5295	2	4018	2	\N
19566	5295	2	5628	2	\N
19567	5295	11	4018	4	7
19568	5295	16	5295	16	9
19569	5295	16	5295	16	\N
19570	5296	2	4651	2	\N
19571	5296	2	4708	2	\N
19572	5296	11	4628	4	112
19573	5296	11	4628	7	\N
19574	5296	11	6621	4	\N
19575	5296	12	5296	12	\N
19577	5296	16	5296	16	9
19578	5296	16	5296	16	\N
19579	5296	18	5296	18	\N
19580	5297	16	5297	16	\N
19581	5298	11	4521	7	\N
19582	5298	11	5342	7	\N
19583	5298	11	5376	7	\N
19584	5298	16	5298	16	\N
19585	5299	16	5299	16	9
19586	5299	16	5299	16	\N
19587	5300	2	4438	2	\N
19588	5300	2	5639	2	\N
19589	5300	16	5300	16	\N
19590	5301	11	6621	7	\N
19591	5301	16	5301	16	\N
19592	5302	16	5302	16	\N
19593	5303	2	4755	2	\N
19594	5303	2	5858	2	\N
19595	5303	11	4992	7	\N
19596	5303	11	6621	4	7
19597	5303	11	6621	4	9
19598	5303	14	5692	14	\N
19599	5303	16	5303	16	9
19600	5303	16	5303	16	\N
19601	5304	2	5033	2	\N
19602	5304	11	3455	4	7
19603	5304	11	3599	4	7
19604	5304	11	3599	7	\N
19605	5304	11	4636	4	7
19606	5304	11	4949	4	7
19607	5304	11	5302	7	\N
19608	5304	11	5621	4	7
19609	5304	11	5858	4	7
19610	5304	11	6074	4	7
19611	5304	11	6089	7	\N
19612	5304	11	6089	13	\N
19613	5304	11	6621	4	7
19614	5304	11	6621	7	\N
19615	5304	14	3455	14	\N
19616	5304	16	5304	16	9
19617	5304	16	5304	16	\N
19618	5304	17	5304	16	\N
19619	5304	18	5304	18	\N
19620	5305	2	3706	2	\N
19621	5305	11	4890	4	111
19622	5305	11	6759	4	111
19623	5305	16	5305	16	9
19624	5305	16	5305	16	\N
19625	5306	14	4363	14	\N
19626	5306	16	5306	16	\N
19627	5306	18	5306	18	\N
19628	5307	16	5307	16	\N
19629	5308	11	3507	4	111
19630	5308	11	3507	7	\N
19631	5308	11	4180	4	7
19632	5308	11	4180	7	\N
19633	5308	11	4658	4	111
19634	5308	11	4658	7	\N
19635	5308	11	4750	4	7
19636	5308	11	6621	4	7
19637	5308	11	6814	4	111
19638	5308	14	4750	14	\N
19639	5308	14	5158	14	\N
19640	5308	16	5308	16	9
19641	5308	16	5308	16	\N
19642	5308	18	5308	18	\N
19643	5309	16	5309	16	\N
19644	5310	8	5310	8	\N
19645	5310	11	3509	7	\N
19646	5310	11	3677	4	7
19647	5310	11	6621	4	141
19648	5310	11	52001	4	7
19649	5310	14	5543	14	\N
19650	5310	16	5310	16	9
19651	5310	16	5310	16	\N
19652	5310	18	5310	18	\N
19653	5311	11	4280	7	\N
19654	5311	16	5311	16	9
19655	5311	16	5311	16	\N
19656	5312	2	3901	2	\N
19657	5312	2	5592	2	\N
19658	5312	3	6621	4	\N
19660	5312	11	3783	4	\N
19661	5312	11	3783	7	\N
19662	5312	11	3901	7	\N
19663	5312	11	5051	4	7
19664	5312	11	6571	4	111
19665	5312	11	6621	4	7
19666	5312	11	49055	4	7
19667	5312	11	54631	4	7
19668	5312	14	5428	14	\N
19669	5312	14	6557	14	\N
19670	5312	16	5312	16	9
19671	5312	16	5312	16	\N
19672	5312	18	5312	18	\N
19673	5313	16	5313	16	\N
19674	5314	11	6621	4	\N
19675	5314	16	5314	16	9
19676	5314	16	5314	16	\N
19677	5314	18	5314	18	\N
19678	5315	16	5315	16	\N
19679	5316	2	3439	2	\N
19680	5316	2	3512	2	\N
19681	5316	2	5187	2	\N
19682	5316	2	5546	2	\N
19683	5316	11	3512	4	7
19684	5316	11	5315	4	111
19685	5316	11	5315	7	\N
19686	5316	11	6621	4	7
19687	5316	14	3439	14	\N
19688	5316	16	5316	16	9
19689	5316	16	5316	16	\N
19690	5317	2	5187	2	\N
19691	5317	2	5469	2	\N
19692	5317	11	5539	4	142
19693	5317	11	5539	7	\N
19694	5317	11	5542	7	\N
19695	5317	11	6151	4	141
19696	5317	14	3295	14	\N
19697	5317	16	5317	16	9
19698	5317	16	5317	16	\N
19699	5317	18	5317	18	\N
19700	5318	2	5665	2	\N
19701	5318	11	3481	7	\N
19702	5318	11	5650	4	7
19703	5318	11	5665	7	\N
19704	5318	11	6067	4	111
19705	5318	11	6067	7	\N
19706	5318	11	6621	4	7
19707	5318	11	49046	4	7
19708	5318	14	5057	14	\N
19709	5318	16	5318	16	9
19710	5318	16	5318	16	\N
19711	5319	16	5319	16	\N
19712	5320	11	4798	7	\N
19713	5320	11	4798	13	\N
19714	5320	16	5320	16	9
19715	5320	16	5320	16	\N
19716	5320	18	5320	18	\N
19717	5321	11	5323	7	\N
19718	5321	12	5321	12	\N
19719	5321	16	5321	16	143
19720	5321	16	5321	16	\N
19721	5322	2	4868	2	\N
19722	5322	2	4887	2	\N
19723	5322	2	5714	2	\N
19724	5322	11	3388	4	143
19725	5322	11	3388	7	\N
19726	5322	11	3664	4	111
19727	5322	11	3949	4	111
19728	5322	11	3986	7	\N
19729	5322	11	6621	4	7
19730	5322	14	4887	14	\N
19731	5322	14	5769	14	\N
19732	5322	14	6621	14	\N
19733	5322	16	5322	16	9
19734	5322	16	5322	16	\N
19735	5322	18	5322	18	\N
19736	5323	11	4328	4	7
19737	5323	11	4483	4	7
19738	5323	11	4669	7	\N
19739	5323	11	5321	4	112
19740	5323	11	5321	7	\N
19741	5323	11	5420	7	\N
19742	5323	11	6621	4	7
19743	5323	11	6621	4	9
19744	5323	11	54110	4	111
19745	5323	14	3488	14	\N
19746	5323	14	4340	14	\N
19747	5323	14	4669	14	\N
19748	5323	14	5420	14	\N
19749	5323	16	5323	16	9
19750	5323	16	5323	16	\N
19751	5323	18	5323	18	\N
19752	5324	16	5324	16	\N
19753	5325	11	3627	4	111
19754	5325	11	3627	7	\N
19755	5325	11	3628	4	111
19756	5325	11	3628	7	\N
19757	5325	11	6010	7	\N
19758	5325	11	6202	4	111
19759	5325	11	6573	7	\N
19760	5325	11	6621	4	\N
19761	5325	12	5325	12	\N
19762	5325	16	5325	16	9
19763	5325	16	5325	16	\N
19764	5325	18	5325	18	\N
19765	5326	11	3292	4	9
19766	5326	11	3292	7	\N
19767	5326	11	5346	7	\N
19768	5326	14	5346	14	\N
19769	5326	16	5326	16	9
19770	5326	16	5326	16	\N
19771	5327	2	3762	2	\N
19772	5327	2	4652	2	\N
19773	5327	2	6401	2	\N
19774	5327	11	3475	4	7
19775	5327	11	3616	4	7
19776	5327	11	4488	4	7
19777	5327	11	6049	4	7
19778	5327	11	6057	4	7
19779	5327	11	6401	4	7
19780	5327	11	6621	4	7
19781	5327	14	6401	14	\N
19782	5327	16	5327	16	9
19783	5327	16	5327	16	\N
19784	5327	18	5327	18	\N
19785	5328	12	5328	12	\N
19786	5328	16	5328	16	9
19787	5328	16	5328	16	\N
19788	5329	16	5329	16	\N
19789	5330	11	4068	7	\N
19790	5330	11	6725	4	111
19791	5330	12	5330	12	\N
19792	5330	16	5330	16	9
19793	5330	16	5330	16	\N
19794	5330	18	5330	18	\N
19795	5331	2	5213	2	\N
19796	5331	11	4399	4	7
19797	5331	16	5331	16	9
19798	5331	16	5331	16	\N
19799	5331	18	5331	18	\N
19800	5332	16	5332	16	\N
19801	5333	16	5333	16	\N
19802	5334	16	5334	16	\N
19803	5335	2	3905	2	\N
19804	5335	16	5335	16	9
19805	5335	16	5335	16	\N
19806	5336	2	5369	2	\N
19807	5336	16	5336	16	9
19808	5336	16	5336	16	\N
19809	5336	18	5336	18	\N
19810	5337	2	3568	2	\N
19811	5337	2	4615	2	\N
19812	5337	11	3674	4	7
19813	5337	11	3674	7	\N
19814	5337	11	4615	7	\N
19815	5337	11	4892	4	111
19816	5337	11	5240	7	\N
19817	5337	12	5337	12	\N
19818	5337	16	5337	16	8
19819	5337	16	5337	16	9
19820	5337	16	5337	16	104
19821	5337	16	5337	16	\N
19822	5337	18	5337	18	\N
19823	5338	2	3251	2	\N
19824	5338	2	3685	2	\N
19825	5338	2	3742	2	\N
19826	5338	2	3902	2	\N
19827	5338	16	5338	16	\N
19828	5339	11	4126	4	111
19829	5339	11	6820	4	111
19830	5339	16	5339	16	9
19831	5339	16	5339	16	\N
19832	5339	18	5339	18	\N
19833	5340	2	4223	2	\N
19834	5340	16	5340	16	\N
19835	5341	16	5341	16	9
19836	5341	16	5341	16	\N
19837	5342	2	5376	2	\N
19838	5342	11	5298	7	\N
19839	5342	11	5709	7	\N
19840	5342	16	5342	16	\N
19841	5343	16	5343	16	\N
19842	5344	2	3875	2	\N
19843	5344	11	3875	4	7
19844	5344	11	5313	4	111
19845	5344	11	5313	7	\N
19846	5344	11	5763	7	\N
19847	5344	11	5763	13	\N
19848	5344	11	6343	4	7
19849	5344	16	5344	16	9
19850	5344	16	5344	16	\N
19851	5344	18	5344	18	\N
19852	5345	11	3719	4	111
19853	5345	11	4431	7	\N
19854	5345	11	6114	4	7
19855	5345	11	6274	7	\N
19856	5345	16	5345	16	9
19857	5345	16	5345	16	\N
19858	5346	2	3687	2	\N
19859	5346	2	3794	2	\N
19860	5346	2	5729	2	\N
19861	5346	11	4736	4	111
19862	5346	14	5326	14	\N
19863	5346	16	5346	16	9
19864	5346	16	5346	16	\N
19865	5347	2	3881	2	\N
19866	5347	2	5753	2	\N
19867	5347	11	3881	7	\N
19868	5347	11	5046	4	111
19869	5347	16	5347	16	9
19870	5347	16	5347	16	\N
19871	5348	2	5573	2	\N
19872	5348	2	5603	2	\N
19873	5348	11	3323	4	143
19874	5348	11	3323	7	\N
19875	5348	11	4407	4	111
19876	5348	11	5237	7	\N
19877	5348	14	5573	14	\N
19878	5348	16	5348	16	9
19879	5348	16	5348	16	\N
19880	5349	2	3795	2	\N
19881	5349	2	4708	2	\N
19882	5349	11	3545	7	\N
19883	5349	11	4737	4	1
19884	5349	11	4737	7	\N
19885	5349	11	4864	7	\N
19886	5349	11	6621	4	7
19887	5349	11	6621	4	\N
19888	5349	16	5349	16	9
19889	5349	16	5349	16	\N
19890	5349	18	5349	18	\N
19891	5350	5	4786	7	\N
19892	5350	16	5350	16	\N
19893	5351	16	5351	16	\N
19894	5352	16	5352	16	\N
19897	5353	2	5096	2	\N
19899	5353	11	6099	7	\N
19900	5353	11	6233	7	\N
19901	5353	16	5353	16	\N
19902	5354	3	5124	7	\N
19903	5354	16	5354	16	\N
19904	5355	2	3290	2	\N
19905	5355	2	4133	2	\N
19906	5355	2	4321	2	\N
19907	5355	2	5821	2	\N
19908	5355	11	4321	4	143
19909	5355	11	4321	7	\N
19910	5355	11	5736	7	\N
19911	5355	11	5779	4	7
19912	5355	11	6546	4	149
19913	5355	11	48853	4	\N
19914	5355	16	5355	16	9
19915	5355	16	5355	16	\N
19916	5355	18	5355	18	\N
19917	5356	11	3906	4	111
19918	5356	11	3906	7	\N
19919	5356	11	5654	7	\N
19920	5356	11	6390	4	111
19921	5356	11	6520	4	111
19922	5356	11	6568	7	\N
19923	5356	12	5356	12	\N
19924	5356	14	3289	14	\N
19925	5356	14	3541	14	\N
19926	5356	16	5356	16	9
19927	5356	16	5356	16	\N
19928	5356	18	5356	18	\N
19929	5357	2	4087	2	\N
19930	5357	2	4633	2	\N
19931	5357	2	5797	2	\N
19932	5357	11	5566	7	\N
19933	5357	11	6555	7	\N
19934	5357	12	5357	12	\N
19935	5357	14	4633	14	\N
19936	5357	16	5357	16	8
19937	5357	16	5357	16	9
19938	5357	16	5357	16	\N
19939	5358	2	3722	2	\N
19940	5358	2	3943	2	\N
19941	5358	2	5025	2	\N
19942	5358	2	6116	2	\N
19944	5359	2	4858	2	\N
19945	5359	2	6621	2	\N
19946	5359	11	6324	7	\N
19947	5359	11	6562	4	7
19948	5359	16	5359	16	8
19949	5359	16	5359	16	9
19950	5359	16	5359	16	\N
19951	5360	2	3348	2	\N
19952	5360	3	6710	4	\N
19953	5360	16	5360	16	\N
19954	5361	11	3280	4	109
19955	5361	11	3280	7	\N
19956	5361	11	6021	7	\N
19957	5361	11	6154	4	7
19958	5361	16	5361	16	8
19959	5361	16	5361	16	9
19960	5361	16	5361	16	\N
19961	5361	18	5361	18	\N
19962	5362	16	5362	16	\N
19963	5363	11	6332	4	7
19964	5363	11	6621	4	7
19965	5363	12	5363	12	\N
19966	5363	16	5363	16	9
19967	5363	16	5363	16	\N
19968	5363	18	5363	18	\N
19969	5364	2	6623	2	\N
19970	5364	11	3276	4	7
19971	5364	11	3978	4	7
19972	5364	11	4143	4	7
19973	5364	11	4879	4	7
19974	5364	11	5703	4	143
19975	5364	14	3276	14	\N
19976	5364	14	4143	14	\N
19977	5364	16	5364	16	9
19978	5364	16	5364	16	\N
19979	5364	18	5364	18	\N
19980	5365	11	4921	4	112
19981	5365	11	5282	7	\N
19982	5365	16	5365	16	9
19983	5365	16	5365	16	\N
19984	5366	2	4258	2	\N
19985	5366	2	5283	2	\N
19986	5366	2	6378	2	\N
19987	5366	11	5365	4	7
19988	5366	11	6621	4	7
19989	5366	14	4258	14	\N
19990	5366	16	5366	16	9
19991	5366	16	5366	16	\N
19992	5367	2	6623	2	\N
19993	5367	11	4579	4	7
19994	5367	11	4710	4	7
19995	5367	11	6621	4	7
19996	5367	14	4710	14	\N
19997	5367	16	5367	16	9
19998	5367	16	5367	16	\N
19999	5368	3	4348	7	\N
20000	5368	5	4348	7	\N
20001	5368	11	5792	7	\N
20002	5369	2	4309	2	\N
20003	5369	2	5336	2	\N
20004	5369	2	5705	2	\N
20006	5370	11	3929	4	7
20007	5370	12	49015	12	\N
20008	5370	13	\N	\N	\N
20009	5370	16	5370	16	9
20010	5370	16	5370	16	\N
20011	5371	16	5371	16	\N
20012	5372	16	5372	16	\N
20013	5372	18	5372	18	\N
20014	5373	11	5374	4	143
20015	5373	16	5373	16	9
20016	5373	16	5373	16	\N
20017	5373	18	5373	18	\N
20018	5374	12	5374	12	\N
20019	5374	16	5374	16	\N
20020	5375	11	4508	7	\N
20021	5375	11	5538	7	\N
20022	5375	16	5375	16	\N
20023	5376	2	5342	2	\N
20024	5376	11	3255	13	111
20025	5376	11	5298	4	111
20026	5376	11	5298	7	\N
20027	5376	11	5774	4	111
20028	5376	11	5869	4	111
20029	5376	11	5869	7	\N
20030	5376	11	6589	4	111
20031	5376	11	6589	7	\N
20032	5376	11	6617	4	111
20033	5376	11	6617	7	\N
20034	5376	14	3747	14	\N
20035	5376	16	5376	16	9
20036	5376	16	5376	16	\N
20037	5377	2	3385	2	\N
20038	5377	2	3439	2	\N
20039	5377	2	4591	2	\N
20040	5377	2	5080	2	\N
20041	5377	2	5634	2	\N
20042	5377	11	3378	7	\N
20043	5377	11	3385	4	7
20044	5377	11	4189	4	7
20045	5377	11	6790	4	111
20046	5377	14	4189	14	\N
20047	5377	14	4591	14	\N
20048	5377	14	4957	14	\N
20049	5377	14	5080	14	\N
20050	5377	14	5634	14	\N
20051	5377	16	5377	16	9
20052	5377	16	5377	16	\N
20053	5377	18	5377	18	\N
20054	5378	11	6621	4	\N
20055	5378	16	5378	16	9
20056	5378	16	5378	16	\N
20057	5379	2	4197	2	\N
20058	5379	16	5379	16	9
20059	5379	16	5379	16	\N
20060	5380	11	3697	4	112
20061	5380	11	3697	7	\N
20062	5380	11	5387	4	143
20063	5380	11	5387	7	\N
20064	5380	14	3697	14	\N
20065	5380	16	5380	16	9
20066	5380	16	5380	16	\N
20067	5380	18	5380	18	\N
20068	5381	2	4337	2	\N
20069	5381	2	5032	2	\N
20070	5381	11	6621	4	\N
20071	5381	16	5381	16	9
20072	5381	16	5381	16	\N
20073	5382	16	5382	16	\N
20074	5383	2	3680	2	\N
20075	5383	2	3929	2	\N
20076	5383	11	3678	4	7
20077	5383	11	3929	7	\N
20078	5383	11	5030	4	7
20079	5383	11	6621	4	7
20080	5383	11	51999	4	7
20081	5383	14	3678	14	\N
20082	5383	14	3774	14	\N
20083	5383	16	5383	16	9
20084	5383	16	5383	16	\N
20085	5384	11	4238	4	7
20086	5384	16	5384	16	9
20087	5384	16	5384	16	\N
20088	5385	11	5390	4	7
20089	5385	11	5875	7	\N
20090	5385	11	6619	7	\N
20091	5385	11	6621	4	7
20092	5385	11	49580	4	7
