affectedgovernmentpartid	governmentfrom	affectedtypefrom	governmentto	affectedtypeto	governmentformto
11282	3768	16	3768	16	9
11283	3768	16	3768	16	\N
11284	3768	18	3768	18	\N
11285	3769	2	5853	2	\N
11286	3769	11	3441	4	7
11287	3769	11	3612	4	111
11288	3769	11	3612	7	\N
11289	3769	11	5853	4	7
11290	3769	11	6410	4	141
11291	3769	11	6621	4	7
11292	3769	14	3441	14	\N
11293	3769	16	3769	16	9
11294	3769	16	3769	16	\N
11295	3769	18	3769	18	\N
11296	3770	11	3357	7	\N
11297	3770	16	3770	16	9
11298	3770	16	3770	16	\N
11299	3771	11	3575	7	\N
11300	3771	11	5714	7	\N
11301	3771	16	3771	16	\N
11302	3772	2	3976	2	\N
11303	3772	2	4149	2	\N
11304	3772	16	3772	16	9
11305	3772	16	3772	16	\N
11306	3772	18	3772	18	\N
11307	3773	16	3773	16	\N
11308	3774	11	4477	13	\N
11309	3774	11	5030	7	\N
11310	3774	11	5370	13	\N
11311	3774	11	5488	4	143
11312	3774	11	5516	4	7
11313	3774	11	51999	4	7
11314	3774	14	3482	14	\N
11315	3774	14	5383	14	\N
11316	3774	16	3774	16	9
11317	3774	16	3774	16	\N
11318	3775	2	5517	2	\N
11319	3775	2	5852	2	\N
11320	3775	11	3595	4	7
11321	3775	11	4388	4	112
11322	3775	11	4388	7	\N
11323	3775	11	5791	4	7
11324	3775	11	6409	7	\N
11325	3775	14	6408	14	\N
11326	3775	16	3775	16	9
11327	3775	16	3775	16	\N
11328	3776	2	5789	2	\N
11332	3777	16	3777	16	9
11333	3777	16	3777	16	\N
11334	3778	2	3757	2	\N
11335	3778	2	4575	2	\N
11336	3779	11	4443	4	7
11337	3779	11	5071	4	7
11338	3779	11	5213	4	7
11339	3779	11	6621	4	7
11340	3779	16	3779	16	9
11341	3779	16	3779	16	\N
11342	3780	11	4616	4	143
11343	3780	11	5682	4	143
11344	3780	11	5682	7	\N
11345	3780	14	4453	14	\N
11346	3780	14	5530	14	\N
11347	3780	16	3780	16	9
11348	3780	16	3780	16	\N
11349	3781	11	5481	4	143
11350	3781	11	5481	7	\N
11351	3781	14	4148	14	\N
11352	3781	14	4707	14	\N
11353	3781	14	5481	14	\N
11354	3781	16	3781	16	9
11355	3781	16	3781	16	\N
11356	3782	11	4060	4	111
11357	3782	11	4060	7	\N
11358	3782	11	4224	4	7
11359	3782	11	4331	4	7
11360	3782	11	6374	4	143
11361	3782	11	6621	4	7
11362	3782	11	6621	4	\N
11363	3782	16	3782	16	9
11364	3782	16	3782	16	\N
11365	3783	16	3783	16	\N
11366	3784	2	3595	2	\N
11367	3784	2	5280	2	\N
11368	3784	11	3592	4	7
11369	3784	11	3592	7	\N
11370	3784	11	3775	4	7
11371	3784	11	3827	4	7
11372	3784	11	3940	4	7
11373	3784	11	4463	4	7
11374	3784	11	4646	4	7
11375	3784	11	4646	7	\N
11376	3784	11	4728	4	7
11377	3784	11	5280	4	7
11378	3784	11	5706	4	112
11379	3784	11	5706	7	\N
11380	3784	11	6161	4	7
11381	3784	11	6621	4	7
11382	3784	14	5706	14	\N
11383	3784	16	3784	16	9
11384	3784	16	3784	16	\N
11385	3786	2	6623	2	\N
11386	3786	11	4961	7	\N
11387	3786	16	3786	16	\N
11388	3787	2	3520	2	\N
11389	3787	2	3900	2	\N
11390	3787	2	4176	2	\N
11391	3787	2	4370	2	\N
11392	3787	11	3353	4	7
11393	3787	11	4026	4	7
11394	3787	11	4980	4	111
11395	3787	11	5806	4	112
11396	3787	14	4425	14	\N
11397	3787	16	3787	16	9
11398	3787	16	3787	16	\N
11399	3788	16	3788	16	\N
11400	3789	2	5239	2	\N
11403	3790	11	6773	4	111
11404	3790	12	3790	12	\N
11405	3790	16	3790	16	\N
11406	3791	2	4119	2	\N
11407	3791	8	3791	8	\N
11408	3791	11	3304	4	7
11409	3791	11	3510	4	111
11410	3791	11	3510	7	\N
11411	3791	11	3770	4	7
11412	3791	11	4119	4	7
11413	3791	11	4458	4	112
11414	3791	11	4458	7	\N
11415	3791	11	5689	4	7
11416	3791	11	6658	4	111
11417	3791	16	3791	16	9
11418	3791	16	3791	16	\N
11419	3791	18	3791	18	\N
11420	3792	2	4545	2	\N
11421	3792	2	4777	2	\N
11422	3792	11	3790	4	111
11423	3792	11	3790	7	\N
11424	3792	11	4545	4	7
11425	3792	11	4777	4	112
11426	3792	11	4777	7	\N
11427	3792	11	6102	4	111
11428	3792	11	6270	4	143
11429	3792	11	6270	7	\N
11430	3792	11	6284	4	143
11431	3792	11	6621	4	7
11432	3792	11	6818	4	111
11433	3792	16	3792	16	9
11434	3792	16	3792	16	105
11435	3792	16	3792	16	\N
11436	3792	18	3792	18	\N
11437	3793	2	4475	2	\N
11438	3793	11	3293	4	7
11439	3793	11	4461	7	\N
11440	3793	11	4475	7	\N
11441	3793	11	5614	7	\N
11442	3793	11	5677	4	173
11443	3793	11	5743	7	\N
11444	3793	11	6298	4	7
11445	3793	11	54576	4	7
11446	3793	14	4475	14	\N
11447	3793	14	4566	14	\N
11448	3793	16	3793	16	9
11449	3793	16	3793	16	\N
11450	3793	18	3793	18	\N
11451	3794	2	4505	2	\N
11452	3794	2	4861	2	\N
11453	3794	2	4941	2	\N
11454	3794	2	5346	2	\N
11456	3794	11	3687	4	7
11457	3794	11	4277	4	111
11458	3794	11	4277	7	\N
11459	3794	11	4505	4	7
11460	3794	11	4505	7	\N
11461	3794	11	6221	4	7
11462	3794	14	4505	14	\N
11463	3794	16	3794	16	9
11464	3794	16	3794	16	\N
11465	3795	2	5349	2	\N
11466	3795	11	4973	4	7
11467	3795	11	6621	4	7
11468	3795	12	3545	12	\N
11469	3795	12	3795	12	\N
11470	3795	16	3795	16	9
11471	3795	16	3795	16	\N
11472	3796	5	5245	7	\N
11473	3796	11	5241	7	\N
11474	3796	11	5487	4	111
11475	3796	11	5487	4	\N
11476	3796	12	5241	12	\N
11477	3796	16	3796	16	\N
11478	3797	16	3797	16	111
11479	3797	16	3797	16	\N
11480	3798	2	3486	2	\N
11481	3798	2	5189	2	\N
11482	3798	2	5403	2	\N
11483	3798	16	3798	16	9
11484	3798	16	3798	16	\N
11485	3799	16	3799	16	9
11486	3799	16	3799	16	\N
11487	3800	2	4229	2	\N
11488	3800	11	3842	4	7
11489	3800	11	5009	4	7
11490	3800	14	4509	14	\N
11491	3800	14	5673	14	\N
11492	3800	16	3800	16	9
11493	3800	16	3800	16	\N
11494	3801	16	3801	16	\N
11495	3802	2	4749	2	\N
11496	3802	11	3708	4	7
11497	3802	11	3708	7	\N
11498	3802	11	3801	4	143
11499	3802	11	4472	4	7
11500	3802	16	3802	16	9
11501	3802	16	3802	16	\N
11502	3802	18	3802	18	\N
11503	3802	20	3506	4	7
11504	3803	11	3615	7	\N
11505	3803	11	3983	4	7
11506	3803	11	4896	4	7
11507	3803	11	6338	4	141
11508	3803	11	6338	7	\N
11509	3803	11	54580	4	111
11510	3803	14	3983	14	\N
11511	3803	16	3803	16	9
11512	3803	16	3803	16	\N
11513	3803	18	3803	18	\N
11514	3804	2	3424	2	\N
11515	3804	2	3867	2	\N
11516	3804	2	5737	2	\N
11517	3804	11	3502	4	7
11518	3804	11	3633	4	112
11519	3804	11	6578	4	143
11520	3804	11	6578	7	\N
11521	3804	11	49040	4	7
11522	3804	11	54663	4	7
11523	3804	14	49040	14	\N
11524	3804	16	3804	16	9
11525	3804	16	3804	16	\N
11526	3805	16	3805	16	\N
11527	3806	16	3806	16	\N
11528	3807	2	5863	2	\N
11529	3807	16	3807	16	9
11530	3807	16	3807	16	\N
11531	3808	16	3808	16	9
11532	3808	16	3808	16	\N
11533	3809	11	3808	4	7
11534	3809	11	5596	7	\N
11535	3809	11	6452	4	7
11536	3809	11	6699	4	111
11537	3809	16	3809	16	9
11538	3809	16	3809	16	\N
11539	3809	18	3809	18	\N
11540	3810	16	3810	16	\N
11541	3811	8	3811	8	\N
11542	3811	11	3689	4	7
11543	3811	11	3810	4	143
11544	3811	11	3810	7	\N
11545	3811	11	6621	4	7
11546	3811	14	3689	14	\N
11547	3811	14	5647	14	\N
11548	3811	16	3811	16	9
11549	3811	16	3811	16	\N
11550	3811	18	3811	18	\N
11551	3812	11	6621	4	\N
11552	3812	16	3812	16	93
11553	3812	16	3812	16	\N
11554	3813	16	3813	16	111
11555	3813	16	3813	16	\N
11556	3814	11	3813	4	112
11557	3814	11	3813	7	\N
11558	3814	11	4783	4	111
11559	3814	11	4783	7	\N
11560	3814	16	3814	16	9
11561	3814	16	3814	16	\N
11562	3814	18	3814	18	\N
11563	3815	16	3815	16	\N
11564	3816	2	3710	2	\N
11565	3816	2	4132	2	\N
11566	3816	11	4440	4	7
11567	3816	11	6813	4	111
11568	3816	16	3816	16	9
11569	3816	16	3816	16	\N
11570	3817	16	3817	16	\N
11571	3818	2	3347	2	\N
11572	3818	11	3670	4	7
11573	3818	11	3862	4	7
11574	3818	11	3917	7	\N
11575	3818	11	4489	4	7
11576	3818	11	6621	4	7
11577	3818	11	6621	4	\N
11578	3818	16	3818	16	9
11579	3818	16	3818	16	\N
11580	3819	12	3819	12	\N
11581	3819	16	3819	16	\N
11582	3820	2	5502	2	\N
11583	3820	8	3820	8	\N
11584	3820	11	3821	4	7
11585	3820	11	4470	4	7
11586	3820	11	5471	4	7
11587	3820	11	48989	4	\N
11588	3820	16	3820	16	9
11589	3820	16	3820	16	\N
11590	3821	11	5259	4	143
11591	3821	11	5397	4	7
11592	3821	11	5474	4	7
11593	3821	11	6621	4	\N
11594	3821	16	3821	16	9
11595	3821	16	3821	16	\N
11596	3822	16	3822	16	119
11597	3822	16	3822	16	\N
11598	3823	16	3823	16	\N
11599	3824	16	3824	16	\N
11600	3825	16	3825	16	\N
11601	3826	2	5414	2	\N
11602	3826	11	3825	4	111
11603	3826	11	3825	7	\N
11604	3826	11	4040	7	\N
11605	3826	11	5616	4	111
11606	3826	11	5616	7	\N
11607	3826	11	6110	7	\N
11608	3826	11	6110	13	\N
11609	3826	11	6375	7	\N
11610	3826	11	6375	13	\N
11611	3826	11	6670	4	111
11612	3826	12	3826	12	\N
11613	3826	14	4040	14	\N
11614	3826	14	4871	14	\N
11615	3826	16	3826	16	9
11616	3826	16	3826	16	\N
11617	3826	18	3826	18	\N
11618	3827	16	3827	16	9
11619	3827	16	3827	16	\N
11620	3828	16	3828	16	143
11621	3828	16	3828	16	\N
11622	3829	11	3275	7	\N
11623	3829	16	3829	16	\N
11624	3830	11	4701	4	7
11625	3830	11	6621	4	7
11626	3830	16	3830	16	9
11627	3830	16	3830	16	\N
11628	3831	16	3831	16	\N
11629	3832	5	5245	7	\N
11630	3832	11	5152	4	7
11631	3832	11	5245	7	\N
11632	3832	11	6621	4	7
11633	3832	16	3832	16	\N
11634	3833	2	4078	2	\N
11635	3833	2	5022	2	\N
11636	3833	2	5855	2	\N
11637	3833	11	3561	4	7
11638	3833	11	3561	7	\N
11639	3833	11	3589	4	7
11640	3833	11	3667	4	7
11641	3833	11	3963	4	7
11642	3833	11	4078	4	7
11643	3833	11	5855	4	7
11644	3833	11	5855	7	\N
11645	3833	11	6621	4	\N
11646	3833	11	6705	4	111
11647	3833	14	3333	14	\N
11648	3833	14	6025	14	\N
11649	3833	16	3833	16	9
11650	3833	16	3833	16	\N
11651	3834	16	3834	16	\N
11652	3835	16	3835	16	\N
11653	3836	11	5146	4	111
11654	3836	11	5146	7	\N
11655	3836	16	3836	16	9
11656	3836	16	3836	16	\N
11657	3836	18	3836	18	\N
11658	3837	16	3837	16	\N
11659	3838	16	3838	16	\N
11660	3839	2	3642	2	\N
11661	3839	11	3393	4	7
11662	3839	11	3400	4	112
11663	3839	11	3642	4	7
11664	3839	11	4250	4	112
11665	3839	11	5088	7	\N
11666	3839	11	5477	4	7
11667	3839	11	6138	4	7
11668	3839	11	6621	4	7
11669	3839	11	6621	4	\N
11670	3839	12	3839	12	\N
11671	3839	16	3839	16	9
11672	3839	16	3839	16	\N
11673	3839	18	3839	18	\N
11674	3840	16	3840	16	\N
11675	3841	2	3863	2	\N
11676	3841	2	3959	2	\N
11677	3841	2	4430	2	\N
11678	3841	2	5583	2	\N
11679	3841	11	4797	4	111
11680	3841	11	4797	7	\N
11681	3841	11	6621	4	7
11682	3841	16	3841	16	9
11683	3841	16	3841	16	\N
11684	3841	18	3841	18	\N
11685	3842	11	5009	4	7
11686	3842	11	5009	7	\N
11687	3842	14	3668	14	\N
11688	3842	16	3842	16	9
11689	3842	16	3842	16	\N
11690	3843	2	4179	2	\N
11691	3843	11	3350	4	143
11692	3843	11	3350	7	\N
11693	3843	16	3843	16	9
11694	3843	16	3843	16	\N
11695	3844	16	3844	16	\N
11696	3845	16	3845	16	\N
11698	3846	2	4329	2	\N
11699	3846	2	4724	2	\N
11700	3846	10	6674	9	111
11701	3846	11	3352	4	149
11702	3846	11	3352	7	\N
11703	3846	11	3575	4	111
11704	3846	11	3771	4	111
11705	3846	11	5769	7	\N
11706	3846	11	6147	7	\N
11707	3846	11	6340	4	112
11708	3846	11	6621	4	7
11709	3846	11	54610	4	7
11710	3846	14	5714	14	\N
11711	3846	14	6436	14	\N
11712	3846	16	3846	16	8
11713	3846	16	3846	16	9
11714	3846	16	3846	16	\N
11715	3846	18	3846	18	\N
11716	3847	2	3853	2	\N
11717	3847	2	5052	2	\N
11718	3847	11	3853	7	\N
11719	3847	11	6621	4	7
11720	3847	11	6621	4	\N
11721	3847	14	3417	14	\N
11722	3847	16	3847	16	9
11723	3847	16	3847	16	\N
11724	3847	18	3847	18	\N
11725	3848	16	3848	16	\N
11726	3849	11	5717	7	\N
11727	3849	12	3849	12	\N
11728	3849	14	5637	14	\N
11729	3849	14	5762	14	\N
11730	3849	16	3849	16	9
11731	3849	16	3849	16	\N
11732	3849	18	3849	18	\N
11733	3850	2	5719	2	\N
11734	3850	2	5766	2	\N
11735	3850	11	4808	4	111
11736	3850	14	3260	14	\N
11737	3850	16	3850	16	9
11738	3850	16	3850	16	\N
11739	3850	18	3850	18	\N
11740	3851	2	3503	2	\N
11741	3851	2	4457	2	\N
11742	3851	2	5561	2	\N
11743	3851	11	4457	7	\N
11744	3851	14	5561	14	\N
11745	3851	16	3851	16	9
11746	3851	16	3851	16	\N
11747	3852	16	3852	16	\N
11748	3853	2	3847	2	\N
11749	3853	11	3530	4	7
11750	3853	11	3812	4	157
11751	3853	11	3812	7	\N
11752	3853	11	5612	4	7
11753	3853	11	6063	4	7
11754	3853	11	6621	4	7
11755	3853	12	3853	12	\N
11756	3853	12	54659	12	\N
11757	3853	14	6063	14	\N
11758	3853	16	3853	16	9
11759	3853	16	3853	16	\N
11760	3854	16	3854	16	9
11761	3854	16	3854	16	\N
11762	3855	11	4956	7	\N
11763	3855	16	3855	16	\N
11764	3856	16	3856	16	9
11765	3856	16	3856	16	\N
11766	3857	11	3255	7	\N
11767	3857	11	3255	13	111
11768	3857	11	3788	4	111
11769	3857	11	3788	7	\N
11770	3857	11	3959	7	\N
11771	3857	16	3857	16	9
11772	3857	16	3857	16	\N
11773	3857	18	3857	18	\N
11774	3858	11	6538	7	\N
11775	3858	16	3858	16	\N
11776	3859	2	4851	2	\N
11777	3859	16	3859	16	9
11778	3859	16	3859	16	\N
11779	3860	11	3996	4	7
11780	3860	11	4059	4	9
11781	3860	11	5389	4	7
11782	3860	11	5466	7	\N
11783	3860	11	5466	13	143
11784	3860	11	6621	4	\N
11785	3860	12	5466	12	\N
11786	3860	16	3860	16	8
11787	3860	16	3860	16	9
11788	3860	16	3860	16	104
11789	3860	16	3860	16	\N
11790	3860	18	3860	18	\N
11791	3861	2	4739	2	\N
11792	3861	11	4589	7	\N
11793	3861	11	4739	4	112
11794	3861	11	4739	7	\N
11795	3861	11	6692	4	111
11796	3861	11	54590	4	7
11797	3861	14	5744	14	\N
11798	3861	16	3861	16	9
11799	3861	16	3861	16	\N
11800	3862	11	5098	4	111
11801	3862	11	5098	7	\N
11802	3862	12	3862	12	\N
11803	3862	16	3862	16	9
11804	3862	16	3862	16	\N
11805	3863	2	3841	2	\N
11806	3863	2	5216	2	\N
11807	3863	11	3841	4	7
11808	3863	11	5475	4	111
11809	3863	11	5475	7	\N
11810	3863	16	3863	16	9
11811	3863	16	3863	16	\N
11812	3863	18	3863	18	\N
11813	3864	11	3660	7	\N
11814	3864	16	3864	16	9
11815	3864	16	3864	16	\N
11816	3865	2	5612	2	\N
11817	3865	11	5333	4	111
11818	3865	11	6344	4	111
11819	3865	16	3865	16	9
11820	3865	16	3865	16	\N
11821	3866	2	5211	2	\N
11822	3866	2	5432	2	\N
11823	3866	2	5736	2	\N
11824	3866	14	5736	14	\N
11825	3866	16	3866	16	9
11826	3866	16	3866	16	\N
11827	3866	18	3866	18	\N
11828	3867	2	3804	2	\N
11829	3867	2	4725	2	\N
11830	3867	2	5129	2	\N
11831	3867	14	3502	14	\N
11832	3867	14	4726	14	\N
11833	3867	14	6189	14	\N
11834	3867	16	3867	16	9
11835	3867	16	3867	16	\N
11836	3868	2	4845	2	\N
11837	3868	11	3299	4	111
11838	3868	11	3299	7	\N
11839	3868	11	4845	7	\N
11840	3868	11	5747	4	111
11841	3868	11	5747	7	\N
11842	3868	16	3868	16	9
11843	3868	16	3868	16	\N
11844	3868	18	3868	18	\N
11845	3869	14	5825	14	\N
11846	3869	16	3869	16	9
11847	3869	16	3869	16	\N
11848	3870	3	6621	4	\N
11849	3870	16	3870	16	\N
11850	3871	2	5188	2	\N
11851	3871	2	5741	2	\N
11852	3871	11	3665	4	7
11853	3871	11	5559	4	7
11854	3871	16	3871	16	9
11855	3871	16	3871	16	\N
11856	3872	2	5188	2	\N
11857	3872	2	5741	2	\N
11858	3872	11	5341	7	\N
11859	3872	16	3872	16	9
11860	3872	16	3872	16	\N
11861	3873	11	3892	4	111
11862	3873	11	3892	7	\N
11863	3873	12	3873	12	\N
11864	3873	16	3873	16	9
11865	3873	16	3873	16	\N
11866	3873	18	3873	18	\N
11867	3874	11	3741	4	111
11868	3874	11	3741	7	\N
11869	3874	16	3874	16	9
11870	3874	16	3874	16	\N
11871	3875	2	4223	2	\N
11872	3875	2	5344	2	\N
11873	3875	11	4223	7	\N
11874	3875	11	4745	7	\N
11875	3875	11	4745	13	\N
11876	3875	11	5244	4	111
11877	3875	11	5244	7	\N
11878	3875	16	3875	16	9
11879	3875	16	3875	16	\N
11880	3875	18	3875	18	\N
11881	3876	2	4444	2	\N
11882	3876	14	6621	14	\N
11883	3876	16	3876	16	9
11884	3876	16	3876	16	\N
11885	3877	2	3711	2	\N
11886	3877	2	4331	2	\N
11887	3877	11	3711	7	\N
11888	3877	11	4635	7	\N
11889	3877	16	3877	16	9
11890	3877	16	3877	16	\N
11891	3877	18	3877	18	\N
11892	3878	2	4430	2	\N
11893	3878	11	4404	7	\N
11894	3878	14	5748	14	\N
11895	3878	16	3878	16	9
11896	3878	16	3878	16	\N
11897	3879	16	3879	16	\N
11899	3881	2	4862	2	\N
11900	3881	2	5347	2	\N
11901	3881	11	6313	4	143
11902	3881	11	6313	4	\N
11903	3881	16	3881	16	9
11904	3881	16	3881	16	\N
11905	3881	18	3881	18	\N
11906	3882	11	4573	7	\N
11907	3882	11	4753	4	111
11908	3882	11	4753	7	\N
11909	3882	11	5877	4	111
11910	3882	16	3882	16	9
11911	3882	16	3882	16	\N
11912	3883	11	4367	7	\N
11913	3883	11	5052	4	7
11914	3883	12	3883	12	\N
11915	3883	12	52305	12	7
11916	3883	16	3883	16	9
11917	3883	16	3883	16	\N
11918	3883	18	3883	18	\N
11919	3884	3	5826	7	\N
11920	3884	16	3884	16	\N
11921	3885	11	5758	7	\N
11922	3885	16	3885	16	9
11923	3885	16	3885	16	\N
11924	3886	2	5155	2	\N
11925	3886	2	5550	2	\N
11926	3886	2	5610	2	\N
11927	3886	2	5762	2	\N
11928	3886	11	5550	4	7
11929	3886	11	5637	7	\N
11930	3886	11	5653	4	7
11931	3886	12	3886	12	\N
11932	3886	14	5762	14	\N
11933	3886	14	6117	14	\N
11934	3886	16	3886	16	9
11935	3886	16	3886	16	\N
11936	3886	18	3886	18	\N
11937	3887	16	3887	16	\N
11938	3888	2	3438	2	\N
11939	3888	11	4884	7	\N
11940	3888	11	4944	4	143
11941	3888	11	5060	4	143
11942	3888	11	5201	4	112
11943	3888	16	3888	16	9
11944	3888	16	3888	16	\N
11945	3889	2	4531	2	\N
11946	3889	2	6623	2	\N
11947	3889	11	3942	4	7
11948	3889	11	4507	4	7
11949	3889	11	4933	4	112
11950	3889	11	4933	7	\N
11951	3889	11	6236	4	173
11952	3889	16	3889	16	9
11953	3889	16	3889	16	\N
11954	3889	18	3889	18	\N
11955	3890	2	4216	2	\N
11956	3890	2	5667	2	\N
11957	3890	11	4569	4	7
11958	3890	11	6319	4	7
11959	3890	12	4555	12	\N
11960	3890	16	3890	16	9
11961	3890	16	3890	16	\N
11962	3891	2	4171	2	\N
11963	3891	2	4512	2	\N
11964	3891	8	3891	8	\N
11965	3891	11	3534	4	111
11966	3891	11	3534	7	\N
11967	3891	11	4171	4	7
11968	3891	11	4446	7	\N
11969	3891	11	4512	7	\N
11970	3891	11	5296	4	7
11971	3891	11	5857	4	111
11972	3891	11	5857	7	\N
11973	3891	11	6019	4	7
11974	3891	11	6585	4	111
11975	3891	11	6621	4	\N
11976	3891	11	6803	4	111
11978	3891	16	3891	16	8
11979	3891	16	3891	16	9
11980	3891	16	3891	16	\N
11981	3892	16	3892	16	\N
11982	3893	11	5382	7	\N
11983	3893	16	3893	16	9
11984	3893	16	3893	16	\N
11985	3894	10	6991	9	\N
11986	3894	16	3894	16	\N
11987	3895	16	3895	16	\N
11988	3896	11	3495	4	7
11989	3896	11	4710	7	\N
11990	3896	11	6621	4	7
11991	3896	14	4710	14	\N
11992	3896	14	5773	14	\N
11993	3896	16	3896	16	9
11994	3896	16	3896	16	\N
11995	3897	3	5159	7	\N
11996	3897	16	3897	16	\N
11997	3898	11	4986	7	\N
11998	3898	11	5248	7	\N
11999	3898	11	6640	4	\N
12000	3898	11	6646	4	\N
12001	3898	16	3898	16	9
12002	3898	16	3898	16	\N
12003	3899	2	5777	2	\N
12004	3899	11	5204	7	\N
12005	3899	16	3899	16	9
12006	3899	16	3899	16	\N
12007	3899	18	3899	18	\N
12008	3900	2	3787	2	\N
12009	3900	2	5806	2	\N
12010	3900	16	3900	16	\N
12011	3901	2	5312	2	\N
12012	3901	3	6621	4	\N
12013	3901	10	6786	9	\N
12014	3901	11	5312	7	\N
12015	3901	16	3901	16	\N
12016	3902	2	5338	2	\N
12017	3902	11	3858	7	\N
12018	3902	11	4348	7	\N
12019	3902	11	5338	4	111
12020	3902	11	6476	4	111
12021	3902	11	6784	4	111
12022	3902	16	3902	16	9
12023	3902	16	3902	16	\N
12024	3903	2	3419	2	\N
12025	3903	16	3903	16	9
12026	3903	16	3903	16	\N
12027	3904	16	3904	16	\N
12028	3905	2	5335	2	\N
12029	3905	11	5382	7	\N
12030	3905	11	6531	4	141
12031	3905	11	6621	4	7
12032	3905	16	3905	16	9
12033	3905	16	3905	16	\N
12034	3906	16	3906	16	\N
12035	3907	12	3907	12	\N
12036	3907	16	3907	16	9
12037	3907	16	3907	16	\N
12038	3908	12	3908	12	\N
12039	3908	14	3593	14	\N
12040	3908	16	3908	16	9
12041	3908	16	3908	16	105
12042	3908	16	3908	16	\N
12043	3909	11	4939	7	\N
12044	3909	11	5831	7	\N
12045	3909	16	3909	16	97
12046	3909	16	3909	16	107
12047	3909	16	3909	16	165
12048	3909	16	3909	16	\N
12049	3910	12	3910	12	\N
12050	3910	16	3910	16	9
12051	3910	16	3910	16	\N
12052	3911	16	3911	16	\N
12053	3912	2	4021	2	\N
12054	3912	2	4631	2	\N
12055	3912	2	4703	2	\N
12056	3912	2	4882	2	\N
12057	3912	11	4021	7	\N
12058	3912	11	4882	7	\N
12059	3912	11	6621	4	\N
12060	3912	14	4703	14	\N
12062	3912	16	3912	16	9
12063	3912	16	3912	16	\N
12064	3913	12	3913	12	\N
12065	3913	16	3913	16	\N
12066	3914	11	3531	7	\N
12067	3914	12	3914	12	\N
12068	3914	13	\N	\N	\N
12069	3914	16	3914	16	142
12070	3914	16	3914	16	\N
12071	3915	16	3915	16	\N
12072	3916	16	3916	16	\N
12073	3917	11	5098	4	111
12074	3917	11	5098	7	\N
12075	3917	16	3917	16	9
12076	3917	16	3917	16	\N
12077	3917	18	3917	18	\N
12078	3918	14	5460	14	\N
12079	3918	16	3918	16	\N
12080	3919	11	5254	7	\N
12081	3919	11	5256	7	\N
12082	3919	11	6497	7	\N
12083	3919	14	4437	14	\N
12084	3919	16	3919	16	\N
12085	3920	14	5483	14	\N
12086	3920	14	5484	14	\N
12087	3920	16	3920	16	9
12088	3920	16	3920	16	\N
12089	3920	18	3920	18	\N
12090	3921	12	3921	12	\N
12091	3921	16	3921	16	93
12092	3921	16	3921	16	143
12093	3921	16	3921	16	\N
12094	3922	11	5814	7	\N
12095	3922	16	3922	16	\N
12096	3923	5	5338	7	\N
12097	3924	11	4508	7	\N
12098	3924	11	6020	7	\N
12099	3924	11	6147	7	\N
12100	3924	16	3924	16	\N
12101	3925	11	4199	4	111
12102	3925	11	4199	7	\N
12103	3925	11	4956	4	111
12104	3925	11	4956	7	\N
12105	3925	14	5453	14	\N
12106	3925	16	3925	16	9
12107	3925	16	3925	16	\N
12108	3926	14	5044	14	\N
12109	3926	16	3926	16	\N
12110	3927	14	6621	14	\N
12111	3927	16	3927	16	\N
12112	3928	14	4081	14	\N
12113	3928	14	5047	14	\N
12114	3928	14	5578	14	\N
12115	3928	16	3928	16	9
12116	3928	16	3928	16	\N
12117	3929	2	5383	2	\N
12118	3929	11	6206	4	111
12119	3929	11	51999	4	7
12120	3929	16	3929	16	9
12121	3929	16	3929	16	\N
12122	3930	11	3346	7	\N
12123	3930	11	3521	7	\N
12124	3930	16	3930	16	9
12125	3930	16	3930	16	\N
12126	3931	2	4363	2	\N
12127	3931	2	4908	2	\N
12128	3931	2	5079	2	\N
12129	3931	11	3927	4	111
12130	3931	11	3927	7	\N
12131	3931	11	4929	4	7
12132	3931	16	3931	16	9
12133	3931	16	3931	16	\N
12134	3932	2	4721	2	\N
12135	3932	2	5058	2	\N
12136	3932	11	4539	7	\N
12137	3932	14	5058	14	\N
12138	3932	16	3932	16	9
12139	3932	16	3932	16	\N
12140	3933	11	5552	4	7
12141	3933	11	5650	4	7
12142	3933	11	49044	4	7
12143	3933	16	3933	16	9
12144	3933	16	3933	16	\N
12145	3933	18	3933	18	\N
12146	3934	16	3934	16	\N
12147	3935	12	3935	12	\N
12148	3935	16	3935	16	111
12149	3935	16	3935	16	\N
12150	3936	2	4480	2	\N
12151	3936	11	3935	4	112
12152	3936	11	3935	7	\N
12153	3936	11	4024	4	7
12154	3936	11	4024	4	\N
12155	3936	11	6283	4	7
12156	3936	11	6563	7	\N
12157	3936	11	6621	4	7
12158	3936	11	6643	4	111
12159	3936	11	7005	4	\N
12160	3936	16	3936	16	8
12161	3936	16	3936	16	9
12162	3936	16	3936	16	\N
12163	3936	18	3936	18	\N
12164	3937	11	3632	4	7
12165	3937	11	3959	7	\N
12166	3937	11	4965	7	\N
12167	3937	11	47433	7	\N
12169	3937	14	4965	14	\N
12170	3937	14	5652	14	\N
12171	3937	16	3937	16	9
12172	3937	16	3937	16	\N
12173	3937	18	3937	18	\N
12174	3938	11	4741	7	\N
12175	3938	11	5731	7	\N
12176	3938	16	3938	16	111
12177	3938	16	3938	16	\N
12178	3939	16	3939	16	\N
12179	3940	11	6621	4	7
12180	3940	16	3940	16	9
12181	3940	16	3940	16	\N
12182	3941	11	3312	4	7
12183	3941	11	5284	4	111
12184	3941	11	5284	7	\N
