lawsectionid	law	lawsectionfrom	lawsectionpagefrom	lawsectionto	lawsectionpageto	eventtype	lawsectionamend	lawsectionnewfrom	lawsectionnewto	lawsectionnewlaw	lawsectionsymbol	lawsectionnewsymbol
1726	1244	11	509	11	509	36	\N			\N	§	
1728	1246	1	814	1	815	2	\N			\N	§	
1729	1247	1	612	2	613	7	\N			\N	§	
1730	1248	1	14	1	14	45	\N			\N	§	
1731	1249	1	887	3	888	2	\N			\N	§	
1732	1250	2	439	5	439	30	\N			\N	§	
1733	1251	1	315	2	315	2	\N			\N	§	
1734	1252	1	411	1	411	2	\N			\N	§	
1735	1253	9	49	9	49	34	\N			\N	§	
1736	1254	1	704	6	705	30	\N			\N	§	
1738	1256	1	166	1	167	2	\N			\N	§	
1739	1257	1	164	1	164	34	\N			\N	§	
1740	1257	2	164	8	166	97	\N			\N	§	
1741	1258	1	642	10	645	9	\N			\N	§	
1742	1259	6	78	7	78	2	\N			\N	§	
1743	1260	1	104	1	105	4	\N			\N	§	
1744	1261	1	1306	1	1306	2	\N			\N	§	
1745	1262	1	96	1	97	2	\N			\N	§	
1746	1263	1	540	1	541	9	1758			\N	§	
1747	1264	2	274	2	274	34	\N			\N	§	
1748	1265	4	29	7	30	43	816			\N	§	
1749	1265	1	29	3	29	9	\N			\N	§	
1750	1266	1	453	16	457	30	\N			\N	§	
1751	1267	1	526	12	530	30	\N			\N	§	
1752	1268	1	66	1	68	31	647			\N	§	
1753	1269	13	871	13	871	4	\N			\N	§	
1754	1271	1	771	3	772	2	\N			\N	§	
1755	1272	1	186	1	186	24	354			\N	§	
1756	1273	1	622	12	627	30	\N			\N	§	
1757	1274	1	301	1	301	2	\N			\N	§	
1758	1275	1	335	12	339	9	\N			\N	§	
1759	1276	1	317	2	318	2	\N			\N	§	
1760	1277	1	275	1	275	45	\N			\N	§	
1762	1279	1	229	10	233	30	\N			\N	§	
1763	1280	1	66	2	66	9	\N			\N	§	
1764	1281	1	158	1	158	2	\N			\N	§	
1765	1282	1	314	15	320	33	\N			\N	§	
1766	1283	2	674	2	675	34	\N			\N	§	
1767	1284	11	413	11	413	30	817			\N	§	
1768	1285	1	191	2	192	2	\N			\N	§	
1769	1286	1	273	1	273	2	\N			\N	§	
1770	1287	1	63	2	64	2	\N			\N	§	
1771	1288	1	146	2	147	9	\N			\N	§	
1772	1289	1	506	16	511	30	\N			\N	§	
1773	1290	9	341	11	342	36	\N			\N	§	
1774	1291	1	101	1	101	2	\N			\N	§	
1775	1292	1	49	32	63	5	\N			\N	§	
1776	1293	1	160	28	170	31	\N			\N	§	
1777	1294	1	301	2	301	2	\N			\N	§	
1778	1295	1	83	3	84	30	\N			\N	§	
1779	1296	1	35	3	35	2	\N			\N	§	
1781	1297	1	743	7	745	9	\N			\N	§	
1782	1298	11	522	13	522	36	\N			\N	§	
1783	1298	60	528	60	529	36	\N			\N	§	
1784	1298	59	528	59	528	36	\N			\N	§	
1785	1298	35	524	37	525	36	\N			\N	§	
1786	1299	1	804	12	808	33	\N			\N	§	
1787	1300	1	268	1	270	31	647			\N	§	
1788	1301	1	716	1	716	2	\N			\N	§	
1789	1302	1	177	3	178	4	\N			\N	§	
1790	1303	1	40	3	41	2	\N			\N	§	
1791	1304	53	154	53	154	36	\N			\N	§	
1792	1304	46	153	46	153	2	\N			\N	§	
1793	1305	13	539	14	540	36	\N			\N	§	
1794	1306	1	664	2	664	30	\N			\N	§	
1795	1307	1	263	7	266	30	\N			\N	§	
1796	1308	1	145	18	150	33	\N			\N	§	
1798	1309	1	340	2	340	49	\N			\N	§	
1799	1310	1	693	18	697	31	\N			\N	§	
1800	1311	1	145	1	145	2	\N			\N	§	
1801	1312	1	104	11	107	97	\N			\N	§	
1802	1313	1	135	1	135	2	\N			\N	§	
1803	1314	1	304	8	308	4	\N			\N	§	
1805	1316	6	197	6	197	49	\N			\N	§	
1806	1316	1	196	1	196	4	\N			\N	§	
1807	1317	23	45	23	45	10	\N			\N	§	
1808	1317	64	51	64	51	36	\N			\N	§	
1809	1318	2	278	10	280	30	\N			\N	§	
1810	1319	1	290	14	294	30	\N			\N	§	
1811	1320	1	40	2	41	4	\N			\N	§	
1812	1321	1	54	1	54	30	\N			\N	§	
1813	1322	2	658	25	662	33	\N			\N	§	
1814	1323	0	0	0	0	52	\N			\N	§	
1815	1324	1	157	9	159	4	\N			\N	§	
1816	1325	1	374	1	374	2	\N			\N	§	
1817	1326	1	197	1	198	2	\N			\N	§	
1818	1327	3	778	3	778	2	\N			\N	§	
1819	1328	1	718	6	720	2	\N			\N	§	
1820	1329	1	390	2	390	2	\N			\N	§	
1822	1331	1	65	12	69	30	\N			\N	§	
1827	2707	0	384	0	0	36	\N			\N	§	
1828	2628	0	229	0	0	33	\N			\N	§	
1831	2748	0	305	0	0	33	\N			\N	§	
1832	1442	0	508	0	0	10	\N			\N	§	
1833	2844	0	513	0	0	4	\N			\N	§	
1834	2595	0	329	0	0	36	\N			\N	§	
1837	1584	0	514	0	0	4	\N			\N	§	
1838	1435	0	515	0	0	36	\N			\N	§	
1839	2870	0	524	0	0	35	\N			\N	§	
1840	1462	0	530	0	0	4	\N			\N	§	
1841	1540	0	531	0	0	4	\N			\N	§	
1842	2029	0	534	0	0	4	\N			\N	§	
1847	1427	0	557	0	0	36	\N			\N	§	
1849	1357	0	574	0	0	2	\N			\N	§	
1850	1793	0	583	0	0	52	\N			\N	§	
1867	1373	1	250	5	251	33	\N			\N	§	
1872	1483	1	274	3	275	2	\N			\N	§	
1875	1480	1	361	10	365	33	\N			\N	§	
1876	2765	1	419	2	419	4	\N			\N	§	
1884	1360	1	20	10	23	33	\N			\N	§	
1895	1353	1	258	1	259	4	\N			\N	§	
1900	2648	1	299	5	300	36	\N			\N	§	
1914	1425	1	4	2	4	36	\N			\N	§	
1915	2865	1	6	1	7	2	\N			\N	§	
1916	2775	1	110	9	113	7	\N			\N	§	
1917	2873	1	143	21	150	7	\N			\N	§	
1918	1356	1	150	18	156	7	\N			\N	§	
1919	2777	1	548	15	556	7	\N			\N	§	
1920	2716	1	664	1	664	2	\N			\N	§	
1921	2753	1	698	5	699	4	\N			\N	§	
1922	2713	26	741	37	746	35	\N			\N	§	
1923	1349	1	784	8	787	31	\N			\N	§	
1924	1437	1	790	4	791	36	\N			\N	§	
1925	2598	1	878	5	879	36	\N			\N	§	
1926	1332	1	882	1	882	36	\N			\N	§	
1927	1333	1	154	4	154	36	\N			\N	§	
1928	2672	1	155	6	156	36	\N			\N	§	
1929	2671	1	188	4	189	36	\N			\N	§	
1930	1344	1	264	4	264	36	\N			\N	§	
1931	1711	1	287	6	288	36	\N			\N	§	
1932	2506	1	289	1	296	7	\N			\N	§	
2037	1451	1	435	5	436	36	\N			\N	§	
2038	1806	1	43	1	44	4	\N			\N	§	
2039	2647	1	44	13	50	4	\N			\N	§	
2040	1772	1	51	6	53	36	\N			\N	§	
2041	1715	1	70	4	72	36	\N			\N	§	
2042	1870	0	85	0	0	36	\N			\N	§	
2043	2481	1	244	4	247	36	\N			\N	§	
2044	1984	1	315	4	319	36	\N			\N	§	
2045	1672	1	491	1	492	2	\N			\N	§	
2046	2252	1	504	4	506	36	\N			\N	§	
2047	1585	1	523	5	525	36	\N			\N	§	
2048	2329	1	737	4	739	36	\N			\N	§	
2049	1896	1	600	4	602	36	\N			\N	§	
2050	2712	1	658	1	658	2	\N			\N	§	
2051	2740	1	18	5	19	4	\N			\N	§	
2052	2404	1	90	5	93	36	\N			\N	§	
2053	2617	1	133	4	135	36	\N			\N	§	
2054	1473	1	62	4	64	36	\N			\N	§	
2055	1466	1	64	1	64	4	\N			\N	§	
2056	1436	1	7	8	15	30	\N			\N	§	
2057	2391	1	10	4	12	36	\N			\N	§	
2058	2027	1	3	2	4	34	\N			\N	§	
2059	2299	1	53	4	54	36	\N			\N	§	
2060	1677	1	86	8	88	31	\N			\N	§	
2061	2732	1	5	4	5	36	\N			\N	§	
2062	2847	1	35	6	36	4	\N			\N	§	
2063	1999	1	93	13	98	4	\N			\N	§	
2064	1691	6	128	6	128	36	\N			\N	§	
2065	1691	2	126	2	127	36	\N			\N	§	
2066	1691	7	128	7	129	36	\N			\N	§	
2067	1691	1	126	1	126	36	\N			\N	§	
2068	1691	3	127	3	127	36	\N			\N	§	
2069	1691	8	129	11	132	36	\N			\N	§	
2070	1691	5	128	5	128	36	\N			\N	§	
2071	1691	4	127	4	127	36	\N			\N	§	
2072	2782	1	146	3	147	33	\N			\N	§	
2073	2076	1	47	4	48	36	\N			\N	§	
2074	2361	1	95	10	99	30	\N			\N	§	
2075	2675	1	5	1	5	4	\N			\N	§	
2076	1478	1	6	4	7	36	\N			\N	§	
2077	1549	1	42	10	46	30	\N			\N	§	
2078	2065	1	193	18	198	31	\N			\N	§	
2079	2340	1	30	11	36	5	\N			\N	§	
2080	2500	1	45	1	45	2	\N			\N	§	
2081	2208	1	65	2	65	9	\N			\N	§	
2082	2482	1	12	3	13	36	\N			\N	§	
2083	2576	1	17	5	19	36	\N			\N	§	
2084	1562	1	41	1	41	2	\N			\N	§	
2085	2557	1	47	7	49	36	\N			\N	§	
2086	1835	1	112	2	113	2	\N			\N	§	
2087	2423	1	177	2	178	2	\N			\N	§	
2088	2005	1	82	2	83	2	\N			\N	§	
2089	2045	1	89	7	92	36	\N			\N	§	
2090	2331	1	102	5	103	36	\N			\N	§	
2091	2028	1	113	5	114	36	\N			\N	§	
2092	1791	1	138	4	139	36	\N			\N	§	
2093	2761	1	185	40	203	31	\N			\N	§	
2094	2335	5	98	5	98	33	\N			\N	§	
2095	2335	26	106	26	107	33	\N			\N	§	
2096	2335	2	97	2	97	33	\N			\N	§	
2097	2335	13	102	25	106	33	\N			\N	§	
2098	2335	11	101	11	101	33	\N			\N	§	
2099	2335	3	97	3	97	33	\N			\N	§	
2100	2335	4	97	4	98	33	\N			\N	§	
2101	2335	12	101	12	102	33	\N			\N	§	
2102	2335	28	107	28	107	33	\N			\N	§	
2103	2335	27	107	27	107	33	\N			\N	§	
2104	2335	1	96	1	96	33	\N			\N	§	
2105	2335	6	98	10	101	33	\N			\N	§	
2106	1340	1	366	47	383	10	\N			\N	§	
2107	2497	1	57	12	61	2	\N			\N	§	
2108	2695	1	95	5	97	36	\N			\N	§	
2109	1994	1	99	26	110	33	\N			\N	§	
2110	2849	1	110	30	124	10	\N			\N	§	
2111	1668	1	132	6	135	36	\N			\N	§	
2112	2246	1	135	6	136	33	\N			\N	§	
2113	2110	1	209	13	214	33	\N			\N	§	
2114	2301	1	39	9	41	9	\N			\N	§	
2115	2567	7	48	8	49	36	\N			\N	§	
2116	2567	3	48	3	48	36	\N			\N	§	
2117	2567	4	48	4	48	36	\N			\N	§	
2118	2567	6	48	6	48	2	\N			\N	§	
2119	2567	5	48	5	48	36	\N			\N	§	
2120	2567	1	46	2	48	36	\N			\N	§	
2121	2407	1	67	8	70	36	\N			\N	§	
2122	2471	1	137	7	139	36	\N			\N	§	
2123	2535	1	164	7	168	2	\N			\N	§	
2124	1701	1	18	6	19	36	\N			\N	§	
2125	1773	1	35	2	36	2	\N			\N	§	
2126	2629	1	65	37	79	33	\N			\N	§	
2127	2438	1	90	16	95	30	\N			\N	§	
2128	1541	1	92	2	93	2	\N			\N	§	
2129	1601	1	107	6	109	36	\N			\N	§	
2130	1494	1	113	12	116	36	\N			\N	§	
2131	2474	1	162	2	164	36	\N			\N	§	
2132	1619	1	33	15	37	36	\N			\N	§	
2133	1864	1	67	1	67	4	\N			\N	§	
2134	2291	1	31	6	33	36	\N			\N	§	
2135	2090	1	60	4	61	9	\N			\N	§	
2136	1458	1	122	21	126	10	\N			\N	§	
2137	2151	1	139	5	140	36	\N			\N	§	
2138	1729	1	140	7	143	36	\N			\N	§	
2139	2437	1	161	6	163	36	\N			\N	§	
2140	2222	1	167	9	169	36	\N			\N	§	
2141	2549	1	186	19	194	2	\N			\N	§	
2142	1527	1	194	7	196	36	\N			\N	§	
2143	1725	1	221	1	221	2	\N			\N	§	
2144	2082	1	235	1	235	2	\N			\N	§	
2145	2658	1	237	21	244	33	\N			\N	§	
2146	1975	1	244	7	246	2	\N			\N	§	
2147	1975	8	246	13	248	2	\N			\N	§	
2148	2314	1	253	11	255	2	\N			\N	§	
2149	1878	1	264	1	264	2	\N			\N	§	
2150	1895	1	32	5	34	2	\N			\N	§	
2151	2180	1	42	10	44	36	\N			\N	§	
2152	2230	1	45	5	47	2	\N			\N	§	
2153	1438	1	47	5	48	36	\N			\N	§	
2154	2058	1	49	7	50	36	\N			\N	§	
2155	1777	1	58	5	59	2	\N			\N	§	
2156	1468	1	60	7	61	36	\N			\N	§	
2157	1901	1	72	6	73	36	\N			\N	§	
2158	2459	1	85	6	86	36	\N			\N	§	
2159	1838	1	91	1	92	2	\N			\N	§	
2160	2643	1	93	3	94	9	\N			\N	§	
2161	2290	1	96	8	98	36	\N			\N	§	
2162	1411	1	108	21	118	35	\N			\N	§	
2163	2325	1	137	7	139	36	\N			\N	§	
2164	1334	1	142	7	144	36	\N			\N	§	
2165	2552	1	148	6	150	2	\N			\N	§	
2166	1556	1	193	2	194	34	\N			\N	§	
2167	2044	1	195	2	195	34	\N			\N	§	
2168	1350	1	229	19	236	2	\N			\N	§	
2169	2635	1	265	6	266	36	\N			\N	§	
2170	1636	1	10	9	13	36	\N			\N	§	
2171	2032	1	81	6	82	36	\N			\N	§	
2172	2286	1	91	2	91	2	\N			\N	§	
2173	2661	1	97	5	99	36	\N			\N	§	
2174	1534	1	118	5	119	36	\N			\N	§	
2175	2060	1	120	2	120	2	\N			\N	§	
2177	2745	0	203	0	0	4	\N			\N	§	
2178	1731	1	16	8	18	36	\N			\N	§	
2179	2258	1	29	6	30	36	\N			\N	§	
2180	1554	1	47	6	48	36	\N			\N	§	
2181	1871	1	66	9	69	36	\N			\N	§	
2182	1354	1	86	2	86	2	\N			\N	§	
2183	2626	1	48	9	50	36	\N			\N	§	
2184	2692	1	95	10	97	36	\N			\N	§	
2185	2141	1	97	15	104	10	\N			\N	§	
2186	2543	1	125	10	127	36	\N			\N	§	
2187	2427	1	172	8	173	36	\N			\N	§	
2188	1504	1	193	16	198	30	\N			\N	§	
2189	2250	1	199	7	200	36	\N			\N	§	
2190	1795	1	21	7	23	36	\N			\N	§	
2191	2581	1	35	25	44	2	\N			\N	§	
2192	2757	1	65	37	81	5	\N			\N	§	
2193	1710	1	115	7	117	36	\N			\N	§	
2194	1958	1	222	9	224	36	\N			\N	§	
2195	2024	1	247	23	257	35	\N			\N	§	
2196	1956	1	282	14	286	36	\N			\N	§	
2197	1533	1	299	2	299	2	\N			\N	§	
2198	1959	1	5	6	7	2	\N			\N	§	
2199	2092	1	73	18	80	33	\N			\N	§	
2200	2491	1	184	25	193	30	\N			\N	§	
2201	1839	1	198	3	199	2	\N			\N	§	
2202	1717	1	208	47	233	5	\N			\N	§	
2203	2562	1	241	6	243	36	\N			\N	§	
2204	1429	1	286	13	290	30	\N			\N	§	
2205	1767	1	112	39	131	31	\N			\N	§	
2206	1842	1	149	50	168	2	\N			\N	§	
2207	1671	1	188	7	189	36	\N			\N	§	
2208	2284	1	191	7	192	36	\N			\N	§	
2209	2824	1	323	2	323	2	\N			\N	§	
2210	1361	1	369	1	370	4	\N			\N	§	
2211	2706	1	390	7	392	2	\N			\N	§	
2212	2862	1	392	79	425	9	\N			\N	§	
2213	1376	1	440	13	443	9	\N			\N	§	
2214	1448	1	444	25	459	31	\N			\N	§	
2215	2830	1	3	12	7	36	\N			\N	§	
2216	2624	1	41	3	41	2	\N			\N	§	
2217	2203	1	43	9	46	36	\N			\N	§	
2218	2063	1	64	10	68	36	\N			\N	§	
2219	1936	1	106	3	107	2	\N			\N	§	
2220	2832	1	118	14	124	35	\N			\N	§	
2221	2551	1	153	2	153	2	\N			\N	§	
2222	2160	1	226	2	226	2	\N			\N	§	
2223	1394	1	52	3	53	2	\N			\N	§	
2224	2003	1	91	9	93	36	\N			\N	§	
2225	2205	1	152	3	153	2	\N			\N	§	
2226	2786	1	153	7	155	36	\N			\N	§	
2227	1496	1	312	22	320	30	\N			\N	§	
2228	2518	1	344	23	355	35	\N			\N	§	
2229	2001	1	361	2	362	2	\N			\N	§	
2230	1343	1	159	10	162	2	\N			\N	§	
2231	1912	1	178	3	179	2	\N			\N	§	
2232	1588	1	184	6	186	4	\N			\N	§	
2233	2578	1	278	32	296	31	\N			\N	§	
2234	2534	1	333	27	343	30	\N			\N	§	
2235	2655	1	343	3	344	2	\N			\N	§	
2236	2360	1	182	5	183	36	\N			\N	§	
2237	1568	1	217	46	245	31	\N			\N	§	
2238	1651	1	439	17	447	35	\N			\N	§	
2239	1783	1	448	72	482	31	\N			\N	§	
2240	2764	1	490	2	491	4	\N			\N	§	
2241	1752	1	582	2	583	2	\N			\N	§	
2242	2859	1	765	66	798	31	\N			\N	§	
2243	2186	1	134	11	137	9	\N			\N	§	
2244	1675	1	221	2	221	2	\N			\N	§	
2245	2422	1	29	12	33	36	\N			\N	§	
2246	2596	1	244	22	256	33	\N			\N	§	
2247	1346	1	256	2	256	2	\N			\N	§	
2248	2079	1	364	4	365	4	\N			\N	§	
2249	2606	1	379	8	381	36	\N			\N	§	
2250	2548	1	430	24	442	31	\N			\N	§	
2251	2721	1	477	2	479	4	\N			\N	§	
2252	2038	1	26	8	28	36	\N			\N	§	
2253	2529	1	29	3	29	4	\N			\N	§	
2254	2774	1	44	1	45	2	\N			\N	§	
2255	2632	1	109	30	120	31	\N			\N	§	
2256	1502	1	123	38	142	31	\N			\N	§	
2257	1724	1	160	2	160	63	\N			\N	§	
2258	1519	1	307	2	308	2	\N			\N	§	
2259	2697	1	385	35	400	31	\N			\N	§	
2260	2144	1	403	2	404	2	\N			\N	§	
2261	2499	1	18	5	19	36	\N			\N	§	
2262	1553	1	21	6	22	36	\N			\N	§	
2263	1727	1	90	8	91	36	\N			\N	§	
2264	1786	1	199	17	207	35	\N			\N	§	
2265	2799	1	350	14	354	36	\N			\N	§	
2266	2125	1	368	9	371	36	\N			\N	§	
2267	1876	1	424	3	425	4	\N			\N	§	
2268	1557	1	440	2	440	2	\N			\N	§	
2269	2679	1	598	2	599	2	\N			\N	§	
2270	1622	1	5	23	15	35	\N			\N	§	
2271	2403	1	97	8	100	2	\N			\N	§	
2272	1592	2	162	2	163	36	\N			\N	§	
2273	1592	6	163	7	165	36	\N			\N	§	
2274	1592	3	163	3	163	36	\N			\N	§	
2275	1592	1	162	1	162	36	\N			\N	§	
2276	1592	5	163	5	163	36	\N			\N	§	
2277	1592	8	165	12	166	36	\N			\N	§	
2278	1592	4	163	4	163	36	\N			\N	§	
2279	1500	1	187	2	188	2	\N			\N	§	
2280	2164	1	234	15	238	63	\N			\N	§	
2281	1345	1	248	7	250	36	\N			\N	§	
2282	1546	1	268	9	270	36	\N			\N	§	
2283	2662	1	99	12	103	36	\N			\N	§	
2284	2735	1	109	9	111	36	\N			\N	§	
2285	1879	1	140	2	140	2	\N			\N	§	
2286	1824	1	207	26	220	35	\N			\N	§	
2287	1776	1	228	3	229	2	\N			\N	§	
2288	2756	1	280	33	293	10	\N			\N	§	
2289	2670	1	299	6	302	36	\N			\N	§	
2290	2528	1	320	114	370	5	\N			\N	§	
2291	2558	1	454	9	456	36	\N			\N	§	
2292	2821	1	162	37	177	9	\N			\N	§	
2293	2526	1	178	9	180	36	\N			\N	§	
2294	1644	1	85	3	86	2	\N			\N	§	
2295	1640	1	102	14	106	36	\N			\N	§	
2296	2539	1	206	2	206	2	\N			\N	§	
2297	2115	1	279	13	282	36	\N			\N	§	
2298	2306	1	289	3	289	34	\N			\N	§	
2299	1543	1	306	9	310	36	\N			\N	§	
2300	2414	1	347	119	392	5	\N			\N	§	
2301	1696	1	479	6	482	35	\N			\N	§	
2302	2231	1	180	23	186	36	\N			\N	§	
2303	2072	1	196	22	202	36	\N			\N	§	
2304	1987	1	369	10	371	36	\N			\N	§	
2305	2583	1	538	33	548	31	\N			\N	§	
2306	1693	1	561	37	577	35	\N			\N	§	
2307	2575	1	597	9	599	36	\N			\N	§	
2308	2608	1	119	7	120	36	\N			\N	§	
2309	2718	1	778	23	788	35	\N			\N	§	
2310	2762	1	819	21	828	35	\N			\N	§	
2311	2823	1	913	8	915	36	\N			\N	§	
2312	1485	1	116	34	126	31	\N			\N	§	
2313	2622	1	188	34	203	35	\N			\N	§	
2314	2011	1	224	9	226	36	\N			\N	§	
2315	2602	1	506	21	515	35	\N			\N	§	
2316	1508	1	521	1	521	2	\N			\N	§	
2317	1877	1	666	8	668	36	\N			\N	§	
2318	2696	1	710	15	714	63	\N			\N	§	
2319	2676	1	964	2	964	4	\N			\N	§	
2320	2188	1	142	9	144	36	\N			\N	§	
2321	2717	1	162	10	164	36	\N			\N	§	
2322	1661	1	253	8	256	36	\N			\N	§	
2323	1446	1	310	21	318	5	\N			\N	§	
2324	2117	1	436	3	436	2	\N			\N	§	
2325	2412	1	536	6	537	31	\N			\N	§	
2326	2784	1	657	29	670	30	\N			\N	§	
2327	1586	1	917	6	919	2	\N			\N	§	
2328	2816	1	936	15	941	36	\N			\N	§	
2329	1854	1	976	9	979	62	\N			\N	§	
2330	2457	1	20	30	31	4	\N			\N	§	
2331	2298	1	76	29	86	30	\N			\N	§	
2332	2731	1	103	32	117	31	\N			\N	§	
2333	2216	1	118	7	120	2	\N			\N	§	
2334	2536	1	314	91	350	31	\N			\N	§	
2335	1800	1	564	15	569	62	\N			\N	§	
2336	2555	1	713	8	715	36	\N			\N	§	
2337	2810	1	776	7	780	35	\N			\N	§	
2338	1665	1	785	4	785	9	\N			\N	§	
2339	2278	1	804	3	804	2	\N			\N	§	
2340	2763	1	998	10	1001	36	\N			\N	§	
2341	1785	1	111	14	115	36	\N			\N	§	
2342	2781	1	151	6	153	2	\N			\N	§	
2343	2210	1	240	17	245	31	\N			\N	§	
2344	1498	1	317	29	334	5	\N			\N	§	
2345	1372	1	371	80	405	31	\N			\N	§	
2346	1904	1	431	7	434	35	\N			\N	§	
2347	2803	1	482	8	484	2	\N			\N	§	
2348	1910	1	538	12	542	36	\N			\N	§	
2349	2723	1	595	7	597	2	\N			\N	§	
2350	1564	1	599	2	600	2	\N			\N	§	
2351	1851	1	614	17	619	36	\N			\N	§	
2352	1347	1	628	7	631	35	\N			\N	§	
2353	1455	1	645	16	652	63	\N			\N	§	
2354	1513	1	653	24	663	35	\N			\N	§	
2355	2861	1	683	35	693	35	\N			\N	§	
2356	2645	1	1161	19	1173	35	\N			\N	§	
2357	1997	1	1240	2	1240	4	\N			\N	§	
2358	1763	1	1241	38	1255	31	\N			\N	§	
2359	1970	1	1377	132	1420	9	\N			\N	§	
2360	1637	1	288	21	296	35	\N			\N	§	
2361	2682	1	546	7	549	35	\N			\N	§	
2362	2776	1	602	47	623	31	\N			\N	§	
2363	1810	1	684	15	689	36	\N			\N	§	
2364	2113	1	961	9	964	36	\N			\N	§	
2365	1954	1	1022	25	1031	35	\N			\N	§	
2366	2545	1	1070	25	1080	35	\N			\N	§	
2367	2686	1	1170	210	1250	9	\N			\N	§	
2368	1638	1	210	1	211	2	\N			\N	§	
2369	1638	108	259	109	260	2	\N			\N	§	
2370	1732	1	314	7	316	2	\N			\N	§	
2371	1934	1	337	10	340	36	\N			\N	§	
2372	2787	1	354	6	355	36	\N			\N	§	
2373	2420	1	387	8	389	9	\N			\N	§	
2374	2793	1	476	18	483	36	\N			\N	§	
2375	2605	1	604	2	604	4	\N			\N	§	
2376	1875	1	619	32	641	10	\N			\N	§	
2377	2198	1	691	10	695	36	\N			\N	§	
2378	1784	1	695	11	697	36	\N			\N	§	
2379	2509	1	808	177	875	5	\N			\N	§	
2380	2510	1	876	16	880	36	\N			\N	§	
2381	2796	1	1005	10	1008	36	\N			\N	§	
2382	2288	1	1008	2	1008	2	\N			\N	§	
2383	2330	1	1038	3	1038	2	\N			\N	§	
2384	2293	33	1060	34	1060	2	\N			\N	§	
2385	2627	1	1094	170	1164	5	\N			\N	§	
2386	2406	1	1185	4	1186	2	\N			\N	§	
2387	2402	1	1255	4	1256	4	\N			\N	§	
2388	1531	1	1264	8	1267	9	\N			\N	§	
2389	2846	1	1429	38	1448	5	\N			\N	§	
2390	1572	1	1456	2	1456	2	\N			\N	§	
2391	1547	1	301	25	308	35	\N			\N	§	
2392	2103	1	373	2	373	2	\N			\N	§	
2393	1897	1	374	9	376	36	\N			\N	§	
2394	1707	1	378	11	382	36	\N			\N	§	
2395	2634	1	405	9	407	36	\N			\N	§	
2396	2848	1	803	36	821	4	\N			\N	§	
2397	1339	1	824	12	828	31	\N			\N	§	
2398	1469	1	1040	11	1043	36	\N			\N	§	
2399	2124	1	1044	38	1061	30	\N			\N	§	
2400	2168	1	1097	8	1100	31	\N			\N	§	
2401	1406	1	203	6	204	9	\N			\N	§	
2402	2022	1	217	12	220	36	\N			\N	§	
2403	1571	1	221	7	225	35	\N			\N	§	
2404	2760	1	435	3	436	2	\N			\N	§	
2405	1491	1	484	95	518	31	\N			\N	§	
2406	2041	1	630	9	632	36	\N			\N	§	
2407	1633	1	653	51	681	5	\N			\N	§	
2408	2727	1	754	2	754	2	\N			\N	§	
2409	1745	1	792	9	794	36	\N			\N	§	
2410	1925	1	191	13	194	36	\N			\N	§	
2411	1587	1	205	3	206	2	\N			\N	§	
2412	1797	1	210	11	213	36	\N			\N	§	
2413	1604	1	216	25	229	30	\N			\N	§	
2414	2450	1	241	2	241	2	\N			\N	§	
2415	1749	1	284	6	285	36	\N			\N	§	
2416	1969	1	402	7	403	2	\N			\N	§	
2417	2694	1	500	10	503	30	\N			\N	§	
2418	2185	1	513	12	516	36	\N			\N	§	
2419	2462	1	517	25	524	10	\N			\N	§	
2420	1775	1	594	53	623	5	\N			\N	§	
2421	1766	1	623	56	648	63	\N			\N	§	
2422	2734	1	648	63	673	5	\N			\N	§	
2423	1799	1	674	99	719	31	\N			\N	§	
2424	2651	1	334	17	339	30	\N			\N	§	
2425	2235	1	430	10	433	36	\N			\N	§	
2426	2673	1	439	2	439	2	\N			\N	§	
2427	2111	1	481	2	482	36	\N			\N	§	
2428	2766	1	482	2	482	4	\N			\N	§	
2429	1728	1	484	3	485	4	\N			\N	§	
2430	1535	1	486	2	487	2	\N			\N	§	
2431	2031	1	487	8	489	36	\N			\N	§	
2432	2400	1	492	8	494	36	\N			\N	§	
2433	2365	1	503	7	505	36	\N			\N	§	
2434	2425	1	364	7	366	36	\N			\N	§	
2435	2107	1	489	6	491	2	\N			\N	§	
2436	1809	1	528	2	528	2	\N			\N	§	
2437	2097	1	543	5	543	9	\N			\N	§	
2438	1736	1	544	2	544	34	\N			\N	§	
2439	1523	1	545	12	549	36	\N			\N	§	
2440	1389	1	552	7	553	36	\N			\N	§	
2441	2181	1	562	5	563	2	\N			\N	§	
2442	2421	1	568	2	569	4	\N			\N	§	
2443	2215	1	574	3	574	10	\N			\N	§	
2444	2257	1	420	4	421	34	\N			\N	§	
2445	2785	1	421	10	423	36	\N			\N	§	
2446	2429	1	424	3	425	2	\N			\N	§	
2447	2102	1	426	12	429	36	\N			\N	§	
2448	1733	1	387	12	390	36	\N			\N	§	
2449	1526	1	390	9	392	36	\N			\N	§	
2450	2212	1	394	2	395	4	\N			\N	§	
2451	2806	1	367	10	369	36	\N			\N	§	
2452	2820	1	370	8	372	36	\N			\N	§	
2453	2597	1	375	5	376	2	\N			\N	§	
2454	1801	1	377	8	379	36	\N			\N	§	
2455	2081	1	357	9	359	36	\N			\N	§	
2456	2146	1	365	3	366	4	\N			\N	§	
2457	1563	1	367	2	368	2	\N			\N	§	
2458	2302	1	330	7	332	36	\N			\N	§	
2459	2550	1	425	2	425	34	\N			\N	§	
2460	1583	1	410	10	413	36	\N			\N	§	
