nationalarchivesid	source	government	nationalarchivesgovernmentname	nationalarchivesgovernmenttype	nationalarchivesunit	nationalarchivesunitfrom	nationalarchivesunitto	nationalarchivesexamined	nationalarchivesset
1267	10	5199	Sadsbury	Township	17500450	1051	1051	f	
1277	10	3697	Conneautville	Borough	17500450	992	996	f	
1278	10	3696	Conneaut Lake	Borough	17500450	983	991	f	
1280	10	3660	Cochranton	Borough	17500450	981	982	f	
1283	10	3576	Centerville	Borough	17500450	980	980	f	
1285	10	3533	Cambridge Springs	Borough	17500450	978	979	f	
1287	10	3434	Blooming Valley	Borough	17500450	976	977	f	
1289	10	3431	Bloomfield	Township	17500450	1049	1049	f	
1293	10	6483	Saegerstown	Borough	17500450	1017	1021	f	
1297	10	2306	Crawford	County	17500450	972	975	f	
1298	10	2306	Crawford	County	17500450	1047	1047	f	
1299	10	4627	Meadville	City	17500450	1003	1016	f	
1301	10	5850	Woodcock	Borough	17500450	1046	1046	f	
1306	10	4446	Lemoyne	Borough	17500450	1100	1105	f	
1311	10	2307	Cumberland	County	17500450	1052	1067	f	
1318	10	5857	Wormleysburg	Borough	17500450	1147	1155	f	
1324	10	5349	South Middleton	Township	17500450	1156	1157	f	
1327	10	5286	Shiremanstown	Borough	17500450	1143	1144	f	
1330	10	4628	Mechanicsburg	Borough	17500450	1106	1116	f	
1332	10	5282	Shippensburg	Borough	17500450	1134	1142	f	
1336	10	4829	Newville	Borough	17500450	1132	1133	f	
1339	10	4790	New Cumberland	Borough	17500450	1121	1131	f	
1340	10	4817	Newburg	Borough	17500450	1119	1120	f	
1341	10	4737	Mount Holly Springs	Borough	17500450	1117	1118	f	
1346	10	3534	Camp Hill	Borough	17500450	1068	1080	f	
1350	10	3545	Carlisle	Borough	17500450	1081	1099	f	
1353	10	6585	West Fairview	Borough	17500450	1145	1146	f	
1356	10	3764	Dauphin	Borough	17500450	1192	1193	f	
1358	10	3396	Berrysburg	Borough	17500450	1184	1191	f	
1359	10	6554	Uniontown	Borough	17500450	1298	1298	f	
1369	10	5813	Wiconisco	Township	17500450	1310	1310	f	
1371	10	3794	Derry	Township	17500450	1309	1309	f	
1372	10	5823	Williamstown	Borough	17500450	1299	1307	f	
1374	10	2308	Dauphin	County	17500450	1308	1308	f	
1375	10	2308	Dauphin	County	17500450	1158	1183	f	
1378	10	5409	Steelton	Borough	17500450	1286	1297	f	
1381	10	5183	Royalton	Borough	17500450	1282	1285	f	
1385	10	4963	Penbrook	Borough	17500450	1276	1281	f	
1386	10	4960	Paxtang	Borough	17500450	1274	1275	f	
1388	10	4684	Millersburg	Borough	17500450	1259	1273	f	
1392	10	4653	Middletown	Borough	17500450	1244	1258	f	
1397	10	4553	Lykens	Borough	17500450	1233	1243	f	
1404	10	4277	Hummelstown	Borough	17500450	1223	1232	f	
1405	10	4241	Highspire	Borough	17500450	1221	1222	f	
1408	10	4190	Harrisburg	City	17500450	1202	1220	f	
1410	10	4159	Halifax	Borough	17500450	1200	1201	f	
1411	10	4120	Gratz	Borough	17500450	1196	1199	f	
1412	10	3939	Elizabethville	Borough	17500450	1194	1195	f	
1417	10	4630	Media	Borough	17500450	1443	1452	f	
1419	10	3759	Darby	Borough	17500450	1378	1394	f	
1421	10	3264	Aldan	Borough	17500450	1322	1329	f	
1426	10	3485	Brookhaven	Borough	17500450	1330	1331	f	
1427	10	3609	Chester	City	17500450	1332	1346	f	
1431	10	4587	Marcus Hook	Borough	17500450	1433	1442	f	
1435	10	4413	Lansdowne	Borough	17500450	1420	1432	f	
1439	10	4111	Glenolden	Borough	17500450	1412	1419	f	
1440	10	4013	Folcroft	Borough	17500450	1406	1411	f	
1443	10	2309	Delaware	County	17500450	1311	1321	f	
1445	10	3611	Chester Heights	Borough	17500450	1347	1352	f	
1446	10	3641	Clifton Heights	Borough	17500450	1353	1364	f	
1449	10	3916	Eddystone	Borough	17500450	1404	1405	f	
1453	10	5873	Yeadon	Borough	17500450	1521	1532	f	
1458	10	5570	Upland	Borough	17500450	1519	1520	f	
1459	10	5511	Trainer	Borough	17500450	1517	1518	f	
1463	10	5456	Swarthmore	Borough	17500450	1503	1516	f	
1467	10	5267	Sharon Hill	Borough	17500450	1493	1502	f	
1468	10	5193	Rutledge	Borough	17500450	1492	1492	f	
1469	10	5173	Rose Valley	Borough	17500450	1490	1491	f	
1472	10	5145	Ridley Park	Borough	17500450	1483	1489	f	
1477	10	5090	Prospect Park	Borough	17500450	1472	1482	f	
1478	10	4952	Parkside	Borough	17500450	1470	1471	f	
1481	10	4886	Norwood	Borough	17500450	1459	1469	f	
1484	10	4731	Morton	Borough	17500450	1457	1458	f	
1485	10	4678	Millbourne	Borough	17500450	1453	1456	f	
1488	10	3879	East Lansdowne	Borough	17500450	1395	1403	f	
1489	10	3679	Colwyn	Borough	17500450	1376	1377	f	
1495	10	3675	Collingdale	Borough	17500450	1365	1375	f	
1500	10	2310	Elk	County	17500450	1577	1577	f	
1501	10	2310	Elk	County	17500450	1533	1541	f	
1503	10	6489	St. Marys	Borough	17500450	1567	1576	f	
1506	10	4347	Johnsonburg	Borough	17500450	1542	1548	f	
1511	10	5142	Ridgway	Borough	17500450	1549	1566	f	
1515	10	5143	Ridgway	Township	17500450	1579	1579	f	
1517	10	4030	Fox	Township	17500450	1578	1578	f	
1524	10	6333	Middleboro	Borough	17500450	1633	1633	f	
1525	10	6171	Fairview	Borough	17500450	1627	1628	f	
1529	10	3262	Albion	Borough	17500450	1584	1585	f	
1533	10	3720	Corry	City	17500450	1586	1596	f	
1536	10	3732	Cranesville	Borough	17500450	1597	1598	f	
1537	10	3921	Edinboro	Borough	17500450	1601	1602	f	
1538	10	3934	Elgin	Borough	17500450	1603	1604	f	
1540	10	3960	Erie	City	17500450	1605	1626	f	
1545	10	4097	Girard	Borough	17500450	1629	1632	f	
1554	10	4677	Mill Village	Borough	17500450	1634	1636	f	
1555	10	4852	North East	Borough	17500450	1637	1643	f	
1559	10	5036	Platea	Borough	17500450	1646	1647	f	
1563	10	5564	Union City	Borough	17500450	1648	1660	f	
1568	10	5678	Waterford	Borough	17500450	1661	1661	f	
1570	10	5684	Wattsburg	Borough	17500450	1662	1663	f	
1572	10	5710	Wesleyville	Borough	17500450	1664	1672	f	
1575	10	2311	Erie	County	17500450	1580	1583	f	
1576	10	6387	North Girard	Borough	17500450	1644	1645	f	
1577	10	6148	East Springfield	Borough	17500450	1599	1600	f	
1582	10	3492	Brownsville	Borough	17500450	1685	1695	f	
1583	10	3377	Belle Vernon	Borough	17500450	1680	1684	f	
1586	10	4000	Fayette City	Borough	17500450	1723	1724	f	
1587	10	3973	Fairchance	Borough	17500450	1721	1722	f	
1588	10	3966	Everson	Borough	17500450	1717	1720	f	
1590	10	3826	Dunbar	Township	17500450	1811	1811	f	
1591	10	3826	Dunbar	Township	17500450	1784	1784	f	
1592	10	3825	Dunbar	Borough	17500450	1715	1716	f	
1593	10	3766	Dawson	Borough	17500450	1710	1714	f	
1596	10	3698	Connellsville	City	17500450	1696	1709	f	
1597	10	2312	Fayette	County	17500450	1779	1779	f	
1599	10	2312	Fayette	County	17500450	1673	1679	f	
1602	10	5662	Washington	Township	17500450	1782	1782	f	
1603	10	5616	Vanderbilt	Borough	17500450	1777	1778	f	
1607	10	5566	Uniontown	City	17500450	1761	1776	f	
1612	10	5357	South Union	Township	17500450	1808	1808	f	
1613	10	5357	South Union	Township	17500450	1798	1798	f	
1614	10	5357	South Union	Township	17500450	1793	1793	f	
1616	10	5334	South Connellsville	Borough	17500450	1751	1760	f	
1617	10	5309	Smithfield	Borough	17500450	1744	1750	f	
1620	10	5121	Redstone	Township	17500450	1807	1807	f	
1621	10	5121	Redstone	Township	17500450	1805	1805	f	
1622	10	5121	Redstone	Township	17500450	1791	1791	f	
1623	10	5121	Redstone	Township	17500450	1788	1788	f	
1624	10	5121	Redstone	Township	17500450	1785	1785	f	
1625	10	5121	Redstone	Township	17500450	1783	1783	f	
1626	10	5121	Redstone	Township	17500450	1781	1781	f	
1627	10	5054	Point Marion	Borough	17500450	1742	1743	f	
1629	10	4991	Perry	Township	17500450	1809	1809	f	
1630	10	4991	Perry	Township	17500450	1803	1803	f	
1631	10	4900	Ohiopyle	Borough	17500450	1741	1741	f	
1633	10	4871	North Union	Township	17500450	1802	1802	f	
1634	10	4871	North Union	Township	17500450	1799	1799	f	
1635	10	4871	North Union	Township	17500450	1793	1793	f	
1636	10	4871	North Union	Township	17500450	1786	1786	f	
1637	10	4871	North Union	Township	17500450	1784	1784	f	
1640	10	4633	Menallen	Township	17500450	1801	1801	f	
1641	10	4633	Menallen	Township	17500450	1795	1795	f	
1644	10	4605	Masontown	Borough	17500450	1727	1740	f	
1645	10	4597	Markleysburg	Borough	17500450	1725	1726	f	
1647	10	4551	Luzerne	Township	17500450	1810	1810	f	
1648	10	4551	Luzerne	Township	17500450	1796	1796	f	
1649	10	4551	Luzerne	Township	17500450	1794	1794	f	
1650	10	4551	Luzerne	Township	17500450	1792	1792	f	
1651	10	4551	Luzerne	Township	17500450	1781	1781	f	
1654	10	4333	Jefferson	Township	17500450	1800	1800	f	
1655	10	4333	Jefferson	Township	17500450	1791	1791	f	
1658	10	4089	German	Township	17500450	1806	1806	f	
1659	10	4089	German	Township	17500450	1804	1804	f	
1660	10	4089	German	Township	17500450	1797	1797	f	
1661	10	4089	German	Township	17500450	1789	1790	f	
1662	10	4089	German	Township	17500450	1787	1787	f	
1663	10	4089	German	Township	17500450	1780	1780	f	
1665	10	4087	Georges	Township	17500450	1812	1812	f	
1667	10	5495	Tionesta	Borough	17500450	1817	1817	f	
1668	10	2313	Forest	County	17500450	1813	1816	f	
1672	10	4339	Jenks	Township	17500450	1818	1819	f	
1679	10	4155	Guilford	Township	17500451	41	42	f	
1680	10	2314	Franklin	County	17500451	39	39	f	
1681	10	2314	Franklin	County	17500450	1820	1830	f	
1683	10	5282	Shippensburg	Borough	17500451	22	22	f	
1686	10	3586	Chambersburg	Borough	17500450	1831	1836	f	
1690	10	4129	Greencastle	Borough	17500451	5	10	f	
1692	10	4136	Greene	Township	17500451	42	42	f	
1698	10	4637	Mercersburg	Borough	17500451	11	12	f	
1700	10	4712	Mont Alto	Borough	17500451	13	14	f	
1702	10	4921	Orrstown	Borough	17500451	15	21	f	
1708	10	5676	Washington	Township	17500451	40	40	f	
1710	10	5697	Waynesboro	Borough	17500451	23	38	f	
1715	10	2315	Fulton	County	17500451	43	47	f	
1717	10	4614	McConnellsburg	Borough	17500451	48	51	f	
1729	10	2316	Greene	County	17500451	91	91	f	
1731	10	6358	Mount Morris	Borough	17500451	75	75	f	
1736	10	4140	Greensboro	Borough	17500451	71	72	f	
1741	10	4325	Jefferson	Borough	17500451	73	74	f	
1744	10	4724	Morgan	Township	17500451	94	94	f	
1748	10	5128	Rices Landing	Borough	17500451	76	79	f	
1752	10	5698	Waynesburg	Borough	17500451	80	90	f	
1756	10	2316	Greene	County	17500451	52	63	f	
1758	10	3546	Carmichaels	Borough	17500451	64	68	f	
1760	10	3744	Cumberland	Township	17500451	93	93	f	
1761	10	3629	Clarksville	Borough	17500451	69	70	f	
1762	10	3744	Cumberland	Township	17500451	95	95	f	
1764	10	3830	Dunkard	Township	17500451	92	92	f	
1767	10	2317	Huntingdon	County	17500451	96	103	f	
1770	10	3267	Alexandria	Borough	17500451	104	105	f	
1772	10	3416	Birmingham	Borough	17500451	106	111	f	
1775	10	3480	Broad Top City	Borough	17500451	112	113	f	
1778	10	3560	Cassville	Borough	17500451	114	115	f	
1780	10	3656	Coalmont	Borough	17500451	116	118	f	
1783	10	3824	Dudley	Borough	17500451	119	124	f	
1787	10	4280	Huntingdon	Borough	17500451	125	143	f	
1794	10	4586	Mapleton	Borough	17500451	144	145	f	
1795	10	4596	Marklesburg	Borough	17500451	146	146	f	
1796	10	4672	Mill Creek	Borough	17500451	147	148	f	
1799	10	4752	Mount Union	Borough	17500451	149	157	f	
1803	10	4919	Orbisonia	Borough	17500451	158	159	f	
1805	10	5000	Petersburg	Borough	17500451	160	165	f	
1807	10	5163	Rockhill	Borough	17500451	166	167	f	
1808	10	5219	Saltillo	Borough	17500451	168	169	f	
1809	10	5259	Shade Gap	Borough	17500451	170	171	f	
1811	10	5288	Shirleysburg	Borough	17500451	172	179	f	
1812	10	5311	Smithfield	Township	17500451	182	183	f	
1816	10	5486	Three Springs	Borough	17500451	180	181	f	
1821	10	2318	Indiana	County	17500451	267	267	f	
1824	10	6244	Jacksonville	Borough	17500451	252	252	f	
1825	10	3303	Armagh	Borough	17500451	208	209	f	
1829	10	3426	Blairsville	Borough	17500451	210	222	f	
1835	10	3514	Burrell	Township	17500451	268	268	f	
1836	10	3537	Canoe	Township	17500451	274	274	f	
1838	10	3569	Center	Township	17500451	272	272	f	
1841	10	3602	Cherry Tree	Borough	17500451	223	225	f	
1842	10	3649	Clymer	Borough	17500451	226	230	f	
1845	10	3734	Creekside	Borough	17500451	231	232	f	
1848	10	4104	Glen Campbell	Borough	17500451	233	234	f	
1850	10	4124	Green	Township	17500451	270	270	f	
1852	10	4247	Homer City	Borough	17500451	235	240	f	
1853	10	4293	Indiana	Borough	17500451	241	251	f	
1856	10	4594	Marion Center	Borough	17500451	253	254	f	
1860	10	5046	Plumville	Borough	17500451	255	255	f	
1862	10	5112	Rayne	Township	17500451	271	271	f	
1863	10	5221	Saltsburg	Borough	17500451	256	257	f	
1864	10	5272	Shelocta	Borough	17500451	258	262	f	
1865	10	5307	Smicksburg	Borough	17500451	263	266	f	
1869	10	5785	West Wheatfield	Township	17500451	273	273	f	
1871	10	5802	White	Township	17500451	269	269	f	
1874	10	2318	Indiana	County	17500451	184	207	f	
1887	10	3721	Corsica	Borough	17500451	293	294	f	
1891	10	3487	Brookville	Borough	17500451	287	292	f	
1892	10	3481	Brockway	Borough	17500451	280	286	f	
1893	10	3410	Big Run	Borough	17500451	279	279	f	
1897	10	2319	Jefferson	County	17500451	275	278	f	
1899	10	5862	Worthville	Borough	17500451	326	327	f	
1904	10	5490	Timblin	Borough	17500451	324	325	f	
1905	10	5462	Sykesville	Borough	17500451	320	323	f	
1906	10	5442	Summerville	Borough	17500451	319	319	f	
1912	10	3989	Falls Creek	Borough	17500451	295	295	f	
1913	10	5126	Reynoldsville	Borough	17500451	308	318	f	
1916	10	5094	Punxsutawney	Borough	17500451	296	307	f	
1921	10	2320	Juniata	County	17500451	328	332	f	
1923	10	5064	Port Royal	Borough	17500451	337	338	f	
1927	10	4664	Mifflintown	Borough	17500451	335	336	f	
1928	10	4659	Mifflin	Borough	17500451	333	334	f	
1937	10	5481	Thompsontown	Borough	17500451	339	340	f	
1942	10	6613	Winton	Borough	17500451	511	521	f	
1945	10	2321	Lackawanna	County	17500451	341	348	f	
1950	10	3301	Archbald	Borough	17500451	349	349	f	
1954	10	3427	Blakely	Borough	17500451	350	360	f	
1957	10	3543	Carbondale	City	17500451	361	367	f	
1961	10	3627	Clarks Green	Borough	17500451	368	368	f	
1962	10	3628	Clarks Summit	Borough	17500451	369	379	f	
1965	10	3756	Dalton	Borough	17500451	380	381	f	
1966	10	3796	Dickson City	Borough	17500451	382	388	f	
1969	10	3832	Dunmore	Borough	17500451	389	403	f	
1976	10	4342	Jermyn	Borough	17500451	404	420	f	
1980	10	4609	Mayfield	Borough	17500451	421	424	f	
1983	10	4722	Moosic	Borough	17500451	425	434	f	
1986	10	4732	Moscow	Borough	17500451	435	439	f	
1989	10	4906	Old Forge	Borough	17500451	440	454	f	
1992	10	4913	Olyphant	Borough	17500451	455	463	f	
1998	10	5245	Scranton	City	17500451	464	492	f	
2004	10	5468	Taylor	Borough	17500451	493	499	f	
2007	10	5487	Throop	Borough	17500451	500	508	f	
2010	10	5618	Vandling	Borough	17500451	509	510	f	
2012	10	4686	Millersville	Borough	17500451	661	661	f	
2013	10	4741	Mount Joy	Township	17500451	688	688	f	
2015	10	4739	Mount Joy	Borough	17500451	662	670	f	
2020	10	4754	Mountville	Borough	17500451	671	671	f	
2021	10	4487	Lititz	Borough	17500451	632	646	f	
2026	10	4576	Manheim	Borough	17500451	647	659	f	
2031	10	2322	Lancaster	County	17500451	522	535	f	
2032	10	2322	Lancaster	County	17500451	686	686	f	
2037	10	4589	Marietta	Borough	17500451	660	660	f	
2040	10	3861	East Donegal	Township	17500451	688	688	f	
2047	10	3892	East Petersburg	Borough	17500451	573	581	f	
2050	10	3938	Elizabethtown	Borough	17500451	582	595	f	
2054	10	3958	Ephrata	Borough	17500451	596	608	f	
2061	10	4404	Lancaster	City	17500451	609	631	f	
2065	10	5475	Terre Hill	Borough	17500451	684	684	f	
2066	10	5425	Strasburg	Borough	17500451	681	683	f	
2069	10	6569	Washington	Borough	17500451	685	685	f	
2071	10	3255	Adamstown	Borough	17500451	536	551	f	
2072	10	3258	Akron	Borough	17500451	552	552	f	
2076	10	3618	Christiana	Borough	17500451	553	553	f	
2079	10	3676	Columbia	Borough	17500451	554	569	f	
2083	10	3702	Conoy	Township	17500451	687	687	f	
2085	10	3788	Denver	Borough	17500451	570	572	f	
2086	10	5216	Salisbury	Township	17500451	689	689	f	
2088	10	5098	Quarryville	Borough	17500451	679	680	f	
2094	10	4797	New Holland	Borough	17500451	672	678	f	
2098	10	3950	Ellwood City	Borough	17500451	703	716	f	
2099	10	3399	Bessemer	Borough	17500451	696	697	f	
2100	10	3948	Ellport	Borough	17500451	698	702	f	
2101	10	3957	Enon Valley	Borough	17500451	717	718	f	
2106	10	4786	New Castle	City	17500451	719	732	f	
2109	10	4814	New Wilmington	Borough	17500451	733	737	f	
2117	10	5350	South New Castle	Borough	17500451	738	739	f	
2118	10	5470	Taylor	Township	17500451	746	746	f	
2120	10	5551	Union	Township	17500451	746	747	f	
2121	10	5631	Volant	Borough	17500451	740	742	f	
2122	10	5640	Wampum	Borough	17500451	743	744	f	
2128	10	2323	Lawrence	County	17500451	745	745	f	
2129	10	2323	Lawrence	County	17500451	690	695	f	
2132	10	4219	Heidelberg	Township	17500451	842	842	f	
2135	10	6276	Lebanon Independent	Borough	17500451	814	817	f	
2136	10	4941	Palmyra	Borough	17500451	829	834	f	
2137	10	2324	Lebanon	County	17500451	838	838	f	
2138	10	2324	Lebanon	County	17500451	748	775	f	
2141	10	4680	Millcreek	Township	17500451	843	843	f	
2144	10	4850	North Cornwall	Township	17500451	844	844	f	
2147	10	5130	Richland	Borough	17500451	835	837	f	
2151	10	5326	South Annville	Township	17500451	839	839	f	
2157	10	5729	West Cornwall	Township	17500451	841	841	f	
2159	10	5749	West Lebanon	Township	17500451	844	844	f	
2160	10	4431	Lebanon	City	17500451	787	813	f	
2163	10	3637	Cleona	Borough	17500451	776	777	f	
2164	10	3719	Cornwall	Borough	17500451	778	779	f	
2165	10	4350	Jonestown	Borough	17500451	780	786	f	
2166	10	4736	Mount Gretna	Borough	17500451	818	821	f	
2167	10	4763	Myerstown	Borough	17500451	822	828	f	
2168	10	3401	Bethel	Township	17500451	840	840	f	
2174	10	3280	Allentown	City	17500451	861	871	f	
2177	10	3407	Bethlehem	City	17500451	872	872	f	
2180	10	3263	Alburtis	Borough	17500451	859	860	f	
2181	10	3563	Catasauqua	Borough	17500451	873	878	f	
2183	10	3714	Coopersburg	Borough	17500451	879	882	f	
2184	10	3716	Coplay	Borough	17500451	883	888	f	
2186	10	3954	Emmaus	Borough	17500451	889	909	f	
2189	10	4029	Fountain Hill	Borough	17500451	910	918	f	
2192	10	4557	Macungie	Borough	17500451	919	924	f	
2193	10	5300	Slatington	Borough	17500451	925	933	f	
2211	10	2325	Lehigh	County	17500451	845	858	f	
2215	10	4210	Hazleton	City	17500451	1062	1076	f	
2217	10	4209	Hazle	Township	17500451	1265	1266	f	
2218	10	4209	Hazle	Township	17500451	1261	1261	f	
2222	10	4066	Freeland	Borough	17500451	1051	1061	f	
2225	10	4026	Foster	Township	17500451	1270	1270	f	
2226	10	4026	Foster	Township	17500451	1261	1261	f	
2229	10	4023	Forty Fort	Borough	17500451	1034	1050	f	
2231	10	3982	Fairview	Township	17500451	1268	1268	f	
2236	10	3967	Exeter	Borough	17500451	1022	1033	f	
2239	10	3922	Edwardsville	Borough	17500451	1006	1021	f	
2242	10	3837	Duryea	Borough	17500451	994	1005	f	
2245	10	3834	Dupont	Borough	17500451	980	993	f	
2249	10	3753	Dallas	Borough	17500451	978	979	f	
2250	10	3724	Courtdale	Borough	17500451	976	977	f	
2252	10	3706	Conyngham	Township	17500451	1267	1267	f	
2253	10	3705	Conyngham	Borough	17500451	974	975	f	
2255	10	3520	Butler	Township	17500451	1270	1270	f	
2256	10	3520	Butler	Township	17500451	1262	1262	f	
2262	10	3328	Avoca	Borough	17500451	967	973	f	
2265	10	3313	Ashley	Borough	17500451	960	966	f	
2266	10	2326	Luzerne	County	17500451	934	959	f	
2267	10	2326	Luzerne	County	17500451	1260	1260	f	
2268	10	5771	West Pittston	Borough	17500451	1209	1221	f	
2272	10	5648	Warrior Run	Borough	17500451	1197	1198	f	
2273	10	5742	West Hazleton	Borough	17500451	1199	1208	f	
2276	10	5787	West Wyoming	Borough	17500451	1222	1232	f	
2278	10	5806	White Haven	Borough	17500451	1233	1234	f	
2279	10	5814	Wilkes-Barre	City	17500451	1235	1251	f	
2284	10	5868	Wyoming	Borough	17500451	1252	1255	f	
2287	10	5872	Yatesville	Borough	17500451	1256	1259	f	
2293	10	5461	Swoyersville	Borough	17500451	1192	1196	f	
2295	10	5433	Sugar Notch	Borough	17500451	1186	1191	f	
2298	10	5277	Shickshinny	Borough	17500451	1185	1185	f	
2300	10	5212	Salem	Township	17500451	1263	1263	f	
2303	10	5087	Pringle	Borough	17500451	1180	1184	f	
2307	10	5048	Plymouth	Borough	17500451	1165	1179	f	
2312	10	5031	Pittston	City	17500451	1149	1164	f	
2313	10	4890	Nuangola	Borough	17500451	1148	1148	f	
2315	10	4822	Newport	Township	17500451	1269	1269	f	
2316	10	4822	Newport	Township	17500451	1264	1264	f	
2317	10	4789	New Columbus	Borough	17500451	1147	1147	f	
2319	10	4770	Nescopeck	Borough	17500451	1144	1146	f	
2322	10	4764	Nanticoke	City	17500451	1134	1143	f	
2325	10	4550	Luzerne	Borough	17500451	1127	1133	f	
2327	10	4423	Laurel Run	Borough	17500451	1122	1126	f	
2330	10	4418	Larksville	Borough	17500451	1106	1121	f	
2332	10	4398	Laflin	Borough	17500451	1103	1105	f	
2336	10	6257	Kingston	Borough	17500451	1082	1102	f	
2338	10	4324	Jeddo	Borough	17500451	1080	1081	f	
