censusmapid	censusmapyear	government	censusmapgovernmentname	censusmapexamined	censusmapmin	censusmapmax	censusmap1950pertinent	censusmap1960pertinent	censusmap1970pertinent
3504	1940	5217	Salisbury Township	f	t	t	f	f	f
3505	1940	5361	South Whitehall Township	f	t	t	f	f	f
3506	1930	2325		f	f	f	f	f	f
3507	1940	2325		f	f	f	f	f	f
3508	1950	2325		f	f	f	f	f	f
3509	1960	2325		f	f	f	f	f	f
3510	1970	2325		f	f	f	f	f	f
3511	1930	6165	Emmaus	f	t	f	f	f	f
3512	1940	5601	Upper Saucon Township	f	t	t	f	f	f
3513	1940	5584	Upper Macungie Township	f	t	t	f	f	f
3514	1950	5809	Whitehall Township	f	f	t	f	f	f
3515	1940	5809	Whitehall Township	f	t	f	f	f	f
3516	1930	3280	Allentown	f	f	f	f	f	f
3517	1940	3280	Allentown	f	f	f	f	f	f
3518	1950	3280	Allentown	f	f	f	f	f	f
3519	1900	3280	Allentown	f	t	f	f	f	f
3520	1960	3280	Allentown	f	f	t	f	f	f
3521	1920	3407	Bethlehem	f	f	f	f	f	f
3522	1930	3407	Bethlehem	f	f	f	f	f	f
3523	1940	3407	Bethlehem	f	f	f	f	f	f
3524	1940	4555	Lynn Township	f	t	t	f	f	f
3525	1940	4544	Lowhill Township	f	t	t	f	f	f
3526	1950	3407	Bethlehem	f	f	f	f	f	f
3527	1960	3407	Bethlehem	f	f	t	f	f	f
3528	1950	3263	Alburtis	f	t	f	f	f	f
3529	1960	3263	Alburtis	f	f	f	f	f	f
3530	1970	3263	Alburtis	f	f	t	f	f	f
3531	1940	3563	Catasauqua	f	f	f	f	f	f
3532	1930	3563	Catasauqua	f	t	f	f	f	f
3533	1940	5701	Weisenburg Township	f	t	t	f	f	f
3534	1940	5667	Washington Township	f	t	t	f	f	f
3535	1950	3563	Catasauqua	f	f	f	f	f	f
3536	1960	3563	Catasauqua	f	f	t	f	f	f
3537	1950	3714	Coopersburg	f	t	f	f	f	f
3538	1960	3714	Coopersburg	f	f	f	f	f	f
3539	1970	3714	Coopersburg	f	f	t	f	f	f
3540	1940	3716	Coplay	f	f	f	f	f	f
3541	1950	3716	Coplay	f	f	f	f	f	f
3542	1930	3716	Coplay	f	t	f	f	f	f
3543	1960	3716	Coplay	f	f	t	f	f	f
3544	1940	3954	Emmaus	f	f	f	f	f	f
3545	1950	3954	Emmaus	f	f	f	f	f	f
3546	1960	3954	Emmaus	f	f	t	f	f	f
3547	1940	4029	Fountain Hill	f	f	f	f	f	f
3548	1950	4029	Fountain Hill	f	f	f	f	f	f
3549	1930	4029	Fountain Hill	f	t	f	f	f	f
3550	1960	4029	Fountain Hill	f	f	t	f	f	f
3551	1950	4557	Macungie	f	t	f	f	f	f
3552	1960	4557	Macungie	f	f	t	f	f	f
3553	1940	5300	Slatington	f	f	f	f	f	f
3554	1950	5300	Slatington	f	f	f	f	f	f
3555	1930	5300	Slatington	f	t	f	f	f	f
3556	1960	5300	Slatington	f	f	t	f	f	f
3557	1940	4179	Hanover Township	f	t	t	f	f	f
3558	1940	4216	Heidelburg Township	f	t	t	f	f	f
3559	1940	4522	Lower Macungie Township	f	t	t	f	f	f
3560	1940	4527	Lower Milford Township	f	t	t	f	f	f
3561	1940	5590	Upper Milford Township	f	t	t	f	f	f
3562	1940	4442	Lehman Township	f	t	t	f	f	f
3563	1950	5872	Yatesville	f	t	f	f	f	f
3564	1930	5868	Wyoming	f	t	f	f	f	f
3565	1960	5872	Yatesville	f	f	t	f	f	f
3566	1960	5868	Wyoming	f	f	t	f	f	f
3567	1950	5868	Wyoming	f	f	f	f	f	f
3568	1940	5868	Wyoming	f	f	f	f	f	f
3569	1930	5863	Wright Township	f	t	t	f	f	f
3570	1940	5815	Wilkes-Barre Township	f	f	t	f	f	f
3571	1930	5815	Wilkes-Barre Township	f	t	f	f	f	f
3572	1960	5814	Wilkes-Barre	f	f	t	f	f	f
3573	1900	5814	Wilkes-Barre	f	t	f	f	f	f
3574	1950	5814	Wilkes-Barre	f	f	f	f	f	f
3575	1940	5814	Wilkes-Barre	f	f	f	f	f	f
3576	1930	5814	Wilkes-Barre	f	f	f	f	f	f
3577	1920	5814	Wilkes-Barre	f	f	f	f	f	f
3578	1910	5814	Wilkes-Barre	f	f	f	f	f	f
3579	1960	5806	White Haven	f	f	t	f	f	f
3580	1950	5806	White Haven	f	t	f	f	f	f
3581	1960	5787	West Wyoming	f	f	t	f	f	f
3582	1920	6365	Nanticoke	f	t	f	f	f	f
3583	1930	5787	West Wyoming	f	t	f	f	f	f
3584	1950	5787	West Wyoming	f	f	f	f	f	f
3585	1940	5787	West Wyoming	f	f	f	f	f	f
3586	1960	5771	West Pittston	f	f	t	f	f	f
3587	1930	5771	West Pittston	f	t	f	f	f	f
3588	1950	5771	West Pittston	f	f	f	f	f	f
3589	1940	5771	West Pittston	f	f	f	f	f	f
3590	1970	5742	West Hazelton	f	f	t	f	f	f
3591	1920	5742	West Hazelton	f	t	f	f	f	f
3592	1960	5742	West Hazelton	f	f	f	f	f	f
3593	1950	5742	West Hazelton	f	f	f	f	f	f
3594	1940	5742	West Hazelton	f	f	f	f	f	f
3595	1930	5742	West Hazelton	f	f	f	f	f	f
3596	1960	5648	Warr ior Run	f	t	t	f	f	f
3597	1940	5560	Union Township	f	t	t	f	f	f
3598	1960	5461	Swoyersville	f	f	t	f	f	f
3599	1930	5461	Swoyersville	f	t	f	f	f	f
3600	1950	5461	Swoyersville	f	f	f	f	f	f
3601	1940	5461	Swoyersville	f	f	f	f	f	f
3602	1960	5433	Sugar Notch	f	f	t	f	f	f
3603	1930	5433	Sugar Notch	f	t	f	f	f	f
3604	1950	5433	Sugar Notch	f	f	f	f	f	f
3605	1940	5433	Sugar Notch	f	f	f	f	f	f
3606	1940	5436	Sugar Loaf Township	f	t	t	f	f	f
3607	1940	5305	Slocum Township	f	t	t	f	f	f
3608	1970	5277	Schickshinny	f	f	t	f	f	f
3609	1950	5277	Schickshinny	f	t	f	f	f	f
3610	1960	5277	Schickshinny	f	f	f	f	f	f
3611	1940	5212	Salem Township	f	t	t	f	f	f
3612	1940	5178	Ross Township	f	t	t	f	f	f
3613	1940	5127	Rice Township	f	t	t	f	f	f
3614	1960	5087	Pringle	f	f	t	f	f	f
3615	1950	5087	Pringle	f	t	f	f	f	f
3616	1940	5049	Plymouth Township	f	t	t	f	f	f
3617	1960	5048	Plymouth	f	f	t	f	f	f
3618	1930	5048	Plymouth	f	t	f	f	f	f
3619	1950	5048	Plymouth	f	f	f	f	f	f
3620	1940	5048	Plymouth	f	f	f	f	f	f
3621	1940	5035	Plains Township	f	f	t	f	f	f
3622	1930	5035	Plains Township	f	t	f	f	f	f
3623	1940	5032	Pittston Township	f	t	t	f	f	f
3624	1960	5031	Pittston	f	f	t	f	f	f
3625	1930	5031	Pittston	f	t	f	f	f	f
3626	1950	5031	Pittston	f	f	f	f	f	f
3627	1940	5031	Pittston	f	f	f	f	f	f
3628	1960	4890	Nuangola	f	f	t	f	f	f
3629	1950	4890	Nuangola	f	t	f	f	f	f
3630	1940	4822	Newport Township	f	t	t	f	f	f
3631	1970	4789	New Columbus	f	f	t	f	f	f
3632	1950	4789	New Columbus	f	t	f	f	f	f
3633	1960	4789	New Columbus	f	f	f	f	f	f
3634	1940	4771	Nescopeck Township	f	t	t	f	f	f
3635	1970	4770	Nescopeck	f	f	t	f	f	f
3636	1950	4770	Nescopeck	f	t	f	f	f	f
3637	1960	4770	Nescopeck	f	f	f	f	f	f
3638	1960	4764	Nanticoke	f	f	t	f	f	f
3639	1950	4764	Nanticoke	f	f	f	f	f	f
3640	1940	4764	Nanticoke	f	f	f	f	f	f
3641	1930	4764	Nanticoke	f	f	f	f	f	f
3642	1970	4550	Luzerne	f	f	t	f	f	f
3643	1930	4550	Luzerne	f	t	f	f	f	f
3644	1960	4550	Luzerne	f	f	f	f	f	f
3645	1950	4550	Luzerne	f	f	f	f	f	f
3646	1940	4550	Luzerne	f	f	f	f	f	f
3647	1960	4423	Laurel Rum	f	f	t	f	f	f
3648	1950	4423	Laurel Rum	f	t	f	f	f	f
3649	1960	4418	Larksville	f	f	t	f	f	f
3650	1930	4418	Larksville	f	t	f	f	f	f
3651	1950	4418	Larksville	f	f	f	f	f	f
3652	1940	4418	Larksville	f	f	f	f	f	f
3653	1940	4401	Lake Township	f	t	t	f	f	f
3654	1960	4398	Laflin	f	f	t	f	f	f
3655	1950	4398	Laflin	f	t	f	f	f	f
3656	1940	4376	Kingston Township	f	t	t	f	f	f
3657	1960	6257	Kingston	f	f	t	f	f	f
3658	1930	6257	Kingston	f	t	f	f	f	f
3659	1950	6257	Kingston	f	f	f	f	f	f
3660	1940	6257	Kingston	f	f	f	f	f	f
3661	1940	4337	Jenkins Township	f	t	t	f	f	f
3662	1950	4324	Jeddo	f	t	f	f	f	f
3663	1960	4324	Jeddo	f	f	t	f	f	f
3664	1940	4317	Jackson Township	f	t	t	f	f	f
3665	1940	4281	Huntington Township	f	t	t	f	f	f
3666	1940	4279	Hunlock Township	f	t	t	f	f	f
3667	1960	4274	Hughestown	f	f	t	f	f	f
3668	1950	4274	Hughestown	f	t	f	f	f	f
3669	1940	4244	Hollenbach Township	f	t	t	f	f	f
3670	1970	4210	Hazelton	f	f	t	f	f	f
3671	1920	4210	Hazelton	f	t	f	f	f	f
3672	1960	4210	Hazelton	f	f	f	f	f	f
3673	1950	4210	Hazelton	f	f	f	f	f	f
3674	1940	4210	Hazelton	f	f	f	f	f	f
3675	1930	4210	Hazelton	f	f	f	f	f	f
3676	1940	4209	Hazel Township	f	t	t	f	f	f
3677	1940	4176	Hanover Township	f	f	t	f	f	f
3678	1930	4176	Hanover Township	f	t	f	f	f	f
3679	1970	4066	Freeland	f	f	t	f	f	f
3680	1930	4066	Freeland	f	t	f	f	f	f
3681	1960	4066	Freeland	f	f	f	f	f	f
3682	1950	4066	Freeland	f	f	f	f	f	f
3683	1940	4066	Freeland	f	f	f	f	f	f
3684	1940	4041	Franklin Township	f	t	t	f	f	f
3685	1940	4026	Foster Township	f	t	t	f	f	f
3686	1960	4023	Forty Fort	f	f	t	f	f	f
3687	1930	4023	Forty Fort	f	t	f	f	f	f
3688	1950	4023	Forty Fort	f	f	f	f	f	f
3689	1940	4023	Forty Fort	f	f	f	f	f	f
3690	1940	3982	Fairview Township	f	t	t	f	f	f
3691	1940	3979	Fairmount Township	f	t	t	f	f	f
3692	1940	3970	Exeter Township	f	t	t	f	f	f
3693	1960	3967	Exeter	f	f	t	f	f	f
3694	1930	3967	Exeter	f	t	f	f	f	f
3695	1950	3967	Exeter	f	f	f	f	f	f
3696	1940	3967	Exeter	f	f	f	f	f	f
3697	1960	3922	Edwardsville	f	f	t	f	f	f
3698	1930	3922	Edwardsville	f	t	f	f	f	f
3699	1950	3922	Edwardsville	f	f	f	f	f	f
3700	1940	3922	Edwardsville	f	f	f	f	f	f
3701	1960	3837	Duryea	f	f	t	f	f	f
3702	1920	3837	Duryea	f	t	f	f	f	f
3703	1950	3837	Duryea	f	f	f	f	f	f
3704	1940	3837	Duryea	f	f	f	f	f	f
3705	1930	3837	Duryea	f	f	f	f	f	f
3706	1960	3834	Dupont	f	f	t	f	f	f
3707	1930	3834	Dupont	f	t	f	f	f	f
3708	1950	3834	Dupont	f	f	f	f	f	f
3709	1940	3834	Dupont	f	f	f	f	f	f
3710	1940	3807	Dorrance Township	f	t	t	f	f	f
3711	1940	3787	Dennison Township	f	t	t	f	f	f
3712	1940	3754	Dallas Township	f	t	t	f	f	f
3713	1960	3753	Dallas	f	f	t	f	f	f
3714	1950	3753	Dallas	f	t	f	f	f	f
3715	1960	3724	Courtdale	f	f	t	f	f	f
3716	1950	3724	Courtdale	f	t	f	f	f	f
3717	1940	3706	Conyngham Township	f	t	t	f	f	f
3718	1970	3705	Conyngham	f	f	t	f	f	f
3719	1960	3705	Conyngham	f	f	f	f	f	f
3720	1950	3705	Conyngham	f	t	f	f	f	f
3721	1940	3520	Butler Township	f	t	t	f	f	f
3722	1940	3498	Buck Township	f	t	t	f	f	f
3723	1970	2326	Woodside-Drifton	f	f	f	f	f	f
3724	1960	2326	Woodside-Drifton	f	f	f	f	f	f
3725	1950	2326	Woodside-Drifton	f	f	f	f	f	f
3726	1960	2326	Wilkes-Barre, Vicinity of	f	f	f	f	f	f
3727	1950	2326	Wilkes-Barre, Vicinity of	f	f	f	f	f	f
3728	1960	2326	Wanamie	f	f	f	f	f	f
3729	1950	2326	Wanamie	f	f	f	f	f	f
3730	1960	2326	Mountain Top	f	f	f	f	f	f
3731	1950	2326	Mountain Top	f	f	f	f	f	f
3732	1970	2326	Mocanaqua	f	f	f	f	f	f
3733	1960	2326	Mocanaqua	f	f	f	f	f	f
3734	1950	2326	Mocanaqua	f	f	f	f	f	f
3735	1950	2326	Milnesville	f	f	f	f	f	f
3736	1950	2326	Glen Lyon	f	f	f	f	f	f
3737	1960	2326	East Berwick	f	f	f	f	f	f
3738	1950	2326	East Berwick	f	f	f	f	f	f
3739	1950	2326	Drums	f	f	f	f	f	f
3740	1940	3419	Black Creek Township	f	t	t	f	f	f
3741	1940	3353	Bear Creek Township	f	t	t	f	f	f
3742	1960	3328	Avoca	f	f	t	f	f	f
3743	1930	3328	Avoca	f	t	f	f	f	f
3744	1950	3328	Avoca	f	f	f	f	f	f
3745	1940	3328	Avoca	f	f	f	f	f	f
3746	1960	3313	Ashley	f	f	t	f	f	f
3747	1930	3313	Ashley	f	t	f	f	f	f
3748	1950	3313	Ashley	f	f	f	f	f	f
3749	1940	3313	Ashley	f	f	f	f	f	f
3750	1930	2326		f	f	f	f	f	f
3751	1940	2326		f	f	f	f	f	f
3752	1950	2326		f	f	f	f	f	f
3753	1960	2326		f	f	f	f	f	f
3754	1970	2326		f	f	f	f	f	f
3755	1940	3307	Armstrong Township	f	t	t	f	f	f
3756	1960	2327	Garden View	f	f	f	f	f	f
3757	1950	2327	Garden View	f	f	f	f	f	f
3758	1970	2327	Faxon	f	f	f	f	f	f
3759	1960	2327	Faxon	f	f	f	f	f	f
3760	1950	2327	Faxon	f	f	f	f	f	f
3761	1970	4718	Montoursville	f	f	t	f	f	f
3762	1930	4718	Montoursville	f	t	f	f	f	f
3763	1960	4718	Montoursville	f	f	f	f	f	f
3764	1950	4718	Montoursville	f	f	f	f	f	f
3765	1940	4718	Montoursville	f	f	f	f	f	f
3766	1930	2327		f	f	f	f	f	f
3767	1940	2327		f	f	f	f	f	f
3768	1950	2327		f	f	f	f	f	f
3769	1960	2327		f	f	f	f	f	f
3770	1970	2327		f	f	f	f	f	f
3771	1960	5822	Williamsport	f	f	f	f	f	f
3772	1950	5822	Williamsport	f	f	f	f	f	f
3773	1940	5822	Williamsport	f	f	f	f	f	f
3774	1930	5822	Williamsport	f	f	f	f	f	f
3775	1920	5822	Williamsport	f	f	f	f	f	f
3776	1940	5663	Washington Township	f	t	t	f	f	f
3777	1940	5578	Upper Fairfield Township	f	t	t	f	f	f
3778	1940	5452	Susquehanna Township	f	t	t	f	f	f
3779	1970	5362	South Williamsport	f	f	t	f	f	f
3780	1930	5362	South Williamsport	f	t	f	f	f	f
3781	1960	5362	South Williamsport	f	f	f	f	f	f
3782	1950	5362	South Williamsport	f	f	f	f	f	f
3783	1940	5362	South Williamsport	f	f	f	f	f	f
3784	1940	5005	Piatt Township	f	t	t	f	f	f
3785	1940	4969	Penn Township	f	t	t	f	f	f
3786	1940	4907	Old Lycoming Township	f	t	t	f	f	f
3787	1940	4834	Nippenose Township	f	t	t	f	f	f
3788	1940	4759	Muncy Creek Township	f	t	t	f	f	f
3789	1940	4758	Muncy Township	f	t	t	f	f	f
3790	1970	4757	Muncy	f	f	t	f	f	f
3791	1950	4757	Muncy	f	t	f	f	f	f
3792	1960	4757	Muncy	f	f	f	f	f	f
3793	1940	4723	Moreland Township	f	t	t	f	f	f
3794	1960	4343	Jersey Shore	f	f	f	f	f	f
3795	1930	4343	Jersey Shore	f	t	f	f	f	f
3796	1940	4343	Jersey Shore	f	f	f	f	f	f
3797	1940	4302	Jackson Township	f	t	t	f	f	f
3798	1970	4275	Hughsville	f	f	t	f	f	f
3799	1950	4275	Hughsville	f	t	f	f	f	f
3800	1960	4275	Hughsville	f	f	f	f	f	f
3801	1940	4228	Hepburn Township	f	t	t	f	f	f
3802	1940	4081	Gamble Township	f	t	t	f	f	f
3803	1940	4054	Franklin Township	f	t	t	f	f	f
3804	1940	3977	Fairfield Township	f	t	t	f	f	f
3805	1940	3928	Eldred Township	f	t	t	f	f	f
3806	1970	3823	Duboistown	f	f	t	f	f	f
3807	1970	2327	Garden View	f	f	f	f	f	f
3808	1950	3823	Duboistown	f	t	f	f	f	f
3809	1960	3823	Duboistown	f	f	f	f	f	f
3810	1940	3746	Cummings Township	f	t	t	f	f	f
3811	1940	3662	Cogan House Township	f	t	t	f	f	f
3812	1940	3644	Clinton Township	f	t	t	f	f	f
3813	1940	3555	Cascade Township	f	t	t	f	f	f
3814	1940	3490	Brown Township	f	t	t	f	f	f
3815	1940	3458	Brady Township	f	t	t	f	f	f
3816	1940	3349	Bastress Township	f	t	t	f	f	f
3817	1940	3294	Anthony Township	f	t	t	f	f	f
3818	1970	2327	East Faxon	f	f	f	f	f	f
3819	1960	2327	East Faxon	f	f	f	f	f	f
3820	1970	4343	Jersey Shore	f	f	t	f	f	f
3821	1940	4351	Jordan Township	f	t	t	f	f	f
3822	1940	4452	Lewis Township	f	t	t	f	f	f
3823	1940	4479	Limestone Township	f	t	t	f	f	f
3824	1940	4546	Loyalsock Township	f	t	t	f	f	f
3825	1940	4552	Lycoming Township	f	t	t	f	f	f
3826	1940	4617	McHenry Township	f	t	t	f	f	f
3827	1940	5292	Shrewsbury Township	f	t	t	f	f	f
3828	1970	5218	Salladasburg	f	f	t	f	f	f
3829	1950	5218	Salladasburg	f	t	f	f	f	f
3830	1960	5218	Salladasburg	f	f	f	f	f	f
3831	1940	5076	Porter Township	f	t	t	f	f	f
3832	1940	5047	Plunketts Creek Township	f	t	t	f	f	f
3833	1940	5014	Pine Township	f	t	t	f	f	f
3834	1970	5006	Picture Rock	f	f	t	f	f	f
3835	1950	5006	Picture Rock	f	t	f	f	f	f
3836	1960	5006	Picture Rock	f	f	f	f	f	f
3837	1940	4618	Mclntyre Township	f	t	t	f	f	f
3838	1940	4623	McNett Township	f	t	t	f	f	f
3839	1940	4660	Mifflin Township	f	t	t	f	f	f
3840	1940	4675	Mill Creek Township	f	t	t	f	f	f
3841	1960	4713	Montgomery	f	f	f	f	f	f
3842	1950	4713	Montgomery	f	t	f	f	f	f
3843	1970	4713	Montgomery	f	f	t	f	f	f
3844	1950	4343	Jersey Shore	f	f	f	f	f	f
3845	1940	5854	Woodward Township	f	t	t	f	f	f
3846	1940	5843	Wolf Township	f	t	t	f	f	f
3847	1970	5822	Williamsport	f	f	t	f	f	f
3848	1910	5822	Williamsport	f	t	f	f	f	f
3849	1930	2328		f	f	f	f	f	f
3850	1940	2328		f	f	f	f	f	f
3851	1950	2328		f	f	f	f	f	f
3852	1960	2328		f	f	f	f	f	f
3853	1970	2328		f	f	f	f	f	f
3854	1910	3451	Bradford	f	f	f	f	f	f
3855	1950	2328	Durke Center	f	f	f	f	f	f
3856	1970	2328	Ludlow	f	f	f	f	f	f
3857	1960	4359	Kane	f	f	f	f	f	f
3858	1950	4359	Kane	f	f	f	f	f	f
3859	1940	4359	Kane	f	f	f	f	f	f
3860	1940	4170	Hamlin Township	f	t	t	f	f	f
3861	1940	4168	Hamilton Township	f	t	t	f	f	f
3862	1940	4028	Foster Township	f	t	t	f	f	f
3863	1940	3931	Eldred Township	f	t	t	f	f	f
3864	1970	3927	Eldred	f	f	t	f	f	f
3865	1950	3927	Eldred	f	t	f	f	f	f
3866	1960	3927	Eldred	f	f	f	f	f	f
3867	1940	3722	Corydon Township	f	t	t	f	f	f
3868	1940	3582	Ceres Township	f	t	t	f	f	f
3869	1970	4455	Lewis Run	f	f	t	f	f	f
3870	1950	4455	Lewis Run	f	t	f	f	f	f
3871	1960	4455	Lewis Run	f	f	f	f	f	f
3872	1940	4397	Lafayette Township	f	t	t	f	f	f
3873	1940	4363	Keating Township	f	t	t	f	f	f
3874	1970	4359	Kane	f	f	t	f	f	f
3875	1930	4359	Kane	f	t	f	f	f	f
3876	1940	3452	Bradford Township	f	t	t	f	f	f
3877	1970	3451	Bradford	f	f	t	f	f	f
3878	1960	3451	Bradford	f	f	f	f	f	f
3879	1950	3451	Bradford	f	f	f	f	f	f
3880	1900	3451	Bradford	f	t	f	f	f	f
3881	1940	5795	Wetmore Township	f	t	t	f	f	f
3882	1970	5306	Smethport	f	f	t	f	f	f
3883	1950	5306	Smethport	f	t	f	f	f	f
3884	1960	5306	Smethport	f	f	f	f	f	f
3885	1940	5249	Sergeant Township	f	t	t	f	f	f
3886	1940	3291	Annin Township	f	t	t	f	f	f
3887	1970	5059	Port Allegheny	f	f	t	f	f	f
3888	1950	5059	Port Allegheny	f	t	f	f	f	f
3889	1960	5059	Port Allegheny	f	f	f	f	f	f
3890	1940	4929	Otto Township	f	t	t	f	f	f
3891	1940	4885	Norwich Township	f	t	t	f	f	f
3892	1940	4738	Mount Jewett	f	t	t	f	f	f
3893	1940	4467	Liberty Township	f	t	t	f	f	f
3894	1930	3451	Bradford	f	f	f	f	f	f
3895	1920	3451	Bradford	f	f	f	f	f	f
3896	1940	5223	Sandy Creek Township	f	t	t	f	f	f
3897	1940	5096	Pymatuning Township	f	t	t	f	f	f
3898	1940	5019	Pine Township	f	t	t	f	f	f
3899	1940	4994	Perry Township	f	t	t	f	f	f
3900	1940	4928	Otter Creek Township	f	t	t	f	f	f
3901	1940	4812	New Vernon Township	f	t	t	f	f	f
3902	1970	4800	New Lebanon	f	f	t	f	f	f
3903	1960	4800	New Lebanon	f	t	f	f	f	f
3904	1940	4674	Mill Creek Township	f	t	t	f	f	f
3905	1970	4635	Mercer	f	f	t	f	f	f
3906	1960	2329	Youngstown, Vicinity of	f	f	f	f	f	f
3907	1970	2329	Sharon North	f	f	f	f	f	f
3908	1970	2329	Hillcrest	f	f	f	f	f	f
3909	1950	4635	Mercer	f	t	f	f	f	f
3910	1960	4635	Mercer	f	f	f	f	f	f
3911	1940	4464	Liberty Township	f	t	t	f	f	f
3912	1940	4400	Lake Township	f	t	t	f	f	f
3913	1940	4395	Lackawannock Township	f	t	t	f	f	f
3914	1940	4331	Jefferson Township	f	t	t	f	f	f
3915	1970	4321	Jamestown	f	f	t	f	f	f
3916	1950	3995	Farrell	f	f	f	f	f	f
3917	1940	3995	Farrell	f	f	f	f	f	f
3918	1940	3985	Fairview Township	f	t	t	f	f	f
3919	1940	3877	East Lackawannock Township	f	t	t	f	f	f
3920	1940	3782	Delaware Township	f	t	t	f	f	f
3921	1940	3772	Deer Creek Township	f	t	t	f	f	f
3922	1940	3711	Cool Spring Township	f	t	t	f	f	f
3923	1970	3626	Clark	f	f	t	f	f	f
3924	1920	6176	Farrell	f	t	f	f	f	f
3925	1930	6176	Farrell	f	f	f	f	f	f
3926	1950	6099	Clarksville	f	t	f	f	f	f
3927	1960	6099	Clarksville	f	f	f	f	f	f
3928	1940	6233	Hickory Township	f	t	t	f	f	f
3929	1940	5860	Worth Township	f	t	t	f	f	f
3930	1940	5844	Wolf Creek Township	f	t	t	f	f	f
3931	1940	5828	Wilmington Township	f	t	t	f	f	f
3932	1970	5799	Wheatland	f	f	t	f	f	f
3933	1950	5799	Wheatland	f	t	f	f	f	f
3934	1930	2329		f	f	f	f	f	f
3935	1940	2329		f	f	f	f	f	f
3936	1950	2329		f	f	f	f	f	f
3937	1960	2329		f	f	f	f	f	f
3938	1970	2329		f	f	f	f	f	f
3939	1960	5799	Wheatland	f	f	f	f	f	f
3940	1940	5778	West Salem Township	f	t	t	f	f	f
3941	1970	5759	West Middlesex	f	f	t	f	f	f
3942	1960	5759	West Middlesex	f	t	f	f	f	f
3943	1940	5432	Sugar Grove Township	f	t	t	f	f	f
3944	1970	5419	Stoneboro	f	f	t	f	f	f
3945	1950	5419	Stoneboro	f	t	f	f	f	f
3946	1960	5419	Stoneboro	f	f	f	f	f	f
3947	1940	5396	Springfield Township	f	t	t	f	f	f
3948	1940	5353	South Pymatuning Township	f	t	t	f	f	f
3949	1960	3995	Farrell	f	f	f	f	f	f
3950	1970	3995	Farrell	f	f	t	f	f	f
3951	1940	4008	Findley Township	f	t	t	f	f	f
3952	1960	4060	Fredonia	f	f	f	f	f	f
3953	1950	4060	Fredonia	f	t	f	f	f	f
3954	1970	4060	Fredonia	f	f	t	f	f	f
3955	1940	4072	French Creek Township	f	t	t	f	f	f
3956	1940	4133	Greene Township	f	t	t	f	f	f
3957	1940	4142	Greenville	f	f	f	f	f	f
3958	1930	4142	Greenville	f	t	f	f	f	f
3959	1950	4142	Greenville	f	f	f	f	f	f
3960	1960	4142	Greenville	f	f	f	f	f	f
3961	1970	4142	Greenville	f	f	t	f	f	f
3962	1940	4153	Grove City	f	f	f	f	f	f
3963	1930	4153	Grove City	f	t	f	f	f	f
3964	1950	4153	Grove City	f	f	f	f	f	f
3965	1960	4153	Grove City	f	f	f	f	f	f
3966	1970	4153	Grove City	f	f	t	f	f	f
3967	1940	4224	Hempfield Township	f	t	t	f	f	f
3968	1940	4308	Jackson Township	f	t	t	f	f	f
3969	1960	4319	Jackson Center	f	f	f	f	f	f
3970	1950	4319	Jackson Center	f	t	f	f	f	f
3971	1970	4319	Jackson Center	f	f	t	f	f	f
3972	1960	4321	Jamestown	f	f	f	f	f	f
3973	1950	4321	Jamestown	f	t	f	f	f	f
3974	1940	5274	Shenango Township	f	t	t	f	f	f
3975	1970	5270	Sheakleyville	f	f	t	f	f	f
3976	1960	5270	Sheakleyville	f	t	f	f	f	f
3977	1970	5269	Sharpsville	f	f	t	f	f	f
3978	1930	5269	Sharpsville	f	t	f	f	f	f
3979	1960	5269	Sharpsville	f	f	f	f	f	f
3980	1950	5269	Sharpsville	f	f	f	f	f	f
3981	1940	5269	Sharpsville	f	f	f	f	f	f
3982	1970	5265	Sharon	f	f	t	f	f	f
3983	1920	5265	Sharon	f	t	f	f	f	f
3984	1960	5265	Sharon	f	f	f	f	f	f
3985	1950	5265	Sharon	f	f	f	f	f	f
3986	1940	5265	Sharon	f	f	f	f	f	f
3987	1930	5265	Sharon	f	f	f	f	f	f
3988	1940	5225	Sandy Lake Township	f	t	t	f	f	f
3989	1970	5224	Sandy Lake	f	f	t	f	f	f
3990	1950	5224	Sandy Lake	f	t	f	f	f	f
3991	1960	5224	Sandy Lake	f	f	f	f	f	f
3992	1940	5211	Salem Township	f	t	t	f	f	f
3993	1930	3510	Burnham	f	t	f	f	f	f
3994	1940	3304	Armagh Township	f	t	t	f	f	f
3995	1940	3464	Bratton Township	f	t	t	f	f	f
3996	1940	3489	Brown Township	f	t	t	f	f	f
3997	1940	3510	Burnham	f	f	f	f	f	f
3998	1950	3510	Burnham	f	f	f	f	f	f
3999	1960	3510	Burnham	f	f	f	f	f	f
4000	1970	3510	Burnham	f	f	t	f	f	f
4001	1940	3770	Decatur Township	f	t	t	f	f	f
4002	1940	3791	Derry Township	f	t	t	f	f	f
4003	1940	4119	Granville Township	f	t	t	f	f	f
4004	1970	4358	Juniata Terrace	f	t	t	f	f	f
4005	1960	4380	Kistler	f	f	f	f	f	f
4006	1950	4380	Kistler	f	t	f	f	f	f
4007	1970	4380	Kistler	f	f	t	f	f	f
4008	1930	4458	Lewistown	f	f	f	f	f	f
4009	1940	4458	Lewistown	f	f	f	f	f	f
4010	1950	4458	Lewistown	f	f	f	f	f	f
4011	1960	4458	Lewistown	f	f	f	f	f	f
4012	1910	4458	Lewistown	f	t	f	f	f	f
