censusmapid	censusmapyear	government	censusmapgovernmentname	censusmapexamined	censusmapmin	censusmapmax	censusmap1950pertinent	censusmap1960pertinent	censusmap1970pertinent
531	1940	6401	Ohio Township	f	t	t	f	f	f
532	1940	6057	Borough Township	f	t	t	f	f	f
533	1940	4810	New Sewickley Township	f	t	t	f	f	f
534	1960	4794	New Galilee	f	f	t	f	f	f
535	1950	4794	New Galilee	f	t	f	f	f	f
536	1960	4782	New Brighton	f	f	t	f	f	f
537	1930	4782	New Brighton	f	t	f	f	f	f
538	1950	4782	New Brighton	f	f	f	f	f	f
539	1940	4782	New Brighton	f	f	f	f	f	f
540	1950	2290		f	f	f	f	f	f
541	1940	4593	Marion Township	f	t	t	f	f	f
542	1960	4389	Koppel	f	f	t	f	f	f
543	1950	4389	Koppel	f	t	f	f	f	f
544	1940	4290	Independence Township	f	t	t	f	f	f
545	1960	4253	Hookstown	f	f	t	f	f	f
546	1950	4253	Hookstown	f	t	f	f	f	f
547	1960	4249	Homewood	f	f	t	f	f	f
548	1950	4249	Homewood	f	t	f	f	f	f
549	1940	4187	Harmony Township	f	t	t	f	f	f
550	1940	4178	Hanover Township	f	t	t	f	f	f
551	1960	4102	Glasgow	f	f	t	f	f	f
552	1950	4102	Glasgow	f	t	f	f	f	f
553	1960	4088	Georgetown	f	f	t	f	f	f
554	1950	4088	Georgetown	f	t	f	f	f	f
555	1950	4062	Freedom	f	f	f	f	f	f
556	1960	4062	Freedom	f	f	t	f	f	f
557	1930	4062	Freedom	f	t	f	f	f	f
558	1940	4062	Freedom	f	f	f	f	f	f
559	1940	4044	Franklin Township	f	t	t	f	f	f
560	1970	4037	Frankfort Springs	f	f	t	f	f	f
561	1950	4037	Frankfort Springs	f	t	f	f	f	f
562	1960	4037	Frankfort Springs	f	f	f	f	f	f
563	1960	3990	Fallston	f	f	t	f	f	f
564	1950	3990	Fallston	f	t	f	f	f	f
565	1960	3950	Ellwood City	f	f	f	f	f	f
566	1950	3950	Ellwood City	f	f	f	f	f	f
567	1940	3950	Ellwood City	f	f	f	f	f	f
568	1930	3950	Ellwood City	f	f	f	f	f	f
569	1960	3915	Economy	f	f	t	f	f	f
570	1960	3911	Eastvale	f	f	t	f	f	f
571	1950	3911	Eastvale	f	t	f	f	f	f
572	1960	3897	East Rochester	f	f	t	f	f	f
573	1950	3897	East Rochester	f	t	f	f	f	f
574	1940	3763	Daugherty Township	f	t	t	f	f	f
575	1960	3761	Darlington	f	f	t	f	f	f
576	1950	3761	Darlington	f	t	f	f	f	f
577	1960	3704	Conway	f	f	t	f	f	f
578	1950	3704	Conway	f	t	f	f	f	f
579	1940	3616	Chippewa Township	f	t	t	f	f	f
580	1940	3573	Center Township	f	t	t	f	f	f
581	1940	3475	Brighton Township	f	t	t	f	f	f
582	1960	3473	Bridgewater	f	f	t	f	f	f
583	1950	3473	Bridgewater	f	t	f	f	f	f
584	1960	3362	Beaver Falls	f	f	t	f	f	f
585	1950	3362	Beaver Falls	f	f	f	f	f	f
586	1930	3362	Beaver Falls	f	t	f	f	f	f
587	1940	3362	Beaver Falls	f	f	f	f	f	f
588	1960	3356	Beaver	f	f	t	f	f	f
589	1950	3356	Beaver	f	f	f	f	f	f
590	1930	3356	Beaver	f	t	f	f	f	f
591	1940	3356	Beaver	f	f	f	f	f	f
592	1960	3332	Baden	f	f	t	f	f	f
593	1950	3332	Baden	f	t	f	f	f	f
594	1960	3286	Ambridge	f	f	t	f	f	f
595	1950	3286	Ambridge	f	f	f	f	f	f
596	1930	3286	Ambridge	f	t	f	f	f	f
597	1940	3286	Ambridge	f	f	f	f	f	f
598	1960	2290	Pittsburgh, Vicinity of	f	f	f	f	f	f
599	1950	2290	Pittsburgh, Vicinity of	f	f	f	f	f	f
600	1950	2290	Frisco-North Sewickley	f	f	f	f	f	f
601	1960	2290	Frisco	f	f	f	f	f	f
602	1960	5847	Woodbury	f	f	f	f	f	f
603	1940	5777	West St. Clair Township	f	t	t	f	f	f
604	1940	5773	West Providence Township	f	t	t	f	f	f
605	1940	5367	Southampton Township	f	t	t	f	f	f
606	1940	5363	South Woodbury Township	f	t	t	f	f	f
607	1970	2291	Earlston	f	f	f	f	f	f
608	1960	2291	Woodvale	f	f	f	f	f	f
609	1940	5849	Woodbury Township	f	t	t	f	f	f
610	1940	6550	Union Township	f	t	t	f	f	f
611	1970	5847	Woodbury	f	f	t	f	f	f
612	1970	2291		f	f	f	f	f	f
613	1960	2291		f	f	f	f	f	f
614	1950	2291		f	f	f	f	f	f
615	1940	2291		f	f	f	f	f	f
616	1930	2291		f	f	f	f	f	f
617	1950	5847	Woodbury	f	t	f	f	f	f
618	1940	3367	Bedford	f	f	f	f	f	f
619	1930	3367	Bedford	f	t	f	f	f	f
620	1950	3367	Bedford	f	f	f	f	f	f
621	1960	3367	Bedford	f	f	f	f	f	f
622	1970	3367	Bedford	f	f	t	f	f	f
623	1940	3368	Bedford Township	f	t	t	f	f	f
624	1940	3432	Bloomfield Township	f	t	t	f	f	f
625	1940	3479	Broad Top Township	f	t	t	f	f	f
626	1960	3654	Coaldale	f	f	f	f	f	f
627	1950	3654	Coaldale	f	t	f	f	f	f
628	1970	3654	Coaldale	f	f	t	f	f	f
629	1940	3669	Colerain Township	f	t	t	f	f	f
630	1940	3896	East Providence Township	f	t	t	f	f	f
631	1940	3899	East St. Clair Township	f	t	t	f	f	f
632	1950	3965	Everett	f	t	f	f	f	f
633	1960	3965	Everett	f	f	t	f	f	f
634	1940	4191	Harrison Township	f	t	t	f	f	f
635	1960	4256	Hopewell	f	f	f	f	f	f
636	1950	4256	Hopewell	f	t	f	f	f	f
637	1970	4256	Hopewell	f	f	t	f	f	f
638	1940	4259	Hopewell Township	f	t	t	f	f	f
639	1960	4288	Hyndman	f	t	t	f	f	f
640	1940	4356	Juniata Township	f	t	t	f	f	f
641	1940	4372	Kimmell Township	f	t	t	f	f	f
642	1940	4373	King Township	f	t	t	f	f	f
643	1940	4466	Liberty Township	f	t	t	f	f	f
644	1940	4481	Lincoln Township	f	t	t	f	f	f
645	1940	4506	Londonberry Township	f	t	t	f	f	f
646	1940	4579	Mann Township	f	t	t	f	f	f
647	1960	4580	Manns Choice	f	f	f	f	f	f
648	1950	4580	Manns Choice	f	t	f	f	f	f
649	1970	4580	Manns Choice	f	f	t	f	f	f
650	1940	4710	Monroe Township	f	t	t	f	f	f
651	1940	4766	Napier Township	f	t	t	f	f	f
652	1960	4806	New Paris	f	f	f	f	f	f
653	1950	4806	New Paris	f	t	f	f	f	f
654	1970	4806	New Paris	f	f	t	f	f	f
655	1960	5041	Pleasantvi lie	f	f	f	f	f	f
656	1950	5041	Pleasantvi lie	f	t	f	f	f	f
657	1970	5041	Pleasantvi lie	f	f	t	f	f	f
658	1960	5104	Rainsburg	f	f	f	f	f	f
659	1950	5104	Rainsburg	f	t	f	f	f	f
660	1970	5104	Rainsburg	f	f	t	f	f	f
661	1960	5204	St. Clairsville	f	f	f	f	f	f
662	1950	5204	St. Clairsville	f	t	f	f	f	f
663	1970	5204	St. Clairsville	f	f	t	f	f	f
664	1960	5231	Saxton	f	f	f	f	f	f
665	1950	5231	Saxton	f	t	f	f	f	f
666	1970	5231	Saxton	f	f	t	f	f	f
667	1960	5234	Schellsburgh	f	f	f	f	f	f
668	1950	5234	Schellsburgh	f	t	f	f	f	f
669	1970	5234	Schellsburgh	f	f	t	f	f	f
670	1940	5314	Snakespring Valley Township	f	t	t	f	f	f
671	1940	4756	Muhlenburg Township	f	t	t	f	f	f
672	1960	4744	Mount Penn	f	f	t	f	f	f
673	1930	4744	Mount Penn	f	t	f	f	f	f
674	1950	4744	Mount Penn	f	f	f	f	f	f
675	1940	4744	Mount Penn	f	f	f	f	f	f
676	1960	4696	Mohnton	f	f	t	f	f	f
677	1950	4696	Mohnton	f	t	f	f	f	f
678	1940	4607	Maxatawny Township	f	t	t	f	f	f
679	1940	4590	Marion Township	f	t	t	f	f	f
680	1940	4570	Maidencreek Township	f	t	t	f	f	f
681	1970	4556	Lyons	f	f	t	f	f	f
682	1950	4556	Lyons	f	t	f	f	f	f
683	1960	4556	Lyons	f	f	f	f	f	f
684	1940	4521	Lower Heidelburg Township	f	t	t	f	f	f
685	1940	4513	Lower Alsace Township	f	t	t	f	f	f
686	1940	4509	Longswamp Township	f	t	t	f	f	f
687	1970	4447	Lenhartsville	f	f	t	f	f	f
688	1950	4447	Lenhartsville	f	t	f	f	f	f
689	1960	4447	Lenhartsville	f	f	f	f	f	f
690	1960	4435	Leesport	f	t	t	f	f	f
691	1960	4424	Laureldale	f	f	t	f	f	f
692	1950	4424	Laureldale	f	t	f	f	f	f
693	1970	4391	Kutztown	f	f	t	f	f	f
694	1930	4391	Kutztown	f	t	f	f	f	f
695	1960	4391	Kutztown	f	f	f	f	f	f
696	1950	4391	Kutztown	f	f	f	f	f	f
697	1960	4365	Kenhorst	f	f	t	f	f	f
698	1950	4365	Kenhorst	f	t	f	f	f	f
699	1940	4332	Jefferson Township	f	t	t	f	f	f
700	1940	4229	Hereford Township	f	t	t	f	f	f
701	1940	4218	Heidelburg Township	f	t	t	f	f	f
702	1970	4163	Hamburg	f	f	t	f	f	f
703	1930	4163	Hamburg	f	t	f	f	f	f
704	1960	4163	Hamburg	f	f	f	f	f	f
705	1970	3255	Adamstown	f	f	f	f	f	f
706	1950	4163	Hamburg	f	f	f	f	f	f
707	1950	3255	Adamstown	f	f	f	f	f	f
708	1960	3255	Adamstown	f	f	f	f	f	f
709	1940	4163	Hamburg	f	f	f	f	f	f
710	1940	4144	Greenwich Township	f	t	t	f	f	f
711	1970	4011	Fleetwood	f	f	t	f	f	f
712	1950	4011	Fleetwood	f	t	f	f	f	f
713	1960	4011	Fleetwood	f	f	f	f	f	f
714	1940	3969	Exeter Township	f	t	t	f	f	f
715	1940	3842	Earl Township	f	t	t	f	f	f
716	1940	3808	Douglas Township	f	t	t	f	f	f
717	1940	3800	District Township	f	t	t	f	f	f
718	1940	3747	Cumru Township	f	t	t	f	f	f
719	1940	3668	Colebrookdale Township	f	t	t	f	f	f
720	1940	3579	Centre Township	f	t	t	f	f	f
721	1970	3574	Centerport	f	f	t	f	f	f
722	1950	3574	Centerport	f	t	f	f	f	f
723	1960	3574	Centerport	f	f	f	f	f	f
724	1940	3524	Caernarvon Township	f	t	t	f	f	f
725	1940	3466	Brecknock Township	f	t	t	f	f	f
726	1960	3447	Boyertown	f	f	f	f	f	f
727	1950	3447	Boyertown	f	f	f	f	f	f
728	1970	3447	Boyertown	f	f	t	f	f	f
729	1930	3447	Boyertown	f	t	f	f	f	f
730	1940	3447	Boyertown	f	f	f	f	f	f
731	1970	3415	Birdsboro	f	f	t	f	f	f
732	1930	3415	Birdsboro	f	t	f	f	f	f
733	1960	3415	Birdsboro	f	f	f	f	f	f
734	1950	3415	Birdsboro	f	f	f	f	f	f
735	1940	3415	Birdsboro	f	f	f	f	f	f
736	1940	3402	Bethel Township	f	t	t	f	f	f
737	1950	3395	Bernville	f	t	f	f	f	f
738	1960	3395	Bernville	f	f	f	f	f	f
739	1970	3395	Bernville	f	f	t	f	f	f
740	1940	3394	Bern Township	f	t	t	f	f	f
741	1950	3366	Bechtelsville	f	t	f	f	f	f
742	1960	3366	Bechtelsville	f	f	f	f	f	f
743	1970	3366	Bechtelsville	f	f	t	f	f	f
744	1960	3336	Bally	f	f	t	f	f	f
745	1950	3336	Bally	f	t	f	f	f	f
746	1940	3288	Amity Township	f	t	t	f	f	f
747	1940	3283	Alsace Township	f	t	t	f	f	f
748	1940	3260	Albany Township	f	t	t	f	f	f
749	1940	5155	Robeson Township	f	t	t	f	f	f
750	1970	2292		f	f	f	f	f	f
751	1960	2292		f	f	f	f	f	f
752	1950	2292		f	f	f	f	f	f
753	1940	2292		f	f	f	f	f	f
754	1930	2292		f	f	f	f	f	f
755	1960	6541	Temple	f	f	t	f	f	f
756	1950	6541	Temple	f	t	f	f	f	f
757	1960	6589	West Lawn	f	f	t	f	f	f
758	1950	6589	West Lawn	f	t	f	f	f	f
759	1960	6617	Wyomissing Hills	f	f	t	f	f	f
760	1950	6617	Wyomissing Hills	f	t	f	f	f	f
761	1960	5869	Wyomissing	f	f	t	f	f	f
762	1940	5869	Wyomissing	f	t	f	f	f	f
763	1950	5869	Wyomissing	f	f	f	f	f	f
764	1970	5845	Womelsdorf	f	f	t	f	f	f
765	1950	5845	Womelsdorf	f	t	f	f	f	f
766	1960	5845	Womelsdorf	f	f	f	f	f	f
767	1940	5838	Windsor Township	f	t	t	f	f	f
768	1960	5774	West Reading	f	f	t	f	f	f
769	1930	5774	West Reading	f	t	f	f	f	f
770	1950	5774	West Reading	f	f	f	f	f	f
771	1940	5774	West Reading	f	f	f	f	f	f
772	1970	5709	Wernersville	f	f	t	f	f	f
773	1950	5709	Wernersville	f	t	f	f	f	f
774	1960	5709	Wernersville	f	f	f	f	f	f
775	1940	5673	Washington Township	f	t	t	f	f	f
776	1940	5603	Upper Tulpehocken Township	f	t	t	f	f	f
777	1940	5573	Upper Bern Township	f	t	t	f	f	f
778	1940	5550	Union Township	f	t	t	f	f	f
779	1940	5524	Tulpehocken Township	f	t	t	f	f	f
780	1970	5503	Topton	f	f	t	f	f	f
781	1950	5503	Topton	f	t	f	f	f	f
782	1960	5503	Topton	f	f	f	f	f	f
783	1940	5489	Tilden Township	f	t	t	f	f	f
784	1970	6533	Strausstown	f	f	t	f	f	f
785	1950	6533	Strausstown	f	t	f	f	f	f
786	1960	6533	Strausstown	f	f	f	f	f	f
787	1960	5205	St. Lawrence	f	f	t	f	f	f
788	1950	5205	St. Lawrence	f	t	f	f	f	f
789	1940	5376	Spring Township	f	t	t	f	f	f
790	1940	5342	South Heidelberg Township	f	t	t	f	f	f
791	1960	5298	Sinking Spring	f	f	t	f	f	f
792	1950	5298	Sinking Spring	f	t	f	f	f	f
793	1970	5289	Shoemakersville	f	f	t	f	f	f
794	1950	5289	Shoemakersville	f	t	f	f	f	f
795	1960	5289	Shoemakersville	f	f	f	f	f	f
796	1960	5278	Shillington	f	f	t	f	f	f
797	1930	5278	Shillington	f	t	f	f	f	f
798	1950	5278	Shillington	f	f	f	f	f	f
799	1940	5278	Shillington	f	f	f	f	f	f
800	1940	5186	Ruscomb Manor Township	f	t	t	f	f	f
801	1970	5156	Rube son i a	f	f	t	f	f	f
802	1950	5156	Rube son i a	f	t	f	f	f	f
803	1960	5156	Rube son i a	f	f	f	f	f	f
804	1940	5140	Richmond Township	f	t	t	f	f	f
805	1960	5114	Reading	f	f	t	f	f	f
806	1900	5114	Reading	f	t	f	f	f	f
807	1950	5114	Reading	f	f	f	f	f	f
808	1940	5114	Reading	f	f	f	f	f	f
809	1930	5114	Reading	f	f	f	f	f	f
810	1920	5114	Reading	f	f	f	f	f	f
811	1910	5114	Reading	f	f	f	f	f	f
812	1940	5009	Pike Township	f	t	t	f	f	f
813	1940	4989	Perry Township	f	t	t	f	f	f
814	1940	4966	Penn Township	f	t	t	f	f	f
815	1940	4915	Ontelaunee Township	f	t	t	f	f	f
816	1940	4909	Oley Township	f	t	t	f	f	f
817	1940	4856	North Heidelburg Township	f	t	t	f	f	f
818	1960	2292	Reading, Vicinity of	f	f	f	f	f	f
819	1950	2292	Reading, Vicinity of	f	f	f	f	f	f
820	1970	2292	New Berlinville	f	f	f	f	f	f
821	1960	2292	New Berlinville	f	f	f	f	f	f
822	1950	2292	New Berlinville	f	f	f	f	f	f
823	1950	2292	Gibration	f	f	f	f	f	f
824	1950	2292	Blandon	f	f	f	f	f	f
825	1970	2293		f	f	f	f	f	f
826	1940	3275	Alleghany Township	f	t	t	f	f	f
827	1910	3284	Altoona	f	f	f	f	f	f
828	1920	3284	Altoona	f	f	f	f	f	f
829	1930	3284	Altoona	f	f	f	f	f	f
830	1940	3284	Altoona	f	f	f	f	f	f
831	1900	3284	Altoona	f	t	f	f	f	f
832	1950	3284	Altoona	f	f	f	f	f	f
833	1960	3284	Altoona	f	f	t	f	f	f
834	1940	3295	Antis Township	f	t	t	f	f	f
835	1950	3380	Bellwood	f	f	f	f	f	f
836	1940	3380	Bellwood	f	t	f	f	f	f
837	1960	3380	Bellwood	f	f	f	f	f	f
838	1970	3380	Bellwood	f	f	t	f	f	f
839	1940	3425	Blair Township	f	t	t	f	f	f
840	1940	3566	Catherine Township	f	t	t	f	f	f
841	1950	3829	Duncansville	f	t	f	f	f	f
842	1960	3829	Duncansville	f	f	t	f	f	f
843	1940	4058	Frankstown Township	f	t	t	f	f	f
844	1940	4064	Freedom Township	f	t	t	f	f	f
845	1940	4138	Greenfield Township	f	t	t	f	f	f
846	1940	4245	Hollidaysburg	f	f	f	f	f	f
847	1930	4245	Hollidaysburg	f	t	f	f	f	f
848	1950	4245	Hollidaysburg	f	f	f	f	f	f
849	1960	4245	Hollidaysburg	f	f	t	f	f	f
850	1940	4283	Huston Township	f	t	t	f	f	f
851	1940	4357	Juniata Township	f	t	t	f	f	f
852	1940	4498	Logan Township	f	t	t	f	f	f
853	1960	4603	Martinsburg	f	f	f	f	f	f
854	1950	4603	Martinsburg	f	t	f	f	f	f
855	1970	4603	Martinsburg	f	f	t	f	f	f
856	1950	4823	Newry	f	t	f	f	f	f
857	1960	4823	Newry	f	f	f	f	f	f
858	1970	4823	Newry	f	f	t	f	f	f
859	1940	4875	North Woodburg Township	f	t	t	f	f	f
860	1970	2293	Claysburg	f	f	f	f	f	f
861	1960	2293	Claysburg	f	f	f	f	f	f
862	1950	2293	Claysburg	f	f	f	f	f	f
863	1960	2293	Altoona, Vicinity of	f	f	f	f	f	f
864	1950	2293	Altoona, Vicinity of	f	f	f	f	f	f
865	1930	5154	Roaring Spring	f	t	f	f	f	f
866	1970	5154	Roaring Spring	f	f	t	f	f	f
867	1940	5317	Snyder Township	f	t	t	f	f	f
868	1950	5539	Tyrone	f	f	f	f	f	f
869	1960	5539	Tyrone	f	f	f	f	f	f
870	1970	5539	Tyrone	f	f	t	f	f	f
871	1940	5542	Tyrone Township	f	t	t	f	f	f
872	1970	5820	Williamsburg	f	f	t	f	f	f
873	1950	5820	Williamsburg	f	t	f	f	f	f
874	1940	5472	Taylor Township	f	t	t	f	f	f
875	1970	5528	Tunnelhill	f	f	f	f	f	f
876	1940	5539	Tyrone	f	f	f	f	f	f
877	1930	5539	Tyrone	f	t	f	f	f	f
878	1950	5154	Roaring Spring	f	f	f	f	f	f
879	1960	5154	Roaring Spring	f	f	f	f	f	f
880	1960	5820	Williamsburg	f	f	f	f	f	f
881	1940	5848	Woodbury Township	f	t	t	f	f	f
882	1920	2293		f	f	f	f	f	f
883	1930	2293		f	f	f	f	f	f
884	1940	2293		f	f	f	f	f	f
885	1950	2293		f	f	f	f	f	f
886	1960	2293		f	f	f	f	f	f
887	1910	2294		f	f	f	f	f	f
888	1960	5232	Sayre	f	f	f	f	f	f
889	1930	5232	Sayre	f	t	f	f	f	f
890	1970	5232	Sayre	f	f	t	f	f	f
891	1940	5276	Sheshequin Township	f	t	t	f	f	f
892	1940	5310	Smithfield Township	f	t	t	f	f	f
893	1940	5336	South Creek Township	f	t	t	f	f	f
894	1960	5360	South Waverly	f	f	f	f	f	f
895	1950	5360	South Waverly	f	t	f	f	f	f
896	1970	5360	South Waverly	f	f	t	f	f	f
897	1940	5399	Springfield Township	f	t	t	f	f	f
898	1940	5412	Stevens Township	f	t	t	f	f	f
899	1960	5463	Sylvania	f	f	f	f	f	f
900	1950	5463	Sylvania	f	t	f	f	f	f
901	1970	5463	Sylvania	f	f	t	f	f	f
902	1940	5476	Terry Township	f	t	t	f	f	f
903	1940	5506	Towanda	f	f	f	f	f	f
904	1950	5506	Towanda	f	f	f	f	f	f
905	1960	5506	Towanda	f	f	f	f	f	f
906	1930	5506	Towanda	f	t	f	f	f	f
907	1970	5506	Towanda	f	f	t	f	f	f
908	1940	5507	Towanda Township	f	t	t	f	f	f
909	1960	5519	Troy	f	f	f	f	f	f
910	1950	5519	Troy	f	t	f	f	f	f
911	1970	5519	Troy	f	f	t	f	f	f
912	1940	5520	Troy Township	f	t	t	f	f	f
913	1940	5534	Tuscarora Township	f	t	t	f	f	f
914	1940	5543	Ulster Township	f	t	t	f	f	f
915	1940	5645	Warren Township	f	t	t	f	f	f
916	1940	5705	Wells Township	f	t	t	f	f	f
917	1940	5721	West Burlington Township	f	t	t	f	f	f
918	1940	5830	Wilmont Township	f	t	t	f	f	f
919	1940	5835	Windham Township	f	t	t	f	f	f
920	1960	5866	Wyalusing	f	f	f	f	f	f
921	1950	5866	Wyalusing	f	t	f	f	f	f
922	1970	5866	Wyalusing	f	f	t	f	f	f
923	1940	5867	Wyalusing Township	f	t	t	f	f	f
924	1940	5870	Wysox Township	f	t	t	f	f	f
925	1940	6034	Barclay Township	f	t	t	f	f	f
926	1950	5232	Sayre	f	f	f	f	f	f
927	1920	2294		f	f	f	f	f	f
928	1930	2294		f	f	f	f	f	f
929	1940	2294		f	f	f	f	f	f
930	1950	2294		f	f	f	f	f	f
931	1960	2294		f	f	f	f	f	f
932	1970	2294		f	f	f	f	f	f
933	1960	3259	Alba	f	f	f	f	f	f
934	1950	3259	Alba	f	t	f	f	f	f
935	1970	3259	Alba	f	f	t	f	f	f
936	1940	3261	Albany Township	f	t	t	f	f	f
937	1940	3305	Armenia Township	f	t	t	f	f	f
938	1940	3317	Asylum Township	f	t	t	f	f	f
939	1940	3319	Athens	f	f	f	f	f	f
940	1950	3319	Athens	f	f	f	f	f	f
941	1960	3319	Athens	f	f	f	f	f	f
942	1930	3319	Athens	f	t	f	f	f	f
943	1970	3319	Athens	f	f	t	f	f	f
944	1940	3320	Athens Township	f	t	t	f	f	f
945	1960	3508	Burlington	f	f	f	f	f	f
946	1950	3508	Burlington	f	t	f	f	f	f
947	1970	3508	Burlington	f	f	t	f	f	f
948	1940	3509	Burlington Township	f	t	t	f	f	f
949	1960	3539	Canton	f	f	f	f	f	f
950	1950	3539	Canton	f	t	f	f	f	f
951	1970	3539	Canton	f	f	t	f	f	f
952	1940	3540	Canton Township	f	t	t	f	f	f
953	1940	3677	Columbia Township	f	t	t	f	f	f
954	1940	4047	Franklin Township	f	t	t	f	f	f
955	1940	4118	Granville Township	f	t	t	f	f	f
956	1960	4449	Le Raysville	f	f	f	f	f	f
957	1950	4449	Le Raysville	f	t	f	f	f	f
958	1970	4449	Le Raysville	f	f	t	f	f	f
959	1940	4450	Leroy Township	f	t	t	f	f	f
960	1940	4486	Litchfield Township	f	t	t	f	f	f
961	1960	4702	Monroe	f	f	f	f	f	f
962	1950	4702	Monroe	f	t	f	f	f	f
963	1970	4702	Monroe	f	f	t	f	f	f
964	1940	4706	Monroe Township	f	t	t	f	f	f
965	1960	4776	New Albany	f	f	f	f	f	f
966	1950	4776	New Albany	f	t	f	f	f	f
967	1970	4776	New Albany	f	f	t	f	f	f
968	1940	4869	North Towanda Township	f	t	t	f	f	f
969	1940	4922	Orwell Township	f	t	t	f	f	f
970	1940	4931	Overton Township	f	t	t	f	f	f
971	1940	5010	Pike Township	f	t	t	f	f	f
972	1940	5141	Ridgebury Township	f	t	t	f	f	f
973	1960	5168	Rome	f	f	f	f	f	f
974	1950	5168	Rome	f	t	f	f	f	f
975	1970	5168	Rome	f	f	t	f	f	f
976	1940	5169	Rome Township	f	t	t	f	f	f
977	1940	5232	Sayre	f	f	f	f	f	f
978	1940	3898	East Rockhill Township	f	t	f	f	f	f
979	1950	3898	East Rockhill Township	f	f	t	f	f	f
980	1960	2295	Trenton, N.J., Vicinity of	f	f	f	f	f	f
981	1960	2295	Philadelphia, Vicinity of	f	f	f	f	f	f
982	1960	5871	Yardley	f	f	t	f	f	f
983	1950	5871	Yardley	f	t	f	f	f	f
984	1950	5871	Yardley Township	f	f	f	f	f	f
985	1950	5864	Wrightstown Township	f	f	t	f	f	f
986	1940	5864	Wrightstown Township	f	t	f	f	f	f
987	1950	5651	Warwick Township	f	f	t	f	f	f
988	1940	5651	Warwick Township	f	t	f	f	f	f
989	1950	5646	Warrington Township	f	f	t	f	f	f
990	1940	5646	Warrington Township	f	t	f	f	f	f
991	1940	5642	Warminister Township	f	t	t	f	f	f
992	1950	5602	Upper Southampton Township	f	t	t	f	f	f
993	1960	5587	Upper Makefield Township	f	f	t	f	f	f
994	1950	5587	Upper Makefield Township	f	t	f	f	f	f
995	1960	5523	Tullytown	f	f	t	f	f	f
996	1950	5523	Tullytown	f	t	f	f	f	f
997	1970	5522	Trumbauersville	f	f	t	f	f	f
998	1950	5522	Trumbauersville	f	t	f	f	f	f
999	1960	5522	Trumbauersville	f	f	f	f	f	f
1000	1950	5491	Tinicum Township	f	f	t	f	f	f
1001	1940	5491	Tinicum Township	f	t	f	f	f	f
1002	1950	5395	Springfield Township	f	f	t	f	f	f
1003	1940	5395	Springfield Township	f	t	f	f	f	f
1004	1950	5320	Solebury Township	f	f	t	f	f	f
1005	1940	5320	Solebury Township	f	t	f	f	f	f
1006	1970	5297	Silverdale	f	f	t	f	f	f
1007	1950	5297	Silverdale	f	t	f	f	f	f
1008	1960	5297	Silverdale	f	f	f	f	f	f
1009	1970	5248	Sellersville	f	f	t	f	f	f
1010	1950	5248	Sellersville	f	t	f	f	f	f
1011	1960	5248	Sellersville	f	f	f	f	f	f
1012	1960	5146	Riegelsville	f	f	t	f	f	f
1013	1950	5146	Riegelsville	f	t	f	f	f	f
1014	1970	5136	Richlandtown	f	f	t	f	f	f
1015	1950	5136	Richlandtown	f	t	f	f	f	f
1016	1960	5136	Richlandtown	f	f	f	f	f	f
1017	1950	5131	Richland Township	f	f	t	f	f	f
1018	1940	5131	Richland Township	f	t	f	f	f	f
1019	1970	5097	Quakertown	f	f	t	f	f	f
1020	1930	5097	Quakertown	f	t	f	f	f	f
1021	1960	5097	Quakertown	f	f	f	f	f	f
1022	1950	5097	Quakertown	f	f	f	f	f	f
1023	1940	5097	Quakertown	f	f	f	f	f	f
1024	1950	5045	Plumstead Township	f	f	t	f	f	f
1025	1940	5045	Plumstead Township	f	t	f	f	f	f
1026	1970	4986	Perkasie	f	f	t	f	f	f
1027	1930	4986	Perkasie	f	t	f	f	f	f
1028	1960	4986	Perkasie	f	f	f	f	f	f
1029	1950	4986	Perkasie	f	f	f	f	f	f
1030	1940	4986	Perkasie	f	f	f	f	f	f
1031	1960	4981	Penndel	f	f	t	f	f	f
1032	1950	4981	Penndel	f	t	f	f	f	f
1033	1950	4878	Northampton Township	f	f	t	f	f	f
1034	1940	4878	Northampton Township	f	t	f	f	f	f
1035	1950	4835	Nockamixon Township	f	f	t	f	f	f
1036	1940	4835	Nockamixon Township	f	t	f	f	f	f
1037	1950	4827	Newtown Township	f	f	t	f	f	f
1038	1940	4827	Newtown Township	f	t	f	f	f	f
1039	1960	4826	Newtown	f	f	t	f	f	f
1040	1950	4826	Newtown	f	t	f	f	f	f
1041	1970	4798	New Hope	f	f	t	f	f	f
1042	1950	4798	New Hope	f	t	f	f	f	f
1043	1960	4798	New Hope	f	f	f	f	f	f
1044	1950	4784	New Britain Township	f	f	t	f	f	f
1045	1940	4784	New Britain Township	f	t	f	f	f	f
1046	1970	4783	New Britain	f	f	t	f	f	f
1047	1950	4783	New Britain	f	t	f	f	f	f
1048	1960	4783	New Britain	f	f	f	f	f	f
1049	1960	4730	Morrisville	f	f	t	f	f	f
1050	1930	4730	Morrisville	f	t	f	f	f	f
1051	1950	4730	Morrisville	f	f	f	f	f	f
1052	1940	4730	Morrisville	f	f	f	f	f	f
1053	1950	4671	Milford Township	f	f	t	f	f	f
1054	1940	4671	Milford Township	f	t	f	f	f	f
1055	1950	4655	Middletown Township	f	f	t	f	f	f
1056	1940	4655	Middletown Township	f	t	f	f	f	f
1057	1940	4537	Lower Southampton Township	f	t	t	f	f	f
