affectedgovernmentgisid	affectedgovernment	governmentshape
48550	29237	2435
48551	29237	2497
48552	29239	2912
48553	29237	3020
48554	29237	3099
48555	29239	3172
48556	29239	3188
48557	29237	3333
48558	29237	3340
48559	29237	3576
48560	29237	3581
48561	29239	3628
48562	29239	3844
48563	29239	4174
48564	29239	4198
48565	29239	4328
48566	29239	4438
48567	29239	4667
48568	29237	4855
48569	29237	5016
48570	29237	5174
48572	29239	5458
48573	29239	5461
48574	29239	5531
48575	29239	5603
48576	29239	5654
48577	29237	5728
48578	29239	5759
48579	29239	7664
48580	29239	7667
48581	29239	7670
48582	29239	7671
48583	29239	7674
48584	29239	12342
48585	29239	12645
48586	29239	14435
48587	29239	14437
48588	29239	14438
48589	29237	14439
48590	29239	14441
48591	29239	14442
48592	29239	14443
48593	29239	14482
48594	29239	14483
48595	29239	14484
48596	29237	29117
48597	29237	29156
48598	29237	29157
48599	29237	29164
48600	29237	29166
48601	29237	29167
48602	29237	29168
48603	29237	29169
48604	29239	29198
48605	29239	29199
48606	29239	29200
48607	29239	29201
48608	29239	30120
48609	29237	30460
48610	29237	30464
48611	29237	30465
48612	29237	30466
48613	29237	30468
48614	29239	30470
48615	29237	30471
48616	29239	30472
48617	29239	31423
48618	29239	31545
48619	29239	31795
48620	29239	32350
48621	29239	32351
48622	29239	32352
48623	29239	32353
48624	29239	32354
48625	29239	32355
48626	29239	32356
48627	29239	32357
48628	29239	32359
48629	29239	32360
48630	29239	32361
48631	29237	33156
48632	29239	33190
48633	29239	33191
48634	29239	33195
48635	29239	33196
48636	29239	33200
48637	29239	33201
48638	29382	731
48639	29382	1404
48640	29382	1439
48641	29382	1480
48642	29382	2538
48643	29382	2699
48644	29382	2995
48645	29382	3771
48646	29382	4069
48647	29382	4314
48648	29382	4457
48649	29382	4685
48650	29382	4992
48651	29382	5879
48652	29382	12660
48653	29382	14097
48654	29382	14098
48655	29382	14099
48656	29382	14100
48657	29382	14729
48658	29382	29082
48659	29382	29083
48660	29382	29084
48661	29382	29085
48662	29382	29092
48663	29382	29093
48664	29382	29103
48665	29382	29104
48666	29382	29115
48667	29382	29116
48668	29239	357
48669	29239	405
48670	29239	746
48671	29239	1001
48672	29239	1583
48673	29239	1745
48674	29239	1967
48675	29239	2056
48676	29239	2576
48677	29239	2766
48678	29239	4310
48679	29239	4880
48680	29239	4980
48681	29239	5438
48682	29239	5492
48683	29239	6637
48684	29239	12343
48685	29239	12344
48686	29239	12345
48687	29239	12346
48688	29239	12347
48689	29239	12348
48690	29239	12349
48691	29239	12352
48692	29239	12353
48693	29239	12355
48694	29239	12356
48695	29239	12357
48696	29239	12358
48697	29239	12359
48698	29239	13159
48699	29239	29154
48700	29239	34602
48701	29239	34603
48702	29239	34604
48703	29239	34605
48704	29239	1384
48705	29239	1627
48706	29239	3321
48707	29239	4318
48708	29239	7665
48709	29239	7666
48710	29239	7669
48711	29239	7675
48712	29239	12661
48713	29239	14102
48714	29239	14107
48715	29239	14476
48716	29239	14477
48717	29239	32951
48718	29239	32952
48719	29239	32953
48720	29239	32955
48721	29239	32956
48722	29239	33157
48723	29239	33158
48724	29239	33159
48725	29239	33163
48726	29239	33164
48727	29239	33165
48728	29239	33167
48729	29239	33198
48730	29239	33199
48731	29239	34599
48732	29239	34600
48733	29239	34601
48734	29239	34606
48735	29239	34607
48736	29239	34608
48737	29239	34609
48738	29236	240
48739	29236	426
48740	29236	474
48741	29236	494
48742	29236	945
48743	29236	1277
48745	29236	1331
48746	29236	1390
48747	29236	1436
48749	29236	1630
48750	29236	2029
48751	29236	2142
48753	29236	2312
48754	29236	2331
48755	29236	2343
48756	29236	2970
48757	29236	3037
48758	29236	3757
48759	29236	3885
48761	29236	5510
48762	29236	5543
48763	29236	5610
48764	29236	5629
48765	29236	5653
48767	29236	5885
48768	29236	11802
48769	29236	12257
48770	29236	12259
48771	29236	12263
48772	29236	12265
48773	29236	12267
48774	29236	12268
48775	29236	12280
48776	29236	12301
48777	29236	12324
48778	29236	12325
48779	29236	12326
48782	29236	13157
48783	29236	14101
48784	29236	14151
48785	29236	14153
48786	29236	14154
48787	29236	29086
48788	29236	29087
48789	29236	29091
48790	29236	29094
48791	29236	29095
48792	29236	29096
48793	29236	29097
48794	29236	29099
48795	29236	29100
48796	29236	29101
48797	29236	29102
48798	29236	29106
48799	29236	29107
48800	29236	29108
48801	29236	29110
48802	29236	29111
48803	29236	29112
48804	29236	29113
48805	29236	31335
48806	29236	31336
48807	29236	31337
48808	29236	31763
48809	29236	31794
48810	29380	240
48811	29380	426
48812	29380	474
48813	29380	494
48814	29380	945
48815	29380	1277
48817	29380	1331
48818	29380	1390
48819	29380	1436
48821	29380	1630
48822	29380	2029
48823	29380	2142
48825	29380	2312
48826	29380	2331
48827	29380	2343
48828	29380	2970
48829	29380	3037
48830	29380	3757
48831	29380	3885
48833	29380	5510
48834	29380	5543
48835	29380	5610
48836	29380	5629
48837	29380	5653
48839	29380	5885
48840	29380	11802
48841	29380	12257
48842	29380	12259
48843	29380	12263
48844	29380	12265
48845	29380	12267
48846	29380	12268
48847	29380	12280
48848	29380	12301
48849	29380	12324
48850	29380	12325
48851	29380	12326
48854	29380	13157
48855	29380	14101
48856	29380	14151
48857	29380	14153
48858	29380	14154
48859	29380	29086
48860	29380	29087
48861	29380	29091
48862	29380	29094
48863	29380	29095
48864	29380	29096
48865	29380	29097
48866	29380	29099
48867	29380	29100
48868	29380	29101
48869	29380	29102
48870	29380	29106
48871	29380	29107
48872	29380	29108
48873	29380	29110
48874	29380	29111
48875	29380	29112
48876	29380	29113
48877	29380	31335
48878	29380	31336
48879	29380	31337
48880	29380	31763
48881	29380	31794
48882	29380	731
48883	29380	1404
48884	29380	1439
48885	29380	1480
48886	29380	2538
48887	29380	2699
48888	29380	2995
48889	29380	3771
48890	29380	4069
48891	29380	4314
48892	29380	4457
48893	29380	4685
48894	29380	4992
48895	29380	5879
48896	29380	12660
48897	29380	14097
48898	29380	14098
48899	29380	14099
48900	29380	14100
48901	29380	14729
48902	29380	29082
48903	29380	29083
48904	29380	29084
48905	29380	29085
48906	29380	29092
48907	29380	29093
48908	29380	29103
48909	29380	29104
48910	29380	29115
48911	29380	29116
48912	28208	171
48913	29381	238
48914	28208	483
48915	28208	620
48916	28208	635
48917	29381	639
48918	28208	829
48919	29381	853
48920	28208	913
48921	29381	999
48922	28208	1119
48923	28208	1261
48924	28208	1296
48925	28208	1415
48926	28208	1538
48927	28208	1543
48928	28208	1879
48929	29381	1953
48930	29381	1994
48931	29381	2049
48932	29381	2122
48933	29381	2185
48934	29381	2395
48935	29381	2435
48936	29381	2497
48937	28208	2912
48938	29381	3020
48939	29381	3099
48940	28208	3172
48941	28208	3188
48942	29381	3333
48943	29381	3340
48944	29381	3576
48945	29381	3581
48946	28208	3628
48947	28208	3844
48948	28208	4174
48949	28208	4198
48950	28208	4328
48951	28208	4438
48952	28208	4667
48953	29381	4855
48954	29381	5016
48955	29381	5174
48957	28208	5458
48958	28208	5461
48959	28208	5531
48960	28208	5603
48961	28208	5654
48962	29381	5728
48963	28208	5759
48964	28208	7664
48965	28208	7667
48966	28208	7670
48967	28208	7671
48968	28208	7674
48969	28208	12342
48970	28208	12645
48971	28208	14435
48972	28208	14437
48973	28208	14438
48974	29381	14439
48975	28208	14441
48976	28208	14442
48977	28208	14443
48978	28208	14482
48979	28208	14483
48980	28208	14484
48981	29381	29117
48982	29381	29156
48983	29381	29157
48984	29381	29164
48985	29381	29166
48986	29381	29167
48987	29381	29168
48988	29381	29169
48989	28208	29198
48990	28208	29199
48991	28208	29200
48992	28208	29201
48993	28208	30120
48994	29381	30460
48995	29381	30464
48996	29381	30465
48997	29381	30466
48998	29381	30468
48999	28208	30470
49000	29381	30471
49001	28208	30472
49002	28208	31423
49003	28208	31545
49004	28208	31795
49005	28208	32350
49006	28208	32351
49007	28208	32352
49008	28208	32353
49009	28208	32354
49010	28208	32355
49011	28208	32356
49012	28208	32357
49013	28208	32359
49014	28208	32360
49015	28208	32361
49016	29381	33156
49017	28208	33190
49018	28208	33191
49019	28208	33195
49020	28208	33196
49021	28208	33200
49022	28208	33201
49023	29381	34707
49024	28204	34707
49025	54056	34707
49026	28210	34707
49027	29237	34707
49028	29159	34707
49029	1711	34707
49030	54056	34708
49031	28210	34708
49032	29381	34708
49033	29159	34708
49034	29237	34708
49035	28204	34708
49036	28204	34709
49037	28208	34709
49038	29239	34709
49039	29159	34709
49040	1589	34709
49041	54056	34709
49042	28212	34709
49043	29159	34710
49044	28208	34710
49045	54056	34710
49046	28212	34710
49047	29239	34710
49048	28204	34710
49049	29239	34711
49050	54056	34711
49051	28208	34711
49052	29159	34711
49053	28212	34711
49054	28204	34711
49055	29159	34712
49056	54056	34712
49057	28208	34712
49058	28212	34712
49059	28204	34712
49060	29239	34712
49061	29159	34713
49062	54056	34713
49063	28212	34713
49064	28204	34713
49065	28208	34713
49066	29239	34713
49067	28208	34714
49068	29159	34714
49069	28212	34714
49070	1805	34714
49071	54056	34714
49072	1757	34714
49073	28204	34714
49074	41895	34714
49075	29239	34714
49076	28208	34715
49077	28212	34715
49078	28204	34715
49079	1724	34715
49080	54056	34715
49081	29239	34715
49082	29159	34715
49083	28204	34716
49084	9716	34716
49085	29159	34716
49086	28212	34716
49087	29239	34716
49088	9700	34716
49089	1734	34716
49090	28208	34716
49091	54056	34716
49092	9700	34717
49093	54056	34717
49094	28212	34717
49095	29159	34717
49096	1734	34717
49097	9716	34717
49098	28208	34717
49099	29239	34717
49100	28204	34717
49101	29239	34718
49102	29159	34718
49103	28204	34718
49104	54056	34718
49105	28212	34718
49106	28208	34718
49107	1846	34718
49108	1788	34718
49109	28204	34719
49110	54056	34719
49111	28212	34719
49112	29239	34719
49113	28208	34719
49114	29159	34719
49115	29223	171
49116	29223	620
49117	29223	1261
49118	29223	1543
49119	29223	3188
49120	29223	3844
49121	29223	4198
49122	29223	7664
49123	29223	7667
49124	29223	7670
49125	29223	7671
49126	29223	7674
49127	29223	12645
49128	29223	29199
49129	29223	31423
49130	29223	31545
49131	29223	31795
49132	29223	33190
49133	29223	33191
49134	29223	33195
49135	29223	33196
49136	29223	33200
49137	29223	33201
49138	29223	34715
49139	29223	34716
49140	29223	34717
49141	29223	34718
49142	29223	34719
49143	29222	483
49144	29222	635
49145	29222	829
49146	29222	913
49147	29222	1119
49148	29222	1296
49149	29222	1415
49150	29222	1538
49151	29222	1879
49152	29222	2912
49153	29222	3172
49154	29222	3628
49155	29222	4174
49156	29222	4328
49157	29222	4438
49158	29222	4667
49159	29222	5458
49160	29222	5461
49161	29222	5531
49162	29222	5603
49163	29222	5654
49164	29222	5759
49165	29222	12342
49166	29222	14435
49167	29222	14437
49168	29222	14438
49169	29222	14441
49170	29222	14442
49171	29222	14443
49172	29222	14482
49173	29222	14483
49174	29222	14484
49175	29222	29198
49176	29222	29200
49177	29222	29201
49178	29222	30120
49179	29222	30470
49180	29222	30472
49181	29222	32350
49182	29222	32351
49183	29222	32352
49184	29222	32353
49185	29222	32354
49186	29222	32355
49187	29222	32356
49188	29222	32357
49189	29222	32359
49190	29222	32360
49191	29222	32361
49192	29222	34709
49193	29222	34710
49194	29222	34711
49195	29222	34712
49196	29222	34713
49197	29222	34714
49198	29220	853
49199	29220	1953
49200	29220	1994
49201	29220	2185
49202	29220	2395
49203	29220	2497
49204	29220	3340
49205	29220	3576
49206	29220	5728
49207	29220	29117
49208	29220	29156
49209	29220	29157
49250	29221	238
49251	29221	2049
49252	29221	29164
49253	29221	29166
49254	29221	29167
49255	29221	29168
49256	29221	29169
49257	29221	34707
49258	29221	33156
49259	29921	357
49260	29921	405
49261	29930	483
49262	29930	635
49263	29921	746
49264	29930	829
49265	29930	913
49266	29921	1001
49267	29922	1119
49268	29930	1296
49269	29929	1415
49270	29929	1538
49271	29921	1583
49272	29921	1745
49273	29929	1879
49274	29921	1967
49275	29921	2056
49276	29921	2576
49277	29921	2766
49278	29930	2912
49279	29921	3172
49280	29930	3628
49281	29921	4174
49282	29921	4310
49283	29929	4328
49284	29929	4438
49285	29929	4667
49286	29921	4880
49287	29921	4980
49288	29921	5438
49289	29930	5458
49290	29921	5461
49291	29921	5492
49292	29929	5531
49293	29930	5603
49294	29929	5654
49295	29930	5759
49296	29921	6637
49297	29929	12342
49298	29921	12343
49299	29921	12344
49300	29921	12345
49301	29921	12346
49302	29921	12347
49303	29921	12348
49304	29921	12349
49305	29921	12352
49306	29921	12353
49307	29921	12355
49308	29921	12356
49309	29921	12357
49310	29921	12358
49311	29921	12359
49312	29921	13159
49313	29922	14435
49314	29921	14437
49315	29929	14438
49316	29930	14441
49317	29930	14442
49318	29930	14443
49319	29929	14482
49320	29929	14483
49321	29929	14484
49322	29921	29154
49324	29921	29200
49325	29921	29201
49326	29929	30120
49327	29929	30470
49328	29929	30472
49329	29921	32350
49330	29921	32351
49331	29921	32352
49332	29921	32353
49333	29921	32354
49334	29929	32355
49335	29929	32356
49336	29929	32357
49337	29929	32359
49338	29929	32360
49339	29929	32361
49340	29921	34602
49341	29922	34603
49342	29922	34604
49343	29921	34605
49344	29929	34709
49345	29929	34710
49346	29929	34711
49347	29929	34712
49348	29929	34713
49349	29930	34714
49350	29925	171
49351	29923	620
49352	29925	1261
49353	29923	1384
49354	29923	1543
49355	29923	1627
49356	29925	3188
49357	29923	3321
49358	29925	3844
49359	29925	4198
49360	29923	4318
49361	29923	7664
49362	29923	7665
49363	29923	7666
49364	29923	7667
49365	29923	7669
49366	29923	7670
49367	29923	7671
49368	29923	7674
49369	29923	7675
49370	29929	12645
49371	29923	12661
49372	29923	14102
49373	29923	14107
49374	29923	14476
49375	29923	14477
49376	29923	29199
49377	29923	31423
49378	29925	31545
49379	29925	31795
49380	29923	32951
49381	29923	32952
49382	29923	32953
49383	29923	32955
49384	29923	32956
49385	29923	33157
49386	29923	33158
49387	29923	33159
49388	29923	33163
49389	29923	33164
49390	29923	33165
49391	29923	33167
49392	29923	33190
49393	29923	33191
49394	29923	33195
49395	29923	33196
49396	29923	33198
49397	29923	33199
49398	29923	33200
49399	29923	33201
49400	29923	34599
49401	29923	34600
49402	29923	34601
49403	29923	34606
49404	29923	34607
49405	29923	34608
49406	29923	34609
49407	29923	34715
49408	29925	34716
49409	29925	34717
49410	29929	34718
49411	29929	34719
49412	29931	731
49413	29931	1404
49414	29931	1439
49415	29931	1480
49416	29931	2538
49417	29931	2699
49418	29931	2995
49419	29931	3771
49420	29931	4069
49421	29931	4314
49422	29931	4457
49423	29931	4685
49424	29931	4992
49425	29931	5879
49426	29931	12660
49427	29931	14097
49428	29931	14098
49429	29931	14099
49430	29931	14100
49431	29931	14729
49432	29931	29082
49433	29931	29083
49434	29931	29084
49435	29931	29085
49436	29931	29092
49437	29931	29093
49438	29931	29103
49439	29931	29104
49440	29931	29115
49441	29931	29116
49442	29924	853
49443	29924	1953
49444	29924	1994
49445	29924	2185
49446	29924	2395
49447	29924	2497
49448	29924	3340
49449	29924	3576
49450	29924	5728
49451	29924	29117
49452	29924	29156
49453	29924	29157
49454	29925	238
49455	29925	2049
49456	29925	29164
49457	29925	29166
49458	29925	29167
49459	29925	29168
49460	29925	29169
49461	29923	33156
49462	29925	34707
49463	29929	639
49464	29929	999
49465	29929	2122
49466	29929	2435
49467	29929	3020
49468	29929	3099
49469	29929	3333
49470	29929	3581
49471	29929	4855
49472	29929	5016
49473	29929	5174
49474	29929	14439
49475	29929	30460
49476	29929	30464
49477	29929	30465
49478	29929	30466
49479	29929	30468
49480	29929	30471
49481	29929	34708
49482	29921	29198
49483	86539	33156
49484	86540	34717
49485	86540	1261
49486	86540	31545
49487	86540	4198
49488	86540	3188
49489	86540	34716
49490	86540	31795
49491	86540	3844
49492	86540	171
49493	86541	34718
49494	86541	12645
49495	86541	34719
49496	86542	14438
49497	86542	32357
49498	86542	14441
49499	86542	5531
49500	86542	14442
49501	86542	12342
49502	86542	5759
49503	86542	5458
49504	86542	3628
49505	86542	829
49506	86542	483
49507	86542	30472
49508	86542	1538
49509	86542	34713
49510	86542	34711
49511	86542	34712
49512	86542	14482
49513	86542	14443
49514	86542	30120
49515	86542	14483
49516	86542	32356
49517	86542	32361
49518	86542	32359
49519	86542	14484
49520	86542	30470
49521	86542	4328
49522	86542	1879
49523	86542	5603
49524	86542	4667
49525	86542	2912
49526	86542	34710
49527	86542	1296
49528	86542	1415
49529	86542	5654
49530	86542	32355
49531	86542	4438
49532	86542	32360
49533	86542	913
49534	86542	34714
49535	86542	635
49536	86542	34709
49537	29159	34720
49538	29918	34720
49539	28303	34720
49540	54056	34720
49541	28309	34720
49542	28212	34720
49543	28204	34720
49544	86534	34720
49545	29375	34720
49546	3787	29594
49547	3686	29594
49548	54056	34721
49549	86534	34721
49550	28309	34721
49551	28303	34721
49552	29375	34721
49553	29159	34721
49554	29918	34721
49555	28212	34721
49556	28204	34721
49557	86543	34720
49558	86544	34721
49559	86544	29589
49560	29367	34722
49561	54056	34722
49562	29917	34722
49563	28305	34722
49564	29159	34722
49565	28207	34722
49566	28211	34722
49567	23578	34722
49568	28204	34722
49569	23578	34723
49570	28204	34723
49571	54056	34723
49572	29367	34723
49573	29917	34723
49574	28211	34723
49575	28305	34723
49576	29159	34723
49577	28207	34723
49578	23578	34724
49579	29159	34724
49580	28207	34724
49581	29367	34724
49582	54056	34724
49583	28211	34724
49584	28305	34724
49585	28204	34724
49586	29917	34724
49587	3643	34722
49588	3643	34614
49589	78006	34724
49590	86545	34614
49591	12960	30383
49592	8604	31380
49593	8624	31405
49594	77683	31375
49595	8606	31376
49596	8606	3050
49597	3752	32525
49599	29159	34725
49600	28308	34725
49601	29920	34725
49602	86533	34725
49603	28204	34725
49604	29377	34725
49605	28237	34725
49606	54056	34725
49607	28211	34725
49608	28207	34725
49649	86533	34730
49650	29920	34730
49651	28204	34730
49652	54056	34730
49653	28308	34730
49654	28211	34730
49655	28207	34730
49656	29377	34730
49657	28237	34730
49658	29159	34730
49669	29377	34732
49670	28204	34732
49671	28211	34732
49672	29920	34732
49673	54056	34732
49674	28237	34732
49675	28308	34732
49676	29159	34732
49677	28207	34732
49678	86533	34732
49679	3834	12732
49681	29377	34733
49682	28237	34733
49683	28211	34733
49684	28204	34733
49685	3834	34733
49686	28308	34733
49687	86533	34733
49688	28207	34733
49689	54056	34733
49690	29920	34733
49691	29159	34733
49702	28308	34735
49703	86533	34735
49704	29159	34735
49705	29920	34735
49706	29377	34735
49707	28237	34735
49708	28204	34735
49709	54056	34735
49710	28211	34735
49711	28207	34735
49722	86533	34737
49723	28237	34737
49724	28308	34737
49725	29920	34737
49726	29159	34737
49727	29377	34737
49728	28204	34737
49729	54056	34737
49730	28211	34737
49731	28207	34737
49732	28308	34738
49733	29920	34738
49734	29377	34738
49735	28204	34738
49736	29159	34738
49737	28207	34738
49738	28211	34738
49739	54056	34738
49740	28237	34738
49741	86533	34738
49742	3815	34725
49743	86533	34739
49744	28204	34739
49745	54056	34739
49746	29377	34739
49747	29159	34739
49748	28308	34739
49749	28237	34739
49750	28211	34739
49751	29920	34739
49752	28207	34739
49753	3834	34739
49790	28206	34749
49791	54056	34749
49792	29159	34749
49793	28204	34749
49794	28206	34750
49795	29159	34750
49796	28204	34750
49797	54056	34750
49798	4253	5597
49799	4253	30704
49800	4268	2400
49801	4191	503
49802	4191	4105
49803	28063	34751
49804	4268	34751
49805	77786	34751
49806	77786	34752
49807	2660	34752
49808	2660	4140
49809	77786	34753
49810	77693	34753
49811	28063	34753
49812	28063	34754
49813	77786	34754
49814	28063	34755
49815	4082	34755
49816	77786	34755
49817	23166	1180
49818	5136	154
49819	5136	28887
49820	5136	4954
49821	5136	3603
49822	5134	4954
49823	5134	28887
49824	5134	154
49825	5135	3603
49826	23161	5137
49827	54069	1274
49828	23234	34756
49829	23234	5598
49830	23234	4297
49831	23234	702
49832	23234	29070
49833	23234	3480
49834	23234	1935
49835	23234	3523
49836	23234	4612
49837	23234	1844
49838	23234	3676
49839	23234	3962
49840	23234	5513
49841	23234	4034
49842	23234	4767
49843	23234	4366
49844	5044	702
49845	5044	1844
49846	5044	1935
49847	5044	3480
49848	5044	3523
49849	5044	3676
49850	5044	3962
49851	5044	4034
49852	5044	4297
49853	5044	4366
49854	5044	4612
49855	5044	4767
49856	5044	5513
49857	5044	5598
49858	5044	29070
49859	5044	34756
49860	5047	702
49861	5047	1844
49862	5047	1935
49863	5047	3480
49864	5047	3523
49865	5047	3676
49866	5047	3962
49867	5047	4034
49868	5047	4297
49869	5047	4366
49870	5047	4612
49871	5047	4767
49872	5047	5513
49873	5047	5598
49874	5047	29070
49875	42194	33886
49876	77785	34757
49877	10576	34757
49878	10576	34758
49879	77785	34759
49880	10593	34760
49881	10811	34760
49882	77785	34760
49883	10808	34761
49884	10595	34761
49885	77785	34761
49886	77785	34762
49887	10595	34762
49888	10808	34762
49889	77785	34763
49890	28843	34763
49891	10597	34763
49892	10580	34764
49893	77785	34764
49894	8902	34764
49895	10814	34764
49896	77785	34765
49897	10806	34765
49898	10567	34765
49899	10931	34766
49900	10812	34766
49901	77785	34766
49902	10931	34767
49903	77785	34767
49904	10812	34767
49905	77785	34768
49906	10573	34768
49907	77785	34769
49908	10510	34769
49909	10270	34769
49910	77785	34770
49916	28074	34772
49917	77786	34772
49918	29528	34772
49919	15726	34772
49920	29528	34773
49921	28074	34773
49922	77786	34773
49923	15726	34773
49924	7616	34773
49925	29502	146
49926	29502	152
49927	29502	193
49928	29502	408
49929	29502	865
49930	29502	1068
49931	29502	1265
49932	29502	1392
49933	29502	2088
49934	29502	2402
49935	29502	2417
49936	29502	2528
49937	29502	2549
49938	29502	3073
49939	29502	3300
49940	29502	3339
49941	29502	3449
49942	29502	3693
49943	29502	3971
49944	29502	4110
49945	29502	4510
49946	29502	4658
49947	29502	4785
49948	29502	4944
49949	29502	5018
49950	29502	5192
49951	29502	5200
49952	29502	5516
49953	29502	5884
49954	29502	5891
49955	29502	5927
49956	29502	29979
49957	29502	29981
49958	29502	30492
49959	29502	30493
49960	29502	31282
49961	29502	31283
49962	29502	31286
49963	29502	31287
49964	29502	31288
49965	29502	31289
49966	29502	31290
49967	29502	33604
49968	29502	33605
49969	29502	33606
49970	29502	33607
49971	29502	33608
49972	29502	33609
49973	29502	33610
49974	29502	33611
49975	28852	79
49976	28852	1295
49977	28852	1554
49978	28852	1656
49979	28852	1882
49980	28852	2042
49982	28852	2639
49983	28852	3049
49984	28852	3148
49985	28852	3827
49986	28852	4797
49987	28852	5027
49988	28852	5382
49989	28852	14557
49990	28852	14652
49991	28852	30028
49992	28852	30029
49993	28852	30030
49994	28852	32750
49995	28852	32751
49996	28852	33614
49997	28852	33615
49998	28852	33620
49999	28852	33621
50000	28852	33624
50001	5863	5382
50003	77786	34775
50005	28852	34777
50006	54055	34777
50007	4422	34778
50008	54055	34778
50009	4422	34779
50010	54055	34779
50011	4422	34780
50012	54055	34780
50013	28852	34781
50014	54055	34781
50015	54055	34782
50016	4422	34782
50017	77786	34783
50018	28063	34783
50021	77786	34785
50022	28076	34785
50023	29945	30689
50024	29945	33184
50025	29945	33183
50026	29945	32087
50027	29945	30691
50028	29945	1831
50029	29945	5809
50030	29945	1141
50031	29945	2214
50032	29945	32077
50033	29945	1791
50034	29945	30679
50035	29945	4829
50036	29945	32088
50037	29945	4373
50038	29945	32092
50039	29945	32094
50040	29945	1887
50041	29945	32099
50042	29945	32106
50043	29945	32095
50044	29945	80
50045	29945	32112
50046	29945	32109
50047	29945	3540
50048	29945	30675
50049	29945	30676
50050	29945	30677
50051	29945	30685
50052	29945	480
50053	29945	32108
50054	29945	5743
50055	29945	32110
50056	29945	32102
50057	29945	3165
50058	29945	1601
50059	29945	5063
50060	29945	2890
50061	29945	470
50062	29945	33633
50063	29945	2199
50064	29945	3254
50065	29945	5901
50066	29945	5852
50067	29945	3852
50068	29945	3812
50069	29945	14526
50070	29945	2338
50071	29945	3410
50072	29945	30683
50073	29945	30692
50074	29945	575
50075	29945	5717
50076	29945	3376
50077	29945	3032
50078	29945	33129
50079	29945	3293
50080	29945	30681
50081	29945	30686
50082	29945	30682
50083	29945	1041
50084	29945	32078
50085	29945	30680
50086	29945	1968
50087	29945	338
50088	29945	4536
50089	29945	3895
50090	29945	1209
50091	29945	3894
50092	29945	30690
50093	29945	30693
50094	29945	2939
50095	29945	3754
50096	29945	914
50097	29945	32091
50098	29945	32111
50099	29945	32096
50100	29945	32107
50101	29945	2588
50102	29945	1851
50103	29945	4140
50104	29945	32097
50105	29945	4670
50106	29945	33128
50107	29945	3584
50108	29945	3569
50109	29945	135
50110	29945	30684
50111	29946	30704
50112	29946	32969
50113	29946	370
50114	29946	30699
50115	29946	4079
50116	29946	13233
50117	29946	5085
50118	29946	31441
50119	29946	1145
50120	29946	30706
50121	29946	31442
50122	29946	30708
50123	29946	5597
50124	29946	30711
50125	29946	4187
50126	29946	3547
50128	29946	5060
50129	29946	32804
50130	29946	4050
50131	29946	32966
50132	29946	4556
50133	29946	3711
50134	29946	4546
50135	29946	4757
50136	29946	4477
50137	29946	3851
50138	29946	10
50139	29946	5785
50140	29946	5086
50141	29946	4433
50142	29946	4694
50143	29946	503
50144	29946	4105
50145	29946	13234
50146	29946	4336
50147	29946	3650
50148	29946	5454
50149	29946	3432
50150	29946	33126
50151	29946	3713
50152	29946	3916
50153	29946	3075
50154	29946	144
50155	29946	2013
50156	29946	30697
50157	29946	30701
50159	29946	32805
50160	29946	3737
50161	29946	2544
50162	29946	3963
50163	29946	30698
50164	29946	2400
50165	29946	34751
50166	29946	34783
50168	29946	30449
50169	29946	34785
50170	29946	1071
50171	29946	30700
50172	29946	30678
50173	29946	30702
50174	29946	30710
50175	29946	831
50176	29946	455
50177	29946	32968
50178	29946	4592
50179	29947	31978
50180	29947	31966
50181	29947	5182
50182	29947	31968
50183	29947	31956
50184	29947	31975
50185	29947	32071
50186	29947	31964
50187	29947	14528
50188	29947	31977
50189	29947	32081
50190	29947	1306
50191	29947	32083
50192	29947	32084
50193	29947	31951
50194	29947	32085
50195	29947	32073
50196	29947	30694
50197	29947	32802
50198	29947	397
50199	29947	31971
50200	29947	32082
50201	29947	3792
50202	29947	5396
50203	29947	31961
50204	29947	29
50205	29947	31952
50206	29947	31972
50207	29947	31970
50208	29947	5150
50209	29947	745
50210	29947	1646
50211	29947	1834
50212	29947	160
50213	29947	5322
50214	29947	252
50215	29947	5758
50216	29947	513
50217	29947	1151
50218	29947	5372
50219	29947	5539
50220	29947	933
50221	29947	1475
50222	29947	2291
50223	29947	255
50224	29947	4157
50225	29947	5064
50226	29946	561
50227	29947	1671
50228	29947	3044
50229	29947	14530
50230	29947	4654
50231	29947	3277
50232	29947	2516
50233	29947	3924
50234	29947	14529
50235	29947	31973
50236	29947	198
50237	29947	31962
50238	29947	1979
50239	29947	31963
50240	29947	3696
50241	29947	31958
50242	29947	31959
50243	29947	31960
50244	29947	31957
50245	29947	31967
50246	29947	31955
50247	29947	5521
50248	29947	2419
50249	29947	31976
50250	29947	31980
50251	29947	5638
50252	29947	32080
50253	29947	3621
50254	29947	4006
50255	29947	1089
50256	29947	4747
50257	29947	2336
50258	29947	3216
50259	29947	2311
50260	29947	5888
50261	29947	30134
50262	29947	3685
50263	29947	298
50264	29947	32086
50265	29947	32072
50266	29947	4431
50267	29947	167
50268	29947	30695
50269	29947	31974
50270	29947	824
50271	29947	46
50272	29947	34753
50273	29947	1338
50274	29947	34754
50275	29947	32070
50276	29947	34755
50277	29946	3943
50278	29945	2246
50279	29945	32093
50280	29945	30496
50281	29945	30687
50282	29945	30673
50283	28076	34786
50284	3921	34786
50285	77786	34786
50286	29945	34786
50287	4110	34786
50288	77786	34787
50289	28076	34787
