affectedgovernmentgisid	affectedgovernment	governmentshape
34847	28205	5005
34848	28205	5122
34849	28205	5138
34850	28205	5154
34851	28205	5178
34852	28205	5231
34853	28205	5346
34854	28205	5411
34855	28205	5437
34856	28205	5448
34857	28205	5460
34858	28205	5547
34859	28205	5569
34860	28205	5615
34861	28205	5630
34863	28205	5706
34864	28205	5709
34865	28205	5744
34866	28205	5765
34867	28205	5766
34868	28205	5777
34869	28205	5784
34870	28205	5807
34871	28205	5812
34872	28205	5844
34873	28205	5850
34874	28205	5903
34875	28205	6699
34876	28205	6701
34877	28205	6702
34878	28205	10258
34879	28205	10259
34880	28205	10267
34881	28205	10268
34882	28205	10269
34883	28205	10270
34884	28205	10275
34885	28205	10276
34886	28205	10278
34887	28205	10330
34888	28205	10331
34889	28205	11845
34890	28205	11846
34891	28205	11847
34892	28205	11849
34893	28205	11850
34894	28205	11852
34895	28205	11856
34896	28205	11861
34897	28205	11862
34898	28205	11863
34899	28205	11864
34900	28205	11865
34901	28205	11866
34902	28205	11867
34903	28205	11870
34904	28205	11871
34905	28205	11872
34906	28205	11873
34907	28205	11874
34908	28205	11877
34909	28205	11878
34910	28205	11880
34911	28205	11881
34912	28205	11882
34913	28205	11883
34914	28205	11884
34915	28205	11885
34916	28205	11887
34917	28205	11888
34918	28205	11893
34919	28205	11957
34920	28205	11968
34921	28205	11969
34922	28205	11971
34923	28205	11975
34924	28205	11979
34925	28205	11982
34926	28205	11983
34927	28205	11984
34928	28205	11987
34929	28205	11988
34930	28205	11989
34931	28205	11990
34932	28205	11991
34933	28205	11997
34934	28205	11998
34935	28205	11999
34936	28205	12001
34937	28205	12002
34938	28205	12004
34939	28205	12005
34940	28205	12006
34941	28205	12007
34942	28205	12008
34943	28205	12011
34944	28205	12012
34945	28205	12013
34946	28205	12314
34947	28205	12327
34948	28205	12845
34949	28205	12846
34950	28205	12847
34951	28205	12848
34952	28205	12852
34953	28205	12855
34954	28205	12894
34955	28205	12895
34956	28205	12896
34957	28205	12914
34958	28205	12916
34959	28205	14415
34960	28205	29753
34961	28205	29788
34962	28205	29789
34963	28205	29792
34964	28205	29793
34965	28205	29800
34966	28205	29801
34967	28205	29802
34968	28205	29803
34969	28205	29840
34970	28205	29841
34971	28205	29842
34972	28205	29843
34973	28205	29844
34974	28205	29845
34975	28205	29846
34976	28205	29851
34977	28205	29852
34978	28205	29854
34979	28205	29855
34980	28205	29856
34981	28205	29857
34982	28205	29858
34983	28205	29859
34984	28205	29860
34985	28205	29861
34986	28205	29862
34987	28205	29863
34988	28205	30207
34989	28205	30211
34990	28205	30212
34991	28205	30213
34992	28205	30214
34993	28205	30215
34994	28205	30478
34995	28205	30479
34996	28205	31342
34997	28205	31370
34998	28205	31669
34999	28205	31670
35000	28205	31671
35001	28205	31672
35002	28205	31673
35003	28205	31674
35004	28205	31675
35005	28205	31676
35006	28205	31678
35007	28205	31679
35008	28205	31680
35009	28205	31681
35010	28205	31682
35011	28205	31683
35012	28205	31685
35013	28205	31686
35014	28205	31687
35015	28205	31692
35016	28205	31920
35017	28205	31921
35018	28205	31922
35019	28205	31923
35020	28205	31924
35021	28205	31925
35022	28205	31926
35023	28205	31928
35024	28205	31930
35025	28205	31931
35026	28205	32264
35027	28205	32266
35028	28205	32267
35029	28205	32270
35030	28205	32271
35031	28205	32478
35032	28205	32623
35033	28205	32852
35034	28205	32853
35035	28205	33055
35036	28205	33056
35037	28205	33057
35038	28205	33058
35039	28205	33059
35040	28205	33061
35041	28205	33062
35042	28205	33064
35043	28205	33065
35044	28205	33066
35045	28205	33068
35046	28205	33069
35047	28205	33070
35048	28205	33072
35049	28205	33075
35050	28205	33076
35051	28205	33248
35052	28205	33653
35053	28205	33654
35054	28205	33655
35055	28205	33657
35056	28205	33658
35057	28205	33683
35058	28205	33684
35059	28205	33685
35060	28205	34117
35061	28205	34118
35062	28205	34120
35063	28205	34121
35064	28205	34122
35065	28205	34571
35066	28205	34573
35067	28205	4588
35068	28204	34574
35069	29159	34574
35070	11392	34574
35071	11388	34574
35072	54056	34574
35073	11843	34574
35074	11828	34574
35075	11750	34574
35076	29159	34575
35077	54056	34575
35078	28204	34575
35079	11393	34575
35080	54056	34576
35081	29159	34576
35082	28204	34576
35083	29159	34577
35084	28204	34577
35085	54056	34577
35086	11829	34578
35087	29159	34578
35088	28204	34578
35089	11747	34578
35090	54056	34578
35091	11466	34578
35092	28204	34579
35093	54056	34579
35094	29159	34579
35095	54056	34580
35096	29159	34580
35097	28204	34580
35098	29159	34581
35099	28204	34581
35100	54056	34581
35101	54056	34582
35102	29159	34582
35103	15023	34582
35104	28204	34582
35105	54056	34583
35106	29159	34583
35107	28204	34583
35108	15023	34583
35109	54056	34584
35110	29159	34584
35111	28204	34584
35112	29159	34585
35113	54056	34585
35114	28204	34585
35115	54056	34586
35116	29159	34586
35117	28204	34586
35118	29159	34587
35119	28204	34587
35120	54056	34587
35121	28206	92
35122	28206	179
35123	28206	261
35124	28206	263
35125	28206	331
35126	28206	415
35127	28206	425
35128	28206	450
35129	28206	685
35130	28206	688
35131	28206	714
35132	28206	751
35133	28206	790
35134	28206	816
35135	28206	915
35136	28206	1094
35137	28206	1122
35138	28206	1127
35139	28206	1188
35140	28206	1197
35141	28206	1253
35142	28206	1285
35143	28206	1328
35144	28206	1376
35145	28206	1398
35146	28206	1424
35147	28206	1442
35148	28206	1555
35149	28206	1608
35150	28206	1672
35151	28206	1751
35152	28206	1752
35153	28206	1758
35154	28206	1878
35155	28206	2064
35156	28206	2181
35157	28206	2183
35158	28206	2226
35159	28206	2273
35160	28206	2491
35161	28206	2521
35162	28206	2577
35163	28206	2591
35164	28206	2608
35165	28206	2640
35166	28206	2776
35167	28206	2779
35168	28206	2821
35169	28206	2898
35170	28206	2963
35171	28206	3090
35172	28206	3103
35173	28206	3118
35174	28206	3492
35175	28206	3496
35176	28206	3521
35177	28206	3563
35178	28206	3592
35179	28206	3601
35180	28206	3718
35181	28206	3819
35182	28206	3825
35183	28206	3836
35184	28206	3933
35185	28206	4047
35186	28206	4095
35187	28206	4308
35188	28206	4330
35189	28206	4358
35190	28206	4430
35191	28206	4472
35192	28206	4493
35193	28206	4495
35194	28206	4598
35195	28206	4644
35196	28206	4696
35197	28206	4755
35198	28206	4903
35199	28206	4906
35200	28206	4912
35201	28206	4942
35202	28206	4989
35203	28206	5050
35204	28206	5101
35205	28206	5129
35206	28206	5236
35207	28206	5308
35208	28206	5355
35209	28206	5383
35210	28206	5384
35211	28206	5433
35212	28206	5465
35213	28206	5506
35214	28206	5537
35215	28206	5738
35216	28206	5762
35217	28206	5816
35218	28206	10257
35219	28206	10271
35220	28206	10274
35221	28206	11792
35222	28206	11793
35223	28206	11794
35224	28206	11798
35225	28206	11800
35226	28206	11803
35227	28206	11804
35228	28206	11806
35229	28206	11807
35230	28206	12091
35231	28206	12092
35232	28206	12093
35233	28206	12095
35234	28206	12248
35235	28206	12249
35236	28206	12250
35237	28206	12252
35238	28206	12254
35239	28206	12255
35240	28206	12256
35241	28206	12260
35242	28206	12262
35243	28206	12269
35244	28206	12271
35245	28206	12273
35246	28206	12274
35247	28206	12275
35248	28206	12276
35249	28206	12278
35250	28206	12279
35251	28206	12281
35252	28206	12282
35253	28206	12283
35254	28206	12288
35255	28206	12289
35256	28206	12290
35257	28206	12293
35258	28206	12294
35259	28206	12295
35260	28206	12296
35261	28206	12298
35262	28206	12299
35263	28206	12300
35264	28206	12302
35265	28206	12303
35266	28206	12304
35267	28206	12305
35268	28206	12306
35269	28206	12307
35270	28206	12308
35271	28206	12309
35272	28206	12310
35273	28206	12311
35274	28206	12312
35275	28206	12315
35277	28206	12317
35278	28206	12318
35279	28206	12319
35280	28206	12320
35281	28206	12321
35282	28206	12322
35283	28206	12323
35284	28206	12821
35285	28206	12822
35286	28206	12823
35287	28206	12825
35288	28206	12826
35289	28206	12827
35290	28206	12828
35291	28206	12829
35292	28206	12833
35293	28206	12834
35294	28206	12835
35295	28206	12840
35296	28206	12841
35297	28206	12842
35298	28206	12843
35299	28206	12844
35300	28206	12849
35301	28206	12850
35302	28206	12860
35303	28206	12861
35304	28206	12862
35305	28206	12902
35306	28206	12903
35307	28206	14408
35308	28206	14409
35309	28206	14560
35310	28206	14561
35311	28206	14562
35312	28206	14563
35313	28206	14564
35314	28206	14565
35315	28206	14566
35316	28206	14567
35317	28206	29786
35318	28206	29787
35319	28206	29790
35320	28206	29791
35321	28206	29794
35322	28206	29848
35323	28206	29849
35324	28206	29850
35325	28206	29853
35326	28206	30113
35327	28206	30114
35328	28206	30116
35329	28206	30117
35330	28206	30118
35331	28206	30119
35332	28206	30205
35333	28206	30206
35334	28206	30475
35335	28206	31690
35336	28206	31699
35337	28206	31700
35338	28206	31702
35339	28206	31703
35340	28206	31713
35341	28206	31714
35342	28206	31715
35343	28206	31720
35344	28206	31721
35345	28206	31722
35346	28206	31756
35347	28206	31757
35348	28206	31758
35349	28206	31759
35350	28206	31760
35351	28206	31761
35352	28206	31762
35353	28206	31764
35354	28206	31765
35355	28206	31766
35356	28206	31767
35357	28206	31768
35358	28206	31769
35359	28206	32213
35360	28206	32624
35361	28206	32999
35362	28206	33003
35363	28206	33004
35364	28206	33005
35365	28206	33007
35366	28206	33008
35367	28206	33009
35368	28206	33010
35369	28206	33011
35370	28206	33206
35371	28206	33207
35372	28206	33208
35373	28206	33209
35374	28206	33210
35375	28206	33211
35376	28206	33660
35377	28206	34572
35378	28206	34574
35379	28206	34575
35380	28206	34576
35381	28206	34577
35382	28206	34578
35383	28206	34579
35384	28206	34580
35385	28206	34581
35386	28206	34582
35387	28206	34583
35388	28206	34584
35389	28206	34585
35390	28206	34586
35391	28206	34587
35392	54056	34588
35393	29159	34588
35394	28204	34588
35395	29159	34589
35396	54056	34589
35397	28204	34589
35398	54056	34590
35399	29159	34590
35400	28204	34590
35401	28204	34591
35402	29159	34591
35403	54056	34591
35404	54056	34592
35405	28204	34592
35406	29159	34592
35407	29159	34593
35408	54056	34593
35409	28204	34593
35410	28204	34594
35411	29159	34594
35412	54056	34594
35413	28211	143
35414	28210	240
35415	28211	299
35416	28211	314
35417	28211	337
35418	28211	385
35419	28210	426
35420	28210	474
35421	28210	494
35422	28211	498
35423	28211	682
35424	28210	731
35425	28211	878
35426	28211	890
35427	28211	891
35428	28211	893
35429	28211	912
35430	28210	945
35431	28211	1099
35432	28211	1104
35433	28211	1158
35434	28211	1244
35435	28210	1277
35437	28211	1309
35438	28210	1331
35439	28211	1347
35440	28211	1358
35441	28210	1390
35442	28210	1404
35443	28211	1406
35444	28211	1418
35445	28211	1422
35446	28210	1436
35447	28210	1439
35448	28211	1464
35449	28211	1473
35450	28211	1478
35451	28210	1480
35452	28211	1516
35453	28211	1517
35455	28211	1534
35456	28211	1548
35457	28211	1571
35458	28211	1587
35459	28210	1630
35460	28211	1634
35461	28211	1649
35462	28211	1650
35463	28211	1683
35464	28211	1698
35465	28211	1759
35466	28211	1761
35467	28211	1814
35468	28211	1858
35469	28211	1881
35470	28211	1893
35471	28211	1952
35472	28211	1991
35473	28211	1992
35474	28211	2012
35475	28210	2029
35476	28211	2069
35477	28211	2087
35478	28211	2120
35479	28211	2131
35480	28210	2142
35481	28211	2162
35482	28211	2191
35483	28211	2207
35486	28210	2312
35487	28210	2331
35488	28210	2343
35489	28211	2433
35490	28211	2472
35491	28211	2476
35492	28211	2529
35493	28211	2531
35494	28210	2538
35495	28211	2572
35496	28211	2581
35497	28211	2602
35498	28211	2665
35499	28210	2699
35500	28211	2724
35501	28211	2754
35502	28211	2867
35503	28211	2943
35504	28210	2970
35505	28211	2994
35506	28210	2995
35507	28211	2998
35508	28211	3002
35509	28210	3037
35510	28211	3063
35511	28211	3091
35512	28211	3155
35513	28211	3284
35514	28211	3292
35515	28211	3335
35516	28211	3447
35517	28211	3456
35518	28211	3497
35519	28211	3533
35520	28211	3536
35521	28211	3608
35522	28211	3624
35523	28211	3734
35524	28210	3757
35525	28211	3759
35526	28210	3771
35527	28211	3837
35528	28210	3885
35529	28211	3955
35530	28211	4001
35531	28211	4045
35532	28210	4069
35533	28211	4139
35534	28211	4143
35535	28211	4193
35536	28211	4201
35537	28211	4202
35538	28211	4214
35540	28211	4279
35541	28211	4304
35542	28210	4314
35543	28211	4342
35544	28211	4376
35545	28211	4389
35546	28211	4392
35547	28211	4396
35548	28211	4417
35549	28211	4455
35550	28210	4457
35551	28211	4506
35552	28211	4527
35553	28211	4535
35554	28211	4648
35555	28210	4685
35556	28211	4702
35557	28211	4721
35558	28211	4794
35559	28211	4814
35560	28211	4837
35561	28211	4857
35562	28211	4893
35563	28211	4968
35564	28210	4992
35566	28211	5023
35567	28211	5031
35568	28211	5120
35569	28211	5152
35570	28211	5167
35571	28211	5170
35572	28211	5232
35573	28211	5305
35574	28211	5423
35575	28211	5442
35576	28211	5471
35577	28211	5497
35578	28211	5505
35579	28210	5510
35580	28210	5543
35581	28211	5568
35582	28211	5570
35583	28211	5571
35584	28211	5580
35585	28211	5581
35586	28211	5593
35587	28210	5610
35588	28211	5613
35589	28210	5629
35590	28210	5653
35591	28211	5668
35593	28211	5729
35594	28211	5783
35595	28211	5826
35596	28211	5854
35597	28210	5879
35598	28211	5882
35599	28210	5885
35600	28211	5921
35601	28211	5922
35602	28211	6623
35603	28211	6624
35604	28211	6727
35605	28210	11802
35606	28211	11808
35607	28211	11809
35608	28211	11810
35609	28211	12014
35610	28211	12018
35611	28211	12019
35612	28211	12020
35613	28211	12021
35614	28211	12024
35615	28211	12025
35616	28211	12027
35617	28211	12028
35618	28211	12029
35619	28211	12031
35620	28211	12032
35621	28211	12033
35622	28211	12037
35623	28211	12038
35624	28211	12040
35625	28211	12041
35626	28211	12042
35627	28211	12043
35628	28211	12044
35629	28211	12045
35630	28211	12046
35631	28211	12048
35632	28211	12049
35633	28211	12050
35634	28211	12051
35635	28211	12053
35636	28211	12054
35637	28211	12055
35638	28211	12056
35639	28211	12057
35640	28211	12059
35641	28211	12060
35642	28211	12061
35643	28211	12063
35644	28211	12064
35645	28211	12065
35646	28211	12076
35647	28211	12077
35648	28211	12078
35649	28211	12080
35650	28211	12082
35651	28211	12083
35652	28211	12084
35653	28211	12086
35654	28211	12087
35655	28211	12089
35656	28211	12097
35657	28211	12107
35658	28211	12108
35659	28211	12109
35660	28211	12110
35661	28211	12111
35662	28211	12112
35663	28211	12113
35664	28211	12114
35665	28211	12115
35666	28211	12117
35667	28211	12118
35668	28211	12120
35669	28211	12121
35670	28211	12122
35671	28211	12123
35672	28211	12124
35673	28211	12128
35674	28211	12129
35675	28211	12130
35676	28211	12131
35677	28211	12132
35678	28211	12173
35679	28211	12174
35680	28210	12257
35681	28210	12259
35682	28210	12263
35683	28210	12265
35684	28210	12267
35685	28210	12268
35686	28210	12280
35687	28211	12292
35688	28210	12301
35689	28210	12324
35690	28210	12325
35691	28210	12326
35692	28211	12361
35694	28210	12660
35695	28211	12667
35696	28211	12668
35697	28211	12669
35698	28211	12670
35699	28211	12671
35700	28211	12672
35701	28211	12675
35702	28211	12680
35703	28211	12681
35704	28211	12682
35705	28211	12683
35706	28211	12684
35707	28211	12686
35711	28211	12690
35712	28211	12693
35713	28211	12695
35714	28211	12697
35715	28211	12698
35716	28211	12699
35717	28211	12708
35719	28211	12710
35720	28211	12711
35721	28211	12720
35722	28211	12721
35723	28211	12723
35724	28211	12724
35725	28211	12725
35726	28211	12726
35727	28211	12727
35728	28211	12728
35729	28211	12729
35730	28211	12730
35731	28211	12731
35732	28211	12732
35733	28211	12734
35734	28211	12735
35735	28211	12737
35736	28211	12831
35738	28211	13133
35739	28211	13134
35740	28211	13135
35741	28211	13136
35742	28211	13137
35743	28210	13157
35744	28211	14096
35745	28210	14097
35746	28210	14098
35747	28210	14099
35748	28210	14100
35749	28210	14101
35750	28210	14151
35751	28210	14153
35752	28210	14154
35755	28211	14255
35756	28211	14256
35757	28211	14492
35758	28211	14493
35759	28211	14494
35760	28211	14496
35761	28211	14497
35762	28211	14498
35763	28211	14499
35764	28211	14501
35765	28211	14502
35766	28211	14503
35767	28211	14504
35768	28211	14522
35769	28211	14524
35770	28210	14729
35771	28210	29082
35772	28210	29083
35773	28210	29084
35774	28210	29085
35775	28210	29086
35776	28210	29087
35777	28210	29091
35778	28210	29092
35779	28210	29093
35780	28210	29094
35781	28210	29095
35782	28210	29096
35783	28210	29097
35784	28210	29099
35785	28210	29100
35786	28210	29101
35787	28210	29102
35788	28210	29103
35789	28210	29104
35790	28210	29106
35791	28210	29107
35792	28210	29108
35793	28210	29110
35794	28210	29111
35795	28210	29112
35796	28210	29113
35797	28210	29115
35798	28210	29116
35799	28211	29207
35800	28211	29210
35801	28211	29211
35802	28211	29214
35803	28211	29215
35804	28211	29216
35805	28211	29539
35806	28211	29540
35807	28211	29542
35808	28211	29544
35809	28211	29545
35810	28211	29557
35811	28211	29558
35812	28211	29559
35813	28211	29560
35814	28211	29562
35815	28211	29563
35816	28211	29564
35817	28211	29565
35818	28211	29566
35819	28211	29567
35820	28211	29568
35821	28211	29569
35822	28211	29570
35823	28211	29571
35824	28211	29572
35825	28211	29573
35826	28211	29600
35827	28211	29771
35828	28211	29773
35829	28211	29774
35830	28211	29776
35831	28211	29781
35832	28211	29782
35833	28211	29783
35834	28211	29784
35835	28211	29785
35836	28211	29796
35837	28211	29797
35838	28211	29798
35839	28211	29864
35840	28211	29987
35841	28211	29988
35842	28211	29989
35843	28211	29992
35844	28211	29993
35845	28211	29994
35846	28211	29995
35847	28211	29996
35848	28211	29997
35849	28211	29998
35850	28211	29999
35851	28211	30000
35852	28211	30041
35853	28211	30132
35854	28211	30476
35855	28211	31316
35856	28211	31317
35857	28211	31318
35858	28211	31319
35859	28211	31320
35860	28211	31326
35861	28211	31327
35862	28211	31328
35863	28211	31329
35864	28211	31330
35865	28211	31331
35866	28211	31332
35867	28211	31333
35868	28211	31334
35869	28210	31335
35870	28210	31336
35871	28210	31337
35872	28211	31349
35873	28211	31754
35874	28210	31763
35875	28210	31794
35876	28211	31811
35877	28211	31934
35878	28211	31935
35879	28211	31936
35880	28211	31937
35881	28211	31938
35882	28211	31939
35883	28211	31940
35884	28211	31941
35885	28211	31942
35886	28211	31943
35888	28211	31947
35889	28211	31948
35890	28211	31949
35891	28211	31950
35892	28211	32516
35893	28211	32517
35894	28211	32518
35895	28211	32519
35896	28211	32521
35897	28211	32522
35898	28211	32523
35899	28211	32524
35900	28211	32525
35904	28211	32529
35905	28211	34588
35906	28211	34589
35907	28211	34590
35908	28211	34591
35909	28211	34592
35910	28211	34593
35911	28211	34594
35912	9615	34595
35913	11331	34595
35914	28204	34595
35915	28211	34595
35916	29159	34595
35917	54056	34595
35918	29159	34596
35919	11331	34596
35920	28211	34596
35921	28204	34596
35922	54056	34596
35923	9615	34596
35924	54056	34597
35925	29159	34597
35926	28204	34597
35927	28211	34597
35928	28211	34598
35929	28204	34598
35930	29159	34598
35931	54056	34598
35932	9774	34599
35933	54056	34599
35934	1724	34599
35935	29159	34599
35936	28204	34599
35937	9618	34599
35938	54056	34600
35939	28204	34600
35940	29159	34600
35941	29159	34601
35942	1676	34601
35943	54056	34601
35944	28204	34601
35945	28204	34602
35946	54056	34602
35947	29159	34602
35948	28204	34603
35949	41900	34603
35950	29159	34603
35951	54056	34603
35952	1583	34603
35953	54056	34604
35954	1773	34604
35955	29159	34604
35956	28204	34604
35957	1583	34604
35958	41900	34604
35959	54056	34605
35960	29159	34605
35961	28204	34605
35962	9774	34606
35963	29159	34606
35964	54056	34606
35965	28204	34606
35966	1724	34606
35967	9618	34606
35968	29159	34607
35969	28204	34607
35970	9744	34607
35971	1733	34607
35972	9738	34607
35973	54056	34607
35974	28204	34608
35975	9738	34608
35976	54056	34608
35977	9744	34608
35978	1733	34608
35979	29159	34608
35980	29159	34609
35981	28204	34609
35982	54056	34609
35983	1724	34609
35984	28212	171
35985	28210	238
35986	28212	483
35987	28212	620
35988	28212	635
35989	28210	639
35990	28212	829
35991	28210	853
35992	28212	913
35993	28210	999
35994	28212	1119
35995	28212	1261
35996	28212	1296
35997	28212	1415
35998	28212	1538
35999	28212	1543
36000	28212	1879
36001	28210	1953
36002	28210	1994
36003	28210	2049
36004	28210	2122
36005	28210	2185
36006	28210	2395
36007	28210	2435
36008	28210	2497
36009	28212	2912
36010	28210	3020
36011	28210	3099
36012	28212	3172
36013	28212	3188
36014	28210	3333
36015	28210	3340
36016	28210	3576
36017	28210	3581
36018	28212	3628
36019	28212	3844
36020	28212	4174
36021	28212	4198
36022	28212	4328
36023	28212	4438
36024	28212	4667
36025	28210	4855
36026	28210	5016
36027	28210	5174
36029	28212	5458
36030	28212	5461
36031	28212	5531
36032	28212	5603
36033	28212	5654
36034	28210	5728
36035	28212	5759
36036	28212	7664
36037	28212	7667
36038	28212	7670
36039	28212	7671
36040	28212	7674
36041	28212	12342
36042	28212	12645
36043	28212	14435
36044	28212	14437
36045	28212	14438
36046	28210	14439
36047	28212	14441
36048	28212	14442
36049	28212	14443
36050	28212	14482
36051	28212	14483
36052	28212	14484
36053	28210	29117
36054	28210	29156
36055	28210	29157
36056	28210	29164
36057	28210	29166
36058	28210	29167
36059	28210	29168
36060	28210	29169
36061	28212	29198
36062	28212	29199
36063	28212	29200
36064	28212	29201
36065	28212	30120
36066	28210	30460
36067	28210	30464
36068	28210	30465
36069	28210	30466
36070	28210	30468
36071	28212	30470
36072	28210	30471
36073	28212	30472
36074	28212	31423
36075	28212	31545
36076	28212	31795
36077	28212	32350
36078	28212	32351
36079	28212	32352
36080	28212	32353
36081	28212	32354
36082	28212	32355
36083	28212	32356
36084	28212	32357
36085	28212	32359
36086	28212	32360
36087	28212	32361
36088	28210	33156
36089	28212	33190
36090	28212	33191
36091	28212	33195
36092	28212	33196
36093	28212	33200
36094	28212	33201
36095	28212	6
36096	28212	219
36097	28212	268
36098	28212	286
36099	28212	325
36100	28212	357
36101	28212	367
36102	28212	405
36103	28212	516
36104	28212	518
36105	28212	528
36106	28212	542
36107	28212	703
36108	28212	719
36109	28212	746
36110	28212	848
36111	28212	882
36112	28212	908
36113	28212	1001
36114	28212	1109
36115	28212	1152
36116	28212	1206
36117	28212	1267
36118	28212	1319
36119	28212	1365
36120	28212	1369
36121	28212	1384
36122	28212	1407
36123	28212	1429
36124	28212	1509
36125	28212	1556
36126	28212	1583
36127	28212	1621
36128	28212	1627
36129	28212	1745
36130	28212	1765
36131	28212	1823
36132	28212	1889
36133	28212	1967
36134	28212	2011
36135	28212	2056
36136	28212	2125
36137	28212	2136
36138	28212	2211
36139	28212	2278
36140	28212	2365
36141	28212	2576
36142	28212	2592
36143	28212	2638
36144	28212	2745
36145	28212	2766
36146	28212	3014
36147	28212	3078
36148	28212	3134
36149	28212	3173
36150	28212	3196
36151	28212	3321
36152	28212	3338
36153	28212	3368
36154	28212	3412
36155	28212	3474
36156	28212	3500
36157	28212	3515
36158	28212	3602
36159	28212	3703
36160	28212	3857
36161	28212	3960
36162	28212	4077
36163	28212	4108
36164	28212	4211
36165	28212	4310
36166	28212	4318
36167	28212	4367
36168	28212	4508
36169	28212	4589
36170	28212	4633
36171	28212	4636
36172	28212	4661
36173	28212	4695
36174	28212	4699
36175	28212	4712
36176	28212	4819
36177	28212	4854
36178	28212	4880
36179	28212	4980
36180	28212	5003
36181	28212	5009
36182	28212	5011
36183	28212	5022
36184	28212	5062
36185	28212	5071
36186	28212	5092
36187	28212	5203
36188	28212	5217
36189	28212	5225
36190	28212	5321
36191	28212	5361
36192	28212	5379
36193	28212	5438
36194	28212	5447
36195	28212	5490
36196	28212	5492
36197	28212	5645
36198	28212	5723
36199	28212	6637
36200	28212	7665
36201	28212	7666
36202	28212	7669
36203	28212	7675
36204	28212	11814
36205	28212	11815
36206	28212	12098
36207	28212	12100
36208	28212	12103
36209	28212	12104
36210	28212	12151
36211	28212	12153
36212	28212	12154
36213	28212	12159
36214	28212	12160
36215	28212	12162
36216	28212	12163
36217	28212	12168
36218	28212	12169
36219	28212	12171
36220	28212	12192
36221	28212	12193
36222	28212	12195
36223	28212	12196
36224	28212	12197
36225	28212	12198
36226	28212	12200
36227	28212	12201
36228	28212	12210
36229	28212	12211
36230	28212	12212
36231	28212	12213
36232	28212	12215
36233	28212	12216
36234	28212	12224
36235	28212	12343
36236	28212	12344
36237	28212	12345
36238	28212	12346
36239	28212	12347
36240	28212	12348
36241	28212	12349
36242	28212	12352
36243	28212	12353
36244	28212	12355
36245	28212	12356
36246	28212	12357
36247	28212	12358
36248	28212	12359
36249	28212	12661
36250	28212	12673
36251	28212	12674
36252	28212	12676
36253	28212	12677
36254	28212	12678
36255	28212	12679
36256	28212	12691
36257	28212	12692
36258	28212	12694
36259	28212	12696
36260	28212	12700
36261	28212	12701
36262	28212	12703
36263	28212	12705
36264	28212	12706
36265	28212	12733
36266	28212	13132
36267	28212	13159
36268	28212	14102
36269	28212	14107
36270	28212	14476
36271	28212	14477
36272	28212	14505
36273	28212	14506
36274	28212	14508
36275	28212	14509
36276	28212	14510
36277	28212	14511
36278	28212	14512
36279	28212	14513
36280	28212	14515
36281	28212	14516
36283	28212	14518
36284	28212	14519
36285	28212	14520
36286	28212	14521
36287	28212	14525
36288	28212	29154
36289	28212	29179
36290	28212	29180
36291	28212	29181
36292	28212	29182
36293	28212	29523
36294	28212	29524
36295	28212	29525
36296	28212	29526
36297	28212	29527
36298	28212	29528
36299	28212	29529
36300	28212	29530
36301	28212	29531
36302	28212	29532
36303	28212	29533
36304	28212	29534
36305	28212	29536
36306	28212	29537
36307	28212	29538
36308	28212	29541
36309	28212	29543
36310	28212	29546
36311	28212	29547
36312	28212	29548
36313	28212	29549
36314	28212	29550
36315	28212	29551
36316	28212	29552
36317	28212	29553
36318	28212	29554
36319	28212	29555
36320	28212	29556
36321	28212	29582
36322	28212	29584
36323	28212	29585
36325	28212	29589
36326	28212	29590
36327	28212	29593
36328	28212	29594
36329	28212	29597
36330	28212	29598
36332	28212	29779
36333	28212	29780
36334	28212	29866
36335	28212	29867
36336	28212	29869
36337	28212	29870
36338	28212	29871
36339	28212	29872
36340	28212	31321
36341	28212	31322
36342	28212	31323
36343	28212	31324
36344	28212	31932
36345	28212	31933
36346	28212	32116
36347	28212	32117
36348	28212	32482
36349	28212	32483
36350	28212	32490
36351	28212	32491
36352	28212	32492
36353	28212	32494
36354	28212	32498
36355	28212	32499
36356	28212	32500
36357	28212	32501
36358	28212	32502
36359	28212	32503
36360	28212	32505
36361	28212	32506
36362	28212	32507
36363	28212	32508
36364	28212	32509
36365	28212	32510
36366	28212	32511
36367	28212	32512
36368	28212	32513
36369	28212	32514
36370	28212	32515
36371	28212	32951
36372	28212	32952
36373	28212	32953
36374	28212	32955
36375	28212	32956
36376	28212	33157
36377	28212	33158
36378	28212	33159
36379	28212	33163
36380	28212	33164
36381	28212	33165
36382	28212	33167
36383	28212	33198
36384	28212	33199
36385	28212	34599
36386	28212	34600
36387	28212	34601
36388	28212	34602
36389	28212	34603
36390	28212	34604
36391	28212	34605
36392	28212	34606
36393	28212	34607
36394	28212	34608
36395	28212	34609
36396	28212	1580
36397	28211	31350
36398	28212	12222
36399	28205	29847
36400	28754	94
36401	28754	104
36402	28754	131
36403	28754	150
36404	28754	163
36405	28754	165
36406	28754	168
36407	28754	434
36408	28754	491
36409	28754	531
36410	28754	569
36411	28754	693
36412	28754	704
36413	28754	723
36414	28754	850
36415	28754	978
36416	28754	1317
36417	28754	1321
36418	28754	1495
36419	28754	1666
36420	28754	1735
36421	28754	1799
36422	28754	1833
36423	28754	1857
36424	28754	1901
36425	28754	1932
36426	28754	2044
36427	28754	2073
36428	28754	2094
36429	28754	2249
36430	28754	2376
36431	28754	2550
36432	28754	2649
